,Instrument,Date,Cash Flow from Operations Pct of Capital Expenditures,Dividends Percentage of Cash Flow from Operations,"Cash Flow from Operations Pct of Capital Expenditures, TTM",CAPEX to Depreciation & Amortization,CAPEX to Cash Flow from Operations,Depreciation & Depletion Pct of Cash Flow from Ops,"Depreciation & Depletion Pct of Cash Flow from Ops, TTM","Dividends Percentage of Cash Flow from Operations, 3 Yr Avg","Dividends Percentage of Cash Flow from Operations, 5 Yr Avg","Dividends Percentage of Cash Flow from Operations, TTM",Price to Cash Flow from Operations per Share,Price to FCF Net of Dividends per Share,Price to FCF per Share,"Price to FCF Net of Dividends per Share, 5 Yr Avg","Price to FCF per Share, 5 Yr Avg","Price to Cash Flow from Operations per Share, TTM",Price to FCF Net of Dividends per Share - Issue,"Price to FCF Net of Dividends per Share - Issue, TTM","Price to FCF Net of Dividends per Share - Issue, 3 Yr Avg","Price to FCF Net of Dividends per Share - Issue, 5 Yr Avg",Price to FCF per Share - Issue,"Price to FCF per Share - Issue, TTM","Price to FCF per Share - Issue, 3 Yr Avg","Price to FCF per Share - Issue, 5 Yr Avg",Price to Cash Flow from Operations per Share - Issue,"Price to Cash Flow from Operations per Share - Issue, TTM",Free Cash Flow Yield - %,"Free Cash Flow Yield - %, TTM","Price to FCF Net of Dividends per Share, 3 Yr Avg","Price to FCF Net of Dividends per Share, TTM","Price to FCF per Share, 3 Yr Avg","Price to FCF per Share, TTM",Curr Price to FCF Net of Dividends per Share,"Curr Price to FCF Net of Dividends per Share, TTM",Curr Price to FCF per Share,"Curr Price to FCF per Share, TTM","Free Cash Flow Yield - %, 3 Yr Avg","Free Cash Flow Yield - %, 5 Yr Avg",Cash Flow from Operations per Share,Capital Expenditures - Total per Share,"Cash Flow from Operations per Share, TTM",Free Cash Flow Net of Dividends per Share,"Free Cash Flow Net of Dividends per Share, TTM",Free Cash Flow per Share,"Free Cash Flow per Share, TTM","Cash Flow from Operations per Share, 10 Yr CAGR","Cash Flow from Operations per Share, 10 Yr Interim CAGR","Cash Flow from Operations per Share, 3 Yr CAGR","Cash Flow from Operations per Share, 3 Yr Interim CAGR","Cash Flow from Operations per Share, 5 Yr CAGR","Cash Flow from Operations per Share, 5 Yr Interim CAGR","Capital Expenditures - Total per Share, TTM","Free Cash Flow Net of Dividends per Share, 3 Yr Avg","Free Cash Flow Net of Dividends per Share, 5 Yr Avg","Free Cash Flow Net of Dividends per Share, Annualized","Free Cash Flow per Share, 3 Yr Avg","Free Cash Flow per Share, 5 Yr Avg","Free Cash Flow per Share, Annualized","Cash Flow from Operations per Share, PoP % Chg","Cash Flow from Operations per Share, YoY % Chg"
267,EA.BK,2017-12-31,148.50656,11.12431,,2.21438,0.67337,30.40897,,8.63951778343945,8.25043280715727,,38.9761614899621,180.959589551995,119.328508564452,,,,180.959589551995,,,,119.328508564452,,,,38.9761614899621,,0.838022708932022,-2.36656355171638,,,,,NaN,329.161098856189,NaN,169.71712698574,-0.061690079045839,-4.78165385163789,0.930055413726048,0.626272265540461,-0.703030406221967,0.200320911921523,-1.44815593137137,0.303783148185587,-1.24188205455054,66.3606396637366,,41.0595086915485,,96.7317176817596,,0.538851648328571,-0.237609901872856,-0.948705003065455,-2.46433419383388,-0.03012745563966,-0.907284413392497,-2.46433272951863,32.0054061117397,-195.197886361651
268,EA.BK,2016-12-31,48.18578,9.80018,,7.08031,2.0753,29.31088,439.664149890122,6.20494516329806,,134.85199541702,29.1553628149021,,,,,436.432007412734,,,,,,,549.372897811288,,29.1553628149021,436.432007412734,-3.68817599762876,-0.481689833681958,,,549.372897811288,,NaN,NaN,NaN,NaN,0.182025724964595,,0.704558579168172,1.46217118968444,0.153463015687254,-0.826660610516268,-0.529565350394738,-0.757612610516268,-0.322617411513342,33.5296127446612,17.1350000937585,219.389492554979,-51.5458285196547,73.7351101860064,-30.2572640108812,0.476080427200596,-0.120212670522458,-1.02346936622571,-1.0114728921477,0.084470386783818,-1.00274122380557,-1.0114728921477,34.9765388404193,-219.991928972153
269,EA.BK,2015-12-31,24.56877,2.64559,,15.60905,4.07021,26.07595,142.762127229994,3.946673659654,,45.0483704831057,29.7626971869995,,,,,132.011199070719,,,,,,,,,29.7626971869995,132.011199070719,-10.3156260135527,-0.513185828080944,,,,,NaN,NaN,NaN,NaN,-0.005537051535708,,0.521985957871657,2.12459170002177,0.461585891416357,-1.61641534215011,-0.520644176797978,-1.60260574215011,-0.312707254334991,,21.6815007384006,154.785067617268,-26.7483495640495,,-11.7285547463422,0.774293145751348,-0.204220813085297,-0.869999546323235,-1.04502858244047,-0.002399855250845,-0.86308100390309,-1.04502858244047,57.5277593046183,-127.320065184832
270,EA.BK,2014-12-31,20.78391,4.16754,,20.80719,4.81141,22.54777,61.1023396337595,,,22.0316385006276,52.0938999858878,,,,,59.8312777746137,,,,,,649.073737105261,,,52.0938999858878,59.8312777746137,-7.31643064197839,0.154065700525768,,,,649.073737105261,NaN,NaN,NaN,NaN,-0.215932564873612,,0.33136125351867,1.59431619450634,0.940541403979122,-1.27676454098767,-0.12051806713488,-1.26295494098767,0.086698614938527,,55.0609535136431,95.2574121294873,-6.81911749608793,,2.023065552759,0.853842789040595,-0.287615172752459,-0.552363118963722,-1.22440011663702,-0.088588024051832,-0.548206496543577,-0.413017963218846,1432.30948578267,-105.50157993144
271,EA.BK,2013-12-31,1.74584,32.24752,,51.92974,57.27905,108.1529,44.0729568291199,,,,244.261369925356,,,,,56.3649030483538,,2746.73641277449,,,,290.916833813734,,,244.261369925356,56.3649030483538,-23.0405025032845,0.343740850912832,,2746.73641277449,,290.916833813734,NaN,NaN,NaN,NaN,-0.516858363716109,,0.021624956093607,1.23865687758763,1.20051032363084,-1.22400543359475,0.024635289970052,-1.21703192149403,0.232597911619391,,,,1.63180359222972,,10.2715318444548,0.967912412011447,-0.400676306644897,-0.313922870861664,1.2061271676057,-0.204387173844557,-0.312528168441519,1.2061271676057,-31.4798463028108,2.34910635376126
272,EA.BK,2012-12-31,15.39055,,,15.02269,6.49749,42.91814,43.132831731485,,,17.4310107379198,,,,,,55.6441174843643,,,,,,836.749487766383,,,,55.6441174843643,,0.11951008212379,,,,836.749487766383,NaN,NaN,NaN,NaN,-0.882667543101367,,0.031559993559229,0.205060897438998,1.19124354912495,-0.173500903879769,-0.128427701236822,-0.173500903879769,0.079218089725926,,38.6059594361254,,1.73484267142023,40.6781923903959,11.0750943626272,1.11202545939903,-0.514115200964534,-0.080773464142713,-0.994948053137324,-0.323649054832538,-0.080773464142713,-0.994929465537826,-29.0981171161417,-50.7161501842608
273,EA.BK,2011-12-31,42.87287,,,8.63413,2.33248,27.01461,39.2262412105206,,,15.5452948699607,,,,,,31.7276291441474,,,,,,206.559493640064,,,,31.7276291441474,,0.484122023334609,,,,206.559493640064,NaN,NaN,NaN,NaN,-0.964474972630747,,0.044512207963399,0.103823718967276,1.33295982526325,-0.059311511003877,-0.002469319447594,-0.059311511003877,0.204743215887692,,,,5.7461885505677,2.62840631723571,12.086522599956,1.12821660937556,-0.508624942751515,-0.04650608336676,0.534340443591192,-0.323955380730647,-0.04650608336676,0.534340443591192,379.534209290435,-10.2385518460565
274,EA.BK,2010-12-31,-129.36113,,,0.99339,,,37.92752403252,,,15.100031723604,,,,,,30.6216818795295,,,,,,240.985413247125,,,,30.6216818795295,,0.414962875356494,,,,240.985413247125,NaN,NaN,NaN,NaN,-1.01820683331642,,-0.015923706825146,0.012309498527399,1.37546448838777,-0.028233205352545,-0.032917211235424,-0.028233205352545,0.174778362858037,,,,11.6522575321457,,16.9019260779217,1.20068612552973,-0.513144906107038,-0.041827781165984,-0.666365026053989,-0.334386910797869,-0.041827781165984,0.157180420281614,57.4949238544762,-24.6885153563474
275,EA.BK,2009-12-31,-79.53904,,,5.47631,,,36.283997693794,,,,,,,,,29.4200733962545,,,,,,286.199633155983,,,,29.4200733962545,,0.349406457643846,,,,286.199633155983,NaN,NaN,NaN,NaN,-1.12328822325537,,-0.03746307092976,0.047100229547616,1.45511234535024,-0.084563300477376,-0.058362088603759,-0.084563300477376,0.149579199413817,,,,12.6024178842328,,20.0397795200272,1.30553314593642,-0.523837651077203,,0.590958668570696,-0.350637442406632,,0.590958668570696,-92.3392560159362,2.17388893813136
276,EA.BK,2008-12-31,-50.22485,,,5.16774,,,35.0707185723526,,,14.3723365812209,,,,,,23.5163556100402,,,,,,334.646315958431,,,,23.5163556100402,,0.298822951968256,,,,334.646315958431,NaN,NaN,NaN,NaN,-1.18253465790471,,-0.0194776,0.0387808,1.44605497398931,-0.0582584,-0.106214325293987,-0.0582584,0.101617562717242,,,,15.8489209114939,,22.6041573263264,1.34443741127207,-0.521207213846655,,-0.475711091547262,-0.356713592822211,,-0.475710681606185,-440.041899441341,-30.5796991320619
277,EA.BK,2007-12-31,72.57983,,,1.35156,1.37779,101.94134,32.0851803232274,,,13.2132125731097,,,,,,17.2542165979578,,423.7106915346,,,,99.819701693661,,,,17.2542165979578,,1.00180623968295,,423.7106915346,,99.819701693661,NaN,NaN,NaN,NaN,-1.11974337928351,,0.005728,0.007892,1.57069913004383,-0.002164,0.063961527385218,-0.002164,0.271501342321894,,,,22.1744955539841,,32.2361873121868,1.29919778772193,-0.495662610745363,,0.417151070534588,-0.339866460699849,,0.417159149221367,-85.349184587997,5.74091837243324
278,EA.BK,2006-12-31,52.11739,,,22.53298,1.91875,8.51527,32.5625474184516,,,13.4100233957632,,,,,,17.5074552976199,,3682.96069823811,,,,126.085468685668,,,,17.5074552976199,,0.793112807069787,,3682.96069823811,,126.085468685668,NaN,NaN,NaN,NaN,-1.13780000365405,,0.0390968,0.0750168,1.54797956295135,-0.03592,0.007358531687011,-0.03592,0.21494295324042,,,,22.0749016004697,,34.2622502278543,1.33303660971093,-0.491815370135277,,-0.770450748916945,-0.34469235244798,,0.056231402759517,,25.2150827181244
279,EA.BK,2005-12-31,,,,,,,32.357108968591,,,,,,,,,15.716426176629,,,,,,174.830863564669,,,,15.716426176629,,0.571981387960201,,,,174.830863564669,NaN,NaN,NaN,NaN,-1.19794840455835,,,,1.48275216885206,,-0.039389155166592,,0.133292054531208,,,,26.2815495704275,,35.281348109218,1.34946011432086,-0.497692411131216,,0.400041182829753,-0.35963993694513,,0.400041182829753,,46.361085487503
280,AJA.BK,2024-12-31,-190.87761,,,0.72362,,,,,,,,,,,,,,,,,,,,,,,-15.1675747649794,-15.107957482254,,,,,NaN,NaN,NaN,NaN,-13.2276991562936,-11.4761108929037,-0.015925050625017,0.00834306899895,-0.015862456026985,-0.024268119623967,-0.024172731971606,-0.024268119623967,-0.024172731971606,,,,,,,0.008310275944621,-0.032959017064432,-0.029045980496484,-0.02898264444567,-0.032959017064432,-0.029045980496484,-0.02898264444567,-163.456924604482,-696.631032155605
281,AJA.BK,2023-12-31,-592.15935,,,0.09015,,,,,,,,,,,,,,,,,,,,,,,-3.92523983435003,-8.48104305972857,,,,,NaN,NaN,NaN,NaN,-11.3441952192764,-11.1238440962716,-0.006044650619423,0.001020781082407,-0.007928447508666,-0.00706543170183,-0.016113981813484,-0.00706543170183,-0.016113981813484,,,,,,,0.008185534304819,-0.032514118427459,-0.028726480067131,-0.032231127263369,-0.032514118427459,-0.028726480067131,-0.032231127263369,73.7615531788848,-164.405133019406
282,AJA.BK,2022-12-31,-47.39401,,,5.37715,,,,,,,,,,,,,,,,,,,,,,,-34.1169463608216,-4.94877608000809,,,,,NaN,NaN,NaN,NaN,-9.95011017072867,-6.76126223360875,-0.023037379691843,0.048608207665882,-0.003444660005666,-0.071645587357725,-0.011382184984019,-0.071645587357725,-0.011382184984019,,,,,,,0.007937524978352,-0.031594808868429,-0.018135652309438,-0.030688021260596,-0.031594808868429,-0.018135652309438,-0.030688021260596,-86.8128926950845,-677.564640322188
283,AJA.BK,2021-12-31,-198.88757,,,1.29035,,,294.383634659399,,,,,,,12.4778272273989,12.4725840843483,76.2018008710286,,,,12.4778272273989,,,,12.4725840843483,,76.2018008710286,-3.04117753829565,-1.07726884796723,,,,,NaN,NaN,NaN,NaN,-9.90683690095294,8.01758475418811,-0.012331793250182,0.006200384198513,0.00367445384229,-0.018532177448696,-0.003016352774308,-0.018532177448696,-0.003016352774308,,,,,,-38.6736788124087,0.006690806616599,-0.031821889443589,0.025784860925799,-0.006518278942437,-0.031821889443589,0.025795700196432,-0.006518278942437,46.1086414613947,171.261637767273
284,AJA.BK,2020-12-31,-2737.50793,,,0.18089,,,,,,,,,,25.0940616729967,25.0814152696681,,,,,24.5322347521808,,,,24.5201481499307,,,-22.3501971833893,-3.92527715903619,,,,,NaN,NaN,NaN,NaN,-10.5102523600287,3.9870158412047,-0.022882691371286,0.000835894978918,-0.006044708097359,-0.023718586350204,-0.007065498886265,-0.023718586350204,-0.007065498886265,,,,,,,0.001020790788906,-0.032624497649021,0.021497357065517,0.003726848162188,-0.032624497649021,0.02150819633615,0.003726848162188,-26.3298713826771,129.671096933103
285,AJA.BK,2019-12-31,-397.4711,,,0.67067,,,,,,,,,,15.62978487448,15.6261342718389,,,,,15.4656758892376,,,,15.4621015362712,,,-12.2072505479346,-4.27705453758626,,,,,4.04706024184525,NaN,4.04706024184525,NaN,-11.1790500621315,6.39953543597906,-0.018113444683222,0.004557172793977,-0.011016082348208,-0.022670617477199,-0.008126403621414,-0.022670617477199,-0.008126403621414,,,,,,,-0.002889678726794,-0.034012254997348,0.046396695275588,-0.012517685168713,-0.034012254997348,0.04640753454622,-0.012517685168713,-138.116153982126,72.818761705596
286,AJA.BK,2018-12-31,2910.09684,,,0.33025,0.03436,9.92576,,,,,4.83846459645503,5.01064601467691,5.01064601467691,,,,5.01064601467691,,,,5.01064601467691,,,,4.83846459645503,,19.9575064187503,-11.8891340294988,,,,,1.55404678330261,1.36755232991448,1.55347774742947,1.36711181678249,-11.9011101309744,-1.92077490240671,0.047521700882297,0.001632993795663,-0.018231359030118,0.045888707086634,-0.020211527850148,0.045888707086634,-0.020211527850148,,,-23.0511624629768,,,,0.00198016882003,-0.035377259568043,-0.02784844676843,0.003778937802309,-0.035377259568043,-0.023999397627417,0.003778937802309,-70.7628848447221,202.964810025871
287,AJA.BK,2017-12-31,1118.81496,0.03334,,1.7716,0.08938,4.74847,,,,,2.93807242899604,3.22763563082228,3.22645378708432,,,,3.22763563082228,,,,3.22645378708432,,,,2.93807242899604,,30.9937803542409,-19.6218927709259,,,,,NaN,NaN,NaN,NaN,-12.4505568295359,,0.16253895307355,0.014527777901928,-0.019914613473305,0.14795697881846,-0.047092542650222,0.148011175171622,-0.047092542650222,,,,,80.9636559065152,,0.027177929176917,-0.036531298632657,-0.040585972852774,-0.022752862011604,-0.036531298632657,-0.036736923711761,-0.022752862011604,691.257175225883,24.7847591596481
288,AJA.BK,2016-12-31,-220.28801,,,2.18188,,,,,,,,,,,,,,,,,,,,,,,-2.35398357678012,-32.331229263163,,,,,16.8484998408338,NaN,16.8484998408338,NaN,-12.208276390253,,-0.027490398405982,0.012479298344124,-0.021831578845369,-0.039969696750106,-0.067895581452642,-0.039969696750106,-0.067895581452642,,,,,,,0.046064002607273,-0.035178172542352,-0.08204834468678,-0.030799283803047,-0.035178172542352,-0.078210134816399,-0.030799283803047,-126.356955757883,13.1302071906169
289,AJA.BK,2015-12-31,2961.18526,0.0,,0.90089,0.03377,3.25937,,,,,9.92033347727663,10.2670545933467,10.2670545933467,,,,10.2670545933467,,,,10.2670545933467,,,,9.92033347727663,,9.73989171780607,-27.9536693032113,,,,,NaN,NaN,NaN,NaN,-10.9774652383933,,0.104300354936706,0.003522250236557,-0.02250396659568,0.100778104700149,-0.078270274048992,0.100778104700149,-0.078270274048992,,,131.790186654454,,,,0.055766307453311,-0.031409425487369,-0.076245028768075,-0.060898634589654,-0.031409425487369,-0.072406818897694,-0.060898634589654,129.373158138415,-1030.60877200457
290,AJA.BK,2014-12-31,-1810.0099,,,3.26595,,,,,,,,,,,,,,,,,,,,,,,-13.348082686763,-20.9322275429525,,,,,NaN,NaN,NaN,NaN,-9.75627081001338,,-0.35508730264962,0.019617975695763,-0.014012007874081,-0.393896327697288,-0.066983128137448,-0.374705278345384,-0.066983128137448,,,,,,,0.052971120263367,-0.026789202463312,-0.11555988134761,-0.100672434698706,-0.026789202463312,-0.11172167147723,-0.100672434698706,-5003.28565354102,67.3113079454826
291,AJA.BK,2013-12-31,-64.18293,,,1.98461,,,,,,,,,,,,,,,,,,,,,,,,-8.36629566344995,,,,,NaN,NaN,NaN,NaN,-8.03066317107541,,-0.00695801345949,0.010840909875596,-0.017024110315858,-0.017798923335086,-0.04517799658263,-0.017798923335086,-0.04517799658263,,,,,,,0.028153886266772,-0.021152283293744,-0.034209791616848,-0.103843156565543,-0.021152283293744,-0.034209791616848,-0.103843156565543,-183.077728534768,-98.337604441532
292,AJA.BK,2012-12-31,12.36569,,,22.60604,8.08689,27.64866,,,,,,,,,,,,,,,,,,,,,,-3.09069890847374,,,,,NaN,NaN,NaN,NaN,-5.99662816571691,,0.008375305370294,0.067730185721864,-0.012532599448049,-0.05935488035157,-0.018833948327931,-0.05935488035157,-0.018833948327931,,,-20.4765308611523,,,,0.006301348879882,-0.013980131999725,,-0.039700682149193,-0.013980131999725,,-0.039700682149193,196.670175421274,-242.684041508111
293,AJA.BK,2011-12-31,-378.44358,,,0.5877,,,,,,,,,,,,,,,,,,,,,,,,-0.905910652087745,,,,,NaN,NaN,NaN,NaN,-4.26105455823966,,-0.008663794530004,0.002289322626578,-0.004648063187262,-0.010953117156582,-0.005082267105126,-0.010953117156582,-0.005082267105126,,,,,,,0.000434203917864,-0.008586577381845,,-0.003599147760918,-0.008586577381845,,-0.003599147760918,90.414203288809,90.785719560523
294,AJA.BK,2010-12-31,-1669.22663,,,1.08646,,,,,,,,,,,,,,,31.3782372913719,,,,31.3540321952387,,,,,-5.14578281637936,31.3782372913719,,31.3540321952387,,NaN,NaN,NaN,NaN,3.18938244935481,,-0.09038158007137,0.005414578126156,-0.01341408468903,-0.095796158197526,-0.014107151885936,-0.095796158197526,-0.014107151885936,,,,,,,0.000693067196906,0.005848112979369,,-0.01336001240357,0.005852627682166,,-0.01336001240357,-642.706760082637,-94.6975819087278
295,AJA.BK,2009-12-31,438.29029,,,0.56188,0.22816,33.23013,,,,,,,,,,,,,9.04099504084916,,,,9.03715954175291,,,,,-8.41268763866294,9.04099504084916,,9.03715954175291,,NaN,NaN,NaN,NaN,11.0654237692702,,0.016653851899248,0.003799730942727,-0.011820424472656,0.012854120956522,-0.012647651239496,0.012854120956522,-0.012647651239496,,,,,,,0.000827226766839,0.021274983224042,,-0.015393274041696,0.021284012629637,,-0.015393274041696,,74.925838946913
296,AJA.BK,2008-12-31,,,,,,,,,,,,,,,,,,,6.57984583487818,,,,6.57717686025118,,,,,-22.3501978580654,6.57984583487818,,6.57717686025118,,NaN,NaN,NaN,NaN,15.2040916832182,,,,-0.022882692062037,,-0.023718587066187,,-0.023718587066187,,,,,,,0.00083589500415,0.033376861439619,,0.01195104546007,0.033390405548011,,0.01195104546007,,-3.80528255842848
297,AJA.BK,2007-12-31,,,,,,,,,,,,,,,,,,,5.25482649336326,,,,5.25283692913855,,,,,-23.0926148370986,5.25482649336326,,5.25283692913855,,NaN,NaN,NaN,NaN,19.0373318930347,,,,-0.022758250729155,,-0.024506458469762,,-0.024506458469762,,,,,,,0.001748207740607,0.047683210228513,,-0.039146100798104,0.047701270718581,,-0.039146100798104,,13.8736907049141
298,AJA.BK,2006-12-31,,,,,,,,,,,,,,,,,,,6.22566230730151,,,,6.22335209075037,,,,,-27.5099859689019,6.22566230730151,,6.22335209075037,,NaN,NaN,NaN,NaN,16.0685107546185,,,,-0.030122374669057,,-0.034059996625508,,-0.034059996625508,,,,,,,0.003937621956451,0.04865205756245,,-0.007590298629414,0.048670118052519,,-0.007590298629414,,-191.729984364782
299,AJA.BK,2005-12-31,,,,,,,,,,,,,,,,,,,7.98961080216266,,,,7.98657437046938,,,,,-17.4449518549696,7.98961080216266,,7.98657437046938,,NaN,NaN,NaN,NaN,12.5210128099168,,,,-0.02661082581643,,-0.030855029566567,,-0.030855029566567,,,,,,,0.004244203750137,0.047503603462626,,-0.059316007245626,0.047521663952695,,-0.059316007245626,,-135.591322052898
300,WORLD.BK^I24,2023-12-31,-740.38414,,,6.24656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,,,-0.046530834388019,0.006284688139728,-0.069313587142477,-0.052815522527747,-0.076051643482603,-0.052815522527747,-0.076051643482603,,,,,,,,,,-0.129134932613718,,,-0.129134932613718,-374.795627892236,-1601.8544745594
301,WORLD.BK^I24,2022-12-31,361.43021,,,38.11481,0.27668,0.72591,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57288412209227,NaN,8.57288412209227,NaN,,,0.01693288744982,0.004684967321118,-0.034771961192941,0.012247920128702,-0.041346212268193,0.012247920128702,-0.041346212268193,-9.13959898738361,,,,-13.0112703291599,,,,,-0.046123488095633,,,-0.046123488095633,-78.1821571682296,50.9153293160119
302,WORLD.BK^I24,2021-12-31,313.24932,,,201.55566,0.31923,0.15839,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98734180371229,18.2567398012755,1.98734180371229,18.2567398012755,,,0.077610273299627,0.024775879234216,-0.046530834388019,0.052834394065411,-0.052815522527747,0.052834394065411,-0.052815522527747,-10.2411846697969,,,,17.9925220063576,,0.006284688139728,,,-0.004283405825667,,,-0.004283405825667,1053.88783396981,166.360848051209
303,WORLD.BK^I24,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,2.44987732039266,NaN,2.44987732039266,,,-0.008136205383461,,-0.047710142474375,-0.008136205383461,-0.052444755283837,-0.008136205383461,-0.052444755283837,,,,,,,0.004734612809462,,,-0.122184802499222,,,-0.122184802499222,,-252.378334503844
304,WORLD.BK^I24,2019-05-31,-8431.34049,,,3.77928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,,,-0.035007122553796,0.000415202334431,-0.004543580238618,-0.035422324888227,-0.0066599593031,-0.035422324888227,-0.0066599593031,,,,,,,,,0.000462575477226,0.008555093399974,,0.000462575477226,0.008555093399974,-202.977024037868,315.394315910776
305,WORLD.BK^I24,2018-05-31,260.67385,,,6.19481,0.38362,6.19262,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01101250553384,1.79192993182381,5.01101250553384,1.79192993182381,,,0.033995080825916,0.013041231701803,-0.007701051031173,0.020953849124113,-0.011197298960029,0.020953849124113,-0.011197298960029,-0.101580680897617,,-12.4423865899321,,-5.09560832291511,,,,0.013787650659249,-0.091626729886254,,0.013787650659249,-0.091626729886254,0.177291421667701,-1600.66459327268
306,WORLD.BK^I24,2017-05-31,75.98889,,,4.99052,1.31598,26.36962,0.725908269152341,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,,,0.033934917128896,0.044657732770003,0.01693288744982,-0.010722815641107,0.012247920128702,-0.010722815641107,0.012247920128702,,,-12.5247059579006,,-31.7190208965327,-21.1010201679082,0.004684967321118,,0.012135293963555,-0.002812427086243,,0.012135293963555,-0.002812427086243,122.267766418993,90.1618890502887
307,WORLD.BK^I24,2016-05-31,62.49684,,,3.1725,1.60008,50.43603,1.17804521724807,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,,,0.015267583633754,0.024429367899284,0.010436267862228,-0.00916178426553,0.005751300678156,-0.00916178426553,0.005751300678156,-19.4201382801997,,-29.8121521229386,,0.888822224276664,-3.94207219527619,0.004684967184071,,0.051263644479164,0.049270804232264,,0.051263644479164,0.049270804232264,-69.8535640238322,438.332709502463
308,WORLD.BK^I24,2015-05-31,362.29713,,,1.77271,0.27602,15.57034,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8636920970557,3.24610150874139,2.8636920970557,3.24610150874139,,,0.050644738389054,0.013978785332174,-0.011722993824738,0.036665953056879,-0.014291582081375,0.036665953056879,-0.014291582081375,-8.62257089088502,,-39.4944221440161,,-7.77242278292088,,0.002568588256637,,0.055211333464402,-0.009446308499801,,0.055211333464402,-0.009446308499801,-0.104995186592706,-101.115046454874
309,WORLD.BK^I24,2014-05-31,260.05736,,,1.99494,0.38453,19.27534,0.155479586587611,,,,,,,,,,,,,,,,,,,,,,,,,,3.36505554941863,3.05487152636335,3.36505554941863,3.05487152636335,,,0.050697968816011,0.019494917794122,0.079060795070755,0.031203051021889,,0.031203051021889,,-7.47930639726966,,51.4067268753844,,11.4573974281815,18.4582328195289,,,0.06256939690708,0.001389628454906,,0.06256939690708,0.001389628454906,14.8169564987445,1639.74626319964
310,WORLD.BK^I24,2013-05-31,,,,,,,0.15838529495588,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,,,,,0.077610273299627,,0.052834394065411,,0.052834394065411,,,,,,7.94096413556609,0.024775879234216,,,-0.028587058601993,,,-0.028587058601993,,58.060248949935
311,WORLD.BK^I24,2012-12-31,140.33913,,,0.64622,0.71256,110.26537,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567816372618496,NaN,0.567816372618496,NaN,,,0.044155471771772,0.031463406126126,,0.012692065645646,0.042859288963568,0.012692065645646,0.042859288963568,-16.8266418463319,,-16.5195594176931,,5.15524103891234,,,,0.062080738654655,,,0.062080738654655,,-80.6875916299587,
312,WORLD.BK^I24,2011-12-31,522.97258,,,1.05239,0.19121,18.16951,0.138901002549172,,,,,,,,,,,,,,,,,,,,,,,,,,9.92751903164877,NaN,9.92751903164877,NaN,,,0.228637831831832,0.043718894894895,0.0884177018683,0.184918936936937,0.063641822634084,0.184918936936937,0.063641822634084,-0.129504735252872,,97.9553943313173,14.6938555018816,,16.4419485935931,,,0.065969352552552,0.257907378042187,,0.065969352552552,0.257907378042187,1465.28363936001,5918.2862064577
313,WORLD.BK^I24,2010-12-31,362.43916,,,0.09758,0.27591,282.73839,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42942188071447,NaN,1.42942188071447,NaN,,,0.014606798798799,0.004030138138138,-0.002908080505273,0.010576660660661,,0.010576660660661,,-13.287953706779,,-24.7958665658097,,-35.6408968641948,,,,,,,,,-80.7546986761195,101.721126575939
314,WORLD.BK^I24,2009-12-31,3108.37023,,,0.04871,0.03217,66.04438,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65093453064634,NaN,3.65093453064634,NaN,,,0.075898,0.00244172972973,-0.008136205383461,0.07345627027027,-0.008136205383461,0.07345627027027,-0.008136205383461,37.1632433843544,,,,-9.46488238612133,,,,,-0.068162203843002,,,-0.068162203843002,157.504167091187,
315,WORLD.BK^I24,2008-12-31,4123.94958,,,0.00875,0.02425,277.05553,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26745164003365,NaN,3.26745164003365,NaN,,,0.029474474474474,0.000714714714715,,0.02875975975976,,0.02875975975976,,-24.7589065628625,,-39.3756660619433,,-23.1986486114925,,,,,0.06239588353859,,,0.06239588353859,-14.1745365512417,
316,WORLD.BK^I24,2007-12-31,1555.91837,,,0.02397,0.06427,268.08325,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,,,0.034342342342342,0.002207207207207,,0.032135135135135,,0.032135135135135,,-18.165886635626,,-34.9528443603444,,-34.2133835821037,,,,,-0.006122128978087,,,-0.006122128978087,,91.383051123948
317,WORLD.BK^I24,2006-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943226733740568,NaN,0.943226733740568,NaN,,,,,-0.005139664742392,,-0.005139664742392,,-0.005139664742392,,,,,,,,,,-0.02039106120623,,,-0.02039106120623,,70.9223241905379
