,Instrument,Date,Cash Flow from Operations Pct of Capital Expenditures,Dividends Percentage of Cash Flow from Operations,"Cash Flow from Operations Pct of Capital Expenditures, TTM",CAPEX to Depreciation & Amortization,CAPEX to Cash Flow from Operations,Depreciation & Depletion Pct of Cash Flow from Ops,"Depreciation & Depletion Pct of Cash Flow from Ops, TTM","Dividends Percentage of Cash Flow from Operations, 3 Yr Avg","Dividends Percentage of Cash Flow from Operations, 5 Yr Avg","Dividends Percentage of Cash Flow from Operations, TTM",Price to Cash Flow from Operations per Share,Price to FCF Net of Dividends per Share,Price to FCF per Share,"Price to FCF Net of Dividends per Share, 5 Yr Avg","Price to FCF per Share, 5 Yr Avg","Price to Cash Flow from Operations per Share, TTM",Price to FCF Net of Dividends per Share - Issue,"Price to FCF Net of Dividends per Share - Issue, TTM","Price to FCF Net of Dividends per Share - Issue, 3 Yr Avg","Price to FCF Net of Dividends per Share - Issue, 5 Yr Avg",Price to FCF per Share - Issue,"Price to FCF per Share - Issue, TTM","Price to FCF per Share - Issue, 3 Yr Avg","Price to FCF per Share - Issue, 5 Yr Avg",Price to Cash Flow from Operations per Share - Issue,"Price to Cash Flow from Operations per Share - Issue, TTM",Free Cash Flow Yield - %,"Free Cash Flow Yield - %, TTM","Price to FCF Net of Dividends per Share, 3 Yr Avg","Price to FCF Net of Dividends per Share, TTM","Price to FCF per Share, 3 Yr Avg","Price to FCF per Share, TTM",Curr Price to FCF Net of Dividends per Share,"Curr Price to FCF Net of Dividends per Share, TTM",Curr Price to FCF per Share,"Curr Price to FCF per Share, TTM","Free Cash Flow Yield - %, 3 Yr Avg","Free Cash Flow Yield - %, 5 Yr Avg",Cash Flow from Operations per Share,Capital Expenditures - Total per Share,"Cash Flow from Operations per Share, TTM",Free Cash Flow Net of Dividends per Share,"Free Cash Flow Net of Dividends per Share, TTM",Free Cash Flow per Share,"Free Cash Flow per Share, TTM","Cash Flow from Operations per Share, 10 Yr CAGR","Cash Flow from Operations per Share, 10 Yr Interim CAGR","Cash Flow from Operations per Share, 3 Yr CAGR","Cash Flow from Operations per Share, 3 Yr Interim CAGR","Cash Flow from Operations per Share, 5 Yr CAGR","Cash Flow from Operations per Share, 5 Yr Interim CAGR","Capital Expenditures - Total per Share, TTM","Free Cash Flow Net of Dividends per Share, 3 Yr Avg","Free Cash Flow Net of Dividends per Share, 5 Yr Avg","Free Cash Flow Net of Dividends per Share, Annualized","Free Cash Flow per Share, 3 Yr Avg","Free Cash Flow per Share, 5 Yr Avg","Free Cash Flow per Share, Annualized","Cash Flow from Operations per Share, PoP % Chg","Cash Flow from Operations per Share, YoY % Chg"
547,SAM.BK,2017-12-31,-113.84064,,,0.7468,,,,0.002695440123571,39.7067485038086,,,,,168.263829573789,21.0528502183788,,,,36.4960044598397,168.263829573789,,,36.4616463388664,21.0528502183788,,,-11.4394008814608,-7.9201092689025,36.4960044598397,,36.4616463388664,,5.38794496334498,NaN,5.38792476230631,NaN,2.74260791930848,4.74995066999059,-0.060290036955414,0.052960031771048,-0.009162273792999,-0.113250068726462,-0.054802560998313,-0.113250068726462,-0.054648753955427,,,,,,,0.045486480162428,0.022902050394396,0.008248950493495,-0.077885780692545,0.02292363119222,0.065929315299469,-0.077288618933335,-127.707638922492,-90.5611378054667
548,SAM.BK,2016-12-31,642.82949,0.00032,,0.44915,0.15556,34.37262,33.7788666721382,25.8882758746691,25.9697771514814,0.001648184727253,7.35315891558858,8.70778983974947,8.70775719160615,15.7409998549369,9.77581459224152,3.75776443357544,8.70778983974947,3.92011159369263,30.7496560940585,15.7409998549369,8.70775719160615,3.92004419278773,30.7392115930846,9.77581459224152,7.35315891558858,3.75776443357544,11.4840133687231,25.5099164912437,30.7496560940585,3.92011159369263,30.7392115930846,3.92004419278773,NaN,19.015293506824,NaN,19.0151378218317,3.25317387198366,10.2293265749295,0.217593556506446,0.033849342606876,0.199586752511357,0.183743524986822,0.191321084125955,0.18374421389957,0.191324373684328,,-4.64263866356187,-18.3846933393896,,62.8889969948924,,0.008262378827029,0.025908148833593,0.09453020860891,0.455372501779305,0.025916951846803,0.152212379434951,0.455372501779305,677.251657355946,193.554914022513
549,SAM.BK,2015-12-31,65.63301,0.01538,,0.47626,1.52362,318.0269,,50.7283839101201,31.622264904629,,34.2915297236572,,,26.3303949992617,12.203456133783,,,,140.060531910843,27.5511783863506,,,139.841157150041,12.4593206847532,34.2915297236572,,-1.52697629138416,-6.1759113316764,140.060531910843,,139.841157150041,,NaN,18.1679646171348,16.960332317813,18.1664813553074,0.715097057532969,8.19439992275373,0.027995251531101,0.042654223928389,-0.04416535999294,-0.014663278101964,-0.050645762478119,-0.014658972397288,-0.050642472919746,-25.3903671119963,,-57.9305946980186,,-16.472812062547,,0.006477112926806,0.005461924137822,0.049828344771766,-0.119428502908116,0.005470492490127,0.107510526986529,-0.119428502908116,-80.0626308799005,-156.766026870218
550,SAM.BK,2014-12-31,167.53422,71.16355,,0.8573,0.59689,69.53876,175.657191860217,33.3731981159003,30.176277853068,,14.6706952576504,,36.3940464319737,22.3301421052755,11.1388367529725,24.5476811938963,,29.8886620969724,59.4211637052839,22.6925055790648,36.3940464319737,29.8631420115273,59.3812098912095,11.2282627976763,14.6706952576504,24.5476811938963,2.74770216021228,3.3486094651862,59.4211637052839,29.8886620969724,59.3812098912095,29.8631420115273,71.6848405270476,18.8832968059501,9.48396462953815,9.85655073256641,1.68403439713012,8.97759812965335,0.140415976463403,0.08381331196303,0.038292822551147,-0.043322324383231,0.031450052764162,0.056602664500373,0.03147692897275,,-3.8783638300795,94.8691450380467,-29.0470997573743,,-14.7601278450435,0.006815893578397,0.012327257736537,0.057411188605787,-0.475481422139342,0.012335551958978,0.115092808022156,-0.47546837117406,-64.9179192304032,-5837.65987430344
551,SAM.BK,2013-12-31,218.66664,47.08855,,2.01303,0.45732,22.64908,42.4017951235517,25.3210526979871,28.335713258107,,3.32292439925628,46.2819601461036,6.12314221227463,34.0778582988538,15.3092926614244,7.15885846368125,46.2819601461036,7.47461588675454,44.4114256738754,52.3237668762142,6.12314221227463,7.47346011516165,44.3942704082887,18.1525868053166,3.32292439925628,7.15885846368125,16.3314841519665,13.3806829044457,44.4114256738754,7.47461588675454,44.3942704082887,7.47346011516165,4.18033628971269,NaN,4.18021764427326,27.5420022019961,2.25254293133578,6.53198042597848,0.400249852298077,0.183041113076923,0.159243265638442,0.028736898692308,0.152516198460465,0.217208739221154,0.152539785110681,,1.16962398728808,79.8023524975337,3.64582951939008,11.7527099584723,17.1373704887564,0.006703480527761,0.015667890025486,0.030753106336945,0.898583028767868,0.015673944563878,0.068455154864255,0.898583028767868,6.450063516139,744.800922770469
552,SAM.BK,2012-12-31,650.14951,0.0024,,0.56505,0.15381,27.0955,,0.002433808267788,16.232642898433,,3.96278958576418,4.68323388847512,4.68310096990012,20.8842661683599,14.9318594838819,,4.68323388847512,,68.2357025910014,27.3982489584797,4.68310096990012,,68.2060446848248,17.9893734950435,3.96278958576418,,21.3533726141576,-3.99104087056586,68.2357025910014,,68.2060446848248,,NaN,18.2271503652901,NaN,18.2253919750908,1.46614571277506,6.69708954252781,0.375997758082497,0.05783250613155,-0.043977655036554,0.318156221850613,-0.047117868922893,0.318165251950948,-0.047094282272677,,,,,,,0.003116627236124,0.009403679339433,0.045105726598484,-0.504604661378164,0.00940776832364,0.063086583490612,-0.504604661378164,1881.51776480261,-154.13979625718
553,SAM.BK,2011-12-31,32.30362,0.00393,,0.40834,3.09563,755.83489,211.949905669046,,,,37.9441834423078,,,,,38.5760654728525,,46.8431750992705,26.0864371182747,,,46.8018070349727,26.0839531161951,,29.6993456287977,38.5760654728525,-5.52292338090853,2.13666963596673,26.0864371182747,46.8431750992705,26.0839531161951,46.8018070349727,30.9664885343756,13.7686915148901,30.9645019420531,13.7684951328161,3.83377471790928,-4.67481546692065,0.018975240331492,0.058740288674033,0.032403511988014,-0.039765794198895,0.026684783799369,-0.039765048342541,0.026708370449584,,-11.9039065885128,-56.4439179469648,-22.762137856304,,-22.8421622331504,0.00569514153843,0.02229766617915,-0.066503635418698,0.206277720607456,0.022299789609172,-0.048524584546636,0.20637129807842,-72.4423478554527,1064.49862873861
554,SAM.BK,2010-12-31,150.98761,0.00217,,0.31592,0.66231,208.8041,,67.6618916051494,,,11.7635918423851,34.8372996011726,34.8350646848097,,,,27.2667630395918,,31.5917118919167,,27.2650137956614,,31.5914192027193,,9.20723118418727,,2.87067071368483,-2.45685959225982,31.5917118919167,,31.5914192027193,,NaN,NaN,NaN,NaN,3.16541651257605,-5.5797463741649,0.068856520257827,0.04560408747698,-0.025649572342629,0.02325094106814,-0.03243054661783,0.023252432780847,-0.03243054661783,,,,,-33.3558634363332,,0.006780974275201,0.017040334350196,-0.120088260348009,0.004835351547077,0.017040492226034,-0.102109358647218,0.004835351547077,147.620450479023,-92.5456196264076
555,SAM.BK,2009-12-31,-451.98234,,,0.21787,,,96772.5505155215,,,,,,,,,9462.82958040939,,,42.953081111652,,,,42.9524795178624,,,9462.82958040939,-19.841078796532,-0.883713062950494,42.953081111652,,42.9524795178624,,8.85572139303483,4.18104872788274,4.67520749516412,4.17287792674577,2.32815430267334,-4.32629528161298,-0.144594432780847,0.031991168508287,7.2916879052e-05,-0.17661273572744,-0.006097620134358,-0.176585601289134,-0.006097620134358,,-52.7219722994069,,-78.6324179137553,,-76.7237109157034,0.00617053701341,0.011271989206272,-0.115233721288909,0.106556565779546,0.01127214708211,-0.09725511793066,0.106556565779546,-162.966667450712,-47.7323424011453
556,SAM.BK,2008-12-31,584.75434,39.13398,,0.21981,0.17101,77.5087,286.178900076544,,,0.0,3.48376718188851,7.96019900497512,4.2024337035183,,,18.8070602395164,7.96019900497512,37.7365414663593,83.6423767652033,,4.2024337035183,37.7365414663593,83.6401567099315,,3.48376718188851,18.8070602395164,23.7957352941176,2.6499513764171,83.6423767652033,37.7365414663593,83.6401567099315,37.7365414663593,NaN,NaN,NaN,NaN,1.19559795119473,-7.70793506718739,0.229636470588235,0.039270588235294,0.024990614908143,0.1005,0.01245477146916,0.190365882352941,0.01245477146916,,-10.1418963804679,-24.0312162608113,,,-2.24510497372069,0.012535843438982,0.005947941931356,-0.240115865106929,-0.211800658730062,0.005948099807194,-0.222142688636341,-0.211800658730062,213.263198208131,-1074.63106691245
557,SAM.BK,2007-12-31,-545.82713,,,0.19686,,,102.923895263764,,,,,,,,,5.11907711131723,,6.37550872223909,,,,6.37545524604772,,,,5.11907711131723,-12.1771872200657,15.6851544149717,,6.37550872223909,,6.37545524604772,NaN,NaN,NaN,NaN,-0.837097727415982,,-0.202745882352941,0.037144705882353,0.070325176232277,-0.239890588235294,0.056466082266384,-0.239890588235294,0.056466555893898,,,,42.90284030589,,-11.2542220426382,0.013858620338379,-0.00452746141828,-0.446917365106929,-0.028255927243384,-0.004527303542441,-0.446917365106929,-0.028255927243384,-0.561433712094929,91.8258627518157
558,SAM.BK,2006-12-31,-190.06742,,,0.49404,,,799.402617875508,,,,,,,,,46.3501082709353,,,,,,,,,,46.3501082709353,-6.57454954797967,-1.18417508898143,,,,,98.4773127247685,19.2999700696561,98.4773127247685,19.2999700696561,-1.76797737220087,,-0.201613953648869,0.106074965196579,0.009061467506072,-0.307688918845448,-0.004974009001236,-0.307688918845448,-0.004973535373722,,,,-52.6014522442527,,-48.1089017278993,0.014035002879794,-0.010711114653462,,0.109308375095631,-0.010710996246584,,0.109308375095631,-138.49330874679,67.1384604623863
559,SAM.BK,2005-12-31,109.97893,,,3.16592,0.90927,28.65623,,,,,5.53684868261187,61.0222664320147,61.0222664320147,,,,61.0222664320147,,,,61.0222664320147,,,,5.53684868261187,,1.6387460815047,-8.51313913655902,,,,,NaN,NaN,NaN,NaN,-0.912887525087969,,0.523763636363636,0.47624,-0.002103362300574,0.047523636363636,-0.018729379727944,0.047523636363636,-0.01872890610043,,,,,,,0.016625543799856,-0.006169734537701,,0.180161162902202,-0.006169598190386,,0.180161162902202,628.353845151185,115.716046602904
560,PRECHA.BK,2024-12-31,-24750.4446,,,0.11946,,,,,,,,,,,,,,,,,,,,,,,-40.7700290854978,-40.7700290854978,,,,,NaN,NaN,NaN,NaN,-11.2806569695071,-9.52951989129126,-0.401999078422619,0.00162420952381,-0.401999078422619,-0.403623287946429,-0.403623287946429,-0.403623287946429,-0.403623287946429,,,,,,,0.00162420952381,-0.133957801512897,-0.113020105910714,-0.454991590118724,-0.133957801512897,-0.113020105910714,-0.454991590118724,-142.394271657505,50.5795340602405
561,PRECHA.BK,2023-12-31,-15162.85891,,,0.03297,,,,,,,,,,,,,,,,,,,,,,,-18.3449321003401,-44.1072599853713,,,,,8.62105691131791,3.60580286355009,8.62105691131791,3.60580286355009,-8.76243322510823,-2.72228450752191,-0.165845123184524,0.001093758928571,-0.519092146994048,-0.166938882113095,-0.520465667827381,-0.166938882113095,-0.520465667827381,,,,,,,0.001373520833333,-0.110844780297619,-0.032830751160714,-0.537534290890269,-0.110844780297619,-0.032830751160714,-0.537534290890269,-256.474129454424,-287.305453494613
562,PRECHA.BK,2022-12-31,24458.46038,,,0.01175,0.00409,34.7862,,,,,11.888043454447,11.9368480310556,11.9368480310556,76.9649194688058,76.9649194688058,,11.9368480310556,,,76.9649194688058,11.9368480310556,,,76.9649194688058,11.888043454447,,8.37742088529856,-27.9611671954719,,,,,NaN,NaN,NaN,NaN,-4.79709682296594,1.29929324541852,0.105988845416667,0.000433342261905,-0.311967146994048,0.105555503154762,-0.313165072589286,0.105555503154762,-0.313165072589286,,,,,27.2436971874819,,0.001197925595238,-0.060363468355655,0.017488487083333,-0.321453157349896,-0.060363468355655,0.017488487083333,-0.321453157349896,184.615364349776,-3440.93711467324
563,PRECHA.BK,2021-12-31,-12433.2208,,,0.02679,,,,,,,,,,559.765086027529,559.765086027529,,,,,559.765086027529,,,,559.765086027529,,,-6.57640798766121,-21.304415892306,,,,,73.3575622517923,22.5061341146728,73.3575622517923,22.5061341146728,-2.28931574348017,0.17864636880029,-0.125259574583333,0.001007458779762,-0.228913575565476,-0.126267033363095,-0.230087691636905,-0.126267033363095,-0.230087691636905,,,,,,,0.001174116071429,-0.029017077048611,0.002579653565476,-0.28735248447205,-0.029017077048611,0.002579653565476,-0.28735248447205,-574.996857974119,-712.781701984527
564,PRECHA.BK,2020-12-31,13356.23358,,,0.00522,0.00749,143.5123,,,,,32.2328517098223,32.4760041218872,32.4760041218872,43.9926043178968,43.9926043178968,,32.4760041218872,,,43.9926043178968,32.4760041218872,,,43.9926043178968,32.2328517098223,,3.07919655462185,-18.3449321003401,,,,,NaN,NaN,NaN,NaN,-0.418528332056165,2.27310934532054,0.026370611190476,0.00019744047619,-0.165845123184524,0.026173170714286,-0.166938882113095,0.026173170714286,-0.166938882113095,-27.0749761281768,,-6.02468058126937,,-34.2604423572003,,0.001093758928571,-0.00536413812252,0.032823698946429,-0.918559769744759,-0.00536413812252,0.032823698946429,-0.918559769744759,1307.06434617446,-223.279844444694
565,PRECHA.BK,2019-12-31,-444.20114,,,0.01499,,,14.5274173963288,,,,,,,24.2193613183352,24.2193613183352,4.10346730955799,,4.12091755834296,118.997319861115,24.2193613183352,,4.12091755834296,118.997319861115,24.2193613183352,,4.10346730955799,-0.245551761140236,24.2664403216575,118.997319861115,4.12091755834296,118.997319861115,4.12091755834296,12.8754387718666,NaN,12.8754387718666,NaN,0.840355061077956,4.12892803759839,-0.002184689761905,0.000491824434524,0.253444202559524,-0.002676514196429,0.252370979345238,-0.002676514196429,0.252370979345238,,-8.2162856645127,,,,19.8717657463062,0.001073223214286,0.010728532946429,0.070439512321429,0.284908288043478,0.010728532946429,0.070439512321429,0.284908288043478,-102.566442449136,634.134509371555
566,PRECHA.BK,2018-12-31,18192.64221,,,0.01422,0.0055,38.64606,21.9473645445361,,,,18.9133139869995,19.0178499290873,19.0178499290873,37.0532477376483,31.1923122707251,4.76602065066464,19.0178499290873,4.79403749633528,,37.0532477376483,19.0178499290873,4.79403749633528,,31.1923122707251,18.9133139869995,4.76602065066464,5.25821795696539,20.8592444419643,,4.79403749633528,,4.79403749633528,51.916499906968,15.8134708505453,51.916499906968,15.8134708505453,-1.00040297402955,3.20591814842316,0.085125219255952,0.00046791014881,0.167854916845238,0.084657309107143,0.166873955535714,0.084657309107143,0.166873955535714,,7.84799520716708,-26.5445576588462,,4.1619710374238,13.1631440318909,0.000980961309524,-0.012630087547123,0.053220705886905,0.008147321428571,-0.012630087547123,0.063220705886905,0.008147321428571,167.904173728244,105.554033694015
567,PRECHA.BK,2017-12-31,4163.50444,,,0.0232,0.02402,103.51042,30.2080547200929,,,,55.0756060451079,56.4309781597479,56.4309781597479,47.0953417038686,31.3423400923561,9.34557274081235,56.4309781597479,9.40375862703588,,47.0953417038686,56.4309781597479,9.40375862703588,,31.3423400923561,55.0756060451079,9.34557274081235,1.77207631802721,10.6340458072264,,9.40375862703588,,9.40375862703588,70.1313039181883,13.1967949743933,70.1313039181883,13.1967949743933,-2.20418443058416,3.19057223249225,0.031774502827381,0.000763167261905,0.121982893035714,0.031011335565476,0.121228122202381,0.031011335565476,0.121228122202381,,,,,,15.5428075337365,0.000754770833333,-0.028029878675595,0.039791621255952,-0.036816446687371,-0.028029878675595,0.059791323636905,-0.036816446687371,11.7735381468025,64.3824128429376
568,PRECHA.BK,2016-12-31,818.20601,,,0.10585,0.12222,115.46371,34.7862006287282,,,,67.5400633041313,76.9440591559552,76.9440591559552,113.475377351004,38.7310272217131,11.888043454447,76.9440591559552,11.9368480310556,,113.475377351004,76.9440591559552,11.9368480310556,,38.7310272217131,67.5400633041313,11.888043454447,1.29964549696181,8.37742088529856,,11.9368480310556,,11.9368480310556,8.96139999097966,NaN,8.96139999097966,NaN,-3.21961702929465,2.5819093159486,0.028427571815476,0.00347437827381,0.105988845416667,0.024953193541667,0.105555503154762,0.024953193541667,0.105555503154762,,,-25.7421297052742,,-45.8868720629273,27.2436971874819,0.000433342261905,-0.039306157899306,0.015545222595238,0.745015266139363,-0.039306157899306,0.045544880333333,0.745015266139363,-86.7641006223391,228.712128837545
569,PRECHA.BK,2015-12-31,40984.8128,0.0,,0.01454,0.00244,16.78,,40.3502429429109,24.3461754185691,,10.0569766708612,10.0815749898521,10.0815749898521,13.1222400270831,9.86548504470685,,10.0815749898521,,,13.1222400270831,10.0815749898521,,,9.86548504470685,10.0569766708612,,9.91908507357804,-16.5535980007764,,,,,NaN,9.17335451116284,NaN,9.1732385646111,-4.00487508385951,10.1363490539832,0.214776276279762,0.000524038690476,-0.227694098392857,0.214252237589286,-0.228439652410714,0.214252237589286,-0.228439652410714,-7.40054312795806,,,,-19.1041239492055,,0.000745554017857,-0.048325492678571,0.121168336863095,-0.054291860766046,-0.048325492678571,0.161167949958333,-0.054291860766046,690.459859935405,-465.461346633416
570,PRECHA.BK,2014-12-31,-1518.04263,,,0.06794,,,,,26.0871775589397,,,,,7.91829512477926,5.82261950179882,,,,,7.91829512477926,,,,5.82261950179882,,,-1.60208869293585,-14.3883481571271,,,,,138.191854753997,NaN,35.8463299997269,NaN,-2.47336590788138,17.1744006231399,-0.036374407619048,0.00239613875,-0.216583979345238,-0.088770546369048,-0.217264057172619,-0.038770546369048,-0.217264057172619,,,,,,,0.000680077827381,-0.029968950250496,0.177816054821429,-0.172947560817805,-0.029968950250496,0.24181556077381,-0.172947560817805,-152.394250557248,-15634.0425531915
571,PRECHA.BK,2013-12-31,3627.13747,72.01862,,0.05444,0.02757,50.64102,,23.3251477429238,,,16.1326505269021,63.9565608778832,16.590037024667,2.74569202158357,2.44641761183513,,63.9565608778832,,,2.74569202158357,16.590037024667,,,2.44641761183513,16.1326505269021,,6.02771409438776,-9.43140579871894,,,,,NaN,2.05253670372456,NaN,1.88024825192672,-0.548573482429423,40.8760955268741,0.069424425833333,0.00191402797619,-0.172845884107143,0.017511885952381,-0.173537866696429,0.067510397857143,-0.173537866696429,-10.6870774280384,,-51.7993790003606,,,,0.000691982589286,-0.00664688202877,0.441418771833333,-0.09899585921325,-0.00664688202877,0.495418277785714,-0.09899585921325,277.920487187099,-209.225333682282
572,PRECHA.BK,2012-12-31,-3249.04888,,,0.03363,,,,18.4316027397383,,,,,,2.51657136878289,2.28294191674134,,,,80.5637780754946,2.51025521130983,,,80.5637780754946,2.27774285021267,,,-3.35174007936508,-6.57640798766121,80.5637780754946,,80.5637780754946,,2.1697121157408,7.92809578917243,1.98982357243113,5.95946940029736,1.24125261238732,43.8031293160272,-0.039019916666667,0.001200964285714,-0.125259574583333,-0.090220657738095,-0.126267033363095,-0.040220880952381,-0.126267033363095,,,,,,,0.001007458779762,0.01469849968502,0.429950055627986,-0.580077752059071,0.01469849968502,0.473949859199414,-0.580077752059071,-106.368831582685,-322.646352205678
573,PRECHA.BK,2011-12-31,6381.04877,8.16096,,0.25748,0.01567,6.08651,43.7591566332586,,,,1.71381021106389,1.8984981012732,1.74109562587724,2.89272286101331,2.63416428805751,12.7661667357481,1.8984981012732,12.8941393365313,35.8889039797215,2.88371659512502,1.74109562587724,12.8941393365313,35.8889039797215,2.62669399398357,1.71381021106389,12.7661667357481,57.4350992063492,7.75546140692641,35.8889039797215,12.8941393365313,35.8889039797215,12.8941393365313,2.11059167769533,NaN,1.7004315924805,NaN,2.78637653734156,37.9627043208236,0.612669940476191,0.009601398809524,0.086165254047619,0.553068764880952,0.08531007547619,0.603068541666667,0.08531007547619,14.5634635373437,,,-5.59142518833975,,,0.000855178571429,0.032275528224206,0.346386449080367,-0.009953901397516,0.032275528224206,0.380386297294652,-0.009953901397516,-1.17378166573751,90.3790786948177
574,PRECHA.BK,2010-12-31,25237.29994,19.35641,,0.0717,0.00396,5.52625,59.2549471364324,,,,2.016302167882,2.51260914011348,2.02432332438155,4.24481803978307,3.83634374761738,19.2963469426703,2.51260914011348,19.5264058863881,36.3786575349939,4.22454258123566,2.02432332438155,19.5264058863881,36.3786575349939,3.81977509388839,2.016302167882,19.2963469426703,49.3992233333333,5.12127017034456,36.3786575349939,19.5264058863881,36.3786575349939,19.5264058863881,1.01688597019157,1.79454462791294,1.01688597019157,1.53082055141607,2.74886449297384,26.0664858466102,0.619946761904762,0.002456470238095,0.063742635,0.497490827380952,0.062991623095238,0.617490291666667,0.062991623095238,12.170855904706,11.9396919385203,,-11.0101809973317,5.99624890165138,-4.58323790231605,0.000751011904762,0.033650682834821,0.225404243723224,0.000531347049689,0.033650682834821,0.249404136580367,0.000531347049689,-49.8415356548527,103.070891865403
575,PRECHA.BK,2009-12-31,18356.11701,,,0.31194,0.00545,1.7464,69.4917218721387,,,,1.16507082697059,1.17145263766069,1.17145263766069,,,22.9979146761333,1.17145263766069,23.2568630105694,34.5445958372102,,1.17145263766069,23.2568630105694,34.5445958372102,,1.16507082697059,22.9979146761333,85.3640999090609,4.29980603809524,34.5445958372102,23.2568630105694,34.5445958372102,23.2568630105694,NaN,1.56368857569601,NaN,1.56368857569601,2.89480879936316,,1.23597636011905,0.006733321428571,0.054352754047619,1.22924303869048,0.05374757547619,1.22924303869048,0.05374757547619,25.2516243469393,-12.5749953946008,,-2.82697214243709,57.4028401297997,-22.7178585549895,0.000605178571429,0.035895629112103,0.217919173485128,0.088546033902692,0.035895629112103,0.217919173485128,0.088546033902692,3684.62494552344,534.204545454546
576,PRECHA.BK,2008-12-31,-644.27284,,,0.34695,,,143.512295415404,,,,,,,,,32.2328517098223,,32.4760041218872,35.3817448809829,,,32.4760041218872,35.3817448809829,,,32.2328517098223,-8.47482873922504,3.07919655462185,35.3817448809829,32.4760041218872,35.3817448809829,32.4760041218872,NaN,0.857991215475136,NaN,0.857991215475136,2.82631623557232,,-0.034479935248528,0.00535175982583,0.026370611190476,-0.039831695074358,0.026173170714286,-0.039831695074358,0.026173170714286,,-27.0749761281768,,-6.02468058126937,,-34.2604423572003,0.00019744047619,0.036341716262401,-0.004963362824395,0.259334972062629,0.036341716262401,-0.004963362824395,0.259334972062629,92.9784611484489,480.79264600315
577,PRECHA.BK,2007-12-31,-2892.12971,,,0.8506,,,,,,,,,,,,,,,37.0346213156675,,,,37.0346213156675,,,,-63.5048363095238,-3.2106283422277,37.0346213156675,,37.0346213156675,,NaN,NaN,NaN,NaN,2.70017611757502,,-0.491059523809524,0.016979166666667,-0.027875165952381,-0.50803869047619,-0.027932466577381,-0.50803869047619,-0.027932466577381,,,,,,,5.7300625e-05,0.036744896666667,0.044549789278967,-0.098499935300207,0.036744896666667,0.044549789278967,-0.098499935300207,-911.997055937193,-69.2245229395047
578,PRECHA.BK,2006-12-31,-1462.24215,,,0.2385,,,,,,,,,,,,,,,28.9951847399261,,,,28.9951847399261,,,,-6.29153663892742,-1.96961956109367,28.9951847399261,,28.9951847399261,,1.79104941066877,NaN,1.79104941066877,NaN,3.44884852077872,,-0.04852380952381,0.003318452380952,-0.017726356428571,-0.051842261904762,-0.017923538005952,-0.051842261904762,-0.017923538005952,,,,,,,0.000197181577381,0.050123265168651,0.209619498625996,-0.036143407091097,0.050123265168651,0.209619498625996,-0.036143407091097,-110.472562836019,-80.1648028251913
579,PRECHA.BK,2005-12-31,14140.14532,,,0.13064,0.00707,5.41356,,,,,,,,,,,,,26.5953357505586,,,,26.5953357505586,,,,,-2.65796763814016,26.5953357505586,,26.5953357505586,,1.39336081486665,0.984629177603314,1.39336081486665,0.984629177603314,3.76005781381796,,0.463342261904762,0.003276785714286,-0.013672785,0.460065476190476,-0.014087228482143,0.460065476190476,-0.014087228482143,,,12.2353340068892,,18.7051527273272,,0.000414443482143,0.058374897559524,0.250333845630275,-0.020852419772257,0.058374897559524,0.250333845630275,-0.020852419772257,262.205109115444,-183.809523809524
580,KWI.BK,2023-12-31,379.32274,,,1.01996,0.26363,15.27864,36.9353594783282,,,,3.88082976862987,5.27020100764271,5.27020100764271,,,10.1932774675547,5.27020100764271,14.1138781900993,225.291190384164,,5.27020100764271,14.1138781900993,225.291190384164,,3.88082976862987,10.1932774675547,18.9746083413104,7.08522481582337,225.291190384164,14.1138781900993,225.291190384164,14.1138781900993,3.41013006376881,8.4683269140596,3.41013006376881,8.4683269140596,0.443869997000242,-13.4869505851896,0.131415194792235,0.034644692251552,0.053957130250859,0.096770502540683,0.038968736487029,0.096770502540683,0.038968736487029,,,,,,,0.014988393763831,0.006746823954404,-0.219068801350771,-0.409238652974685,0.006746823954404,-0.219068801350771,-0.409238652974685,205.083672065394,-209.017293818274
581,KWI.BK,2022-12-31,-446.58766,,,0.73717,,,8.3234485750536,,,,,,,,,1.96502731072818,,2.12518848092401,,,,2.12518848092401,,,,1.96502731072818,-5.4276812923739,47.0546499275777,,2.12518848092401,,2.12518848092401,NaN,33.5186588054824,NaN,33.5186588054824,-1.53358138322844,-18.5920267707489,-0.12505767281377,0.028002939631174,0.239182426337796,-0.153060612444944,0.221156854659615,-0.153060612444944,0.221156854659615,,,,,,,0.018025571678181,-0.024677880425118,-0.354632180449705,0.359877493522068,-0.024677880425118,-0.354632180449705,0.359877493522068,-122.705224803469,3303.07386450528
582,KWI.BK,2021-12-31,641.09553,,,2.17169,0.15598,5.72703,14.9798449915915,,,,3.08648652237248,3.65690087146059,3.65690087146059,,,4.34358307952258,3.65690087146059,4.74358957587129,,,3.65690087146059,4.74358957587129,,,3.08648652237248,4.34358307952258,27.3455593998804,21.081081826442,,4.74358957587129,,4.74358957587129,6.06615321030522,NaN,6.06615321030522,NaN,-4.01785706827255,-28.7317598517676,0.550788084664392,0.085913574866426,0.133530311123634,0.464874509797966,0.122270274593364,0.464874509797966,0.122270274593364,32.7538866947571,,,,37.445751011849,,0.01126003653027,-0.071116070108424,-0.547127004526851,-0.036575969027068,-0.071116070108424,-0.547127004526851,-0.036575969027068,151.325295178371,19.7542144456119
