Instrument,Date,Net Cash Flow from Operating Activities,Net Cash Flow from Investing Activities,Net Cash Flow from Financing Activities,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash - Total,Non-cash Items & Reconciliation Adjustments - Cash Flow,Working Capital - Increase/(Decrease) - Cash Flow,Capital Expenditures - Net - Cash Flow,Investments excluding Loans - Decrease/(Increase) - CF,Debt - LT & ST - Issuance/(Retirement) - Total - CF,Capital Expenditures - Total,Assets Sale - Gain/(Loss) - Cash Flow - to Reconcile,Cash Flow from Operating Actvs bef Changes in Working Cap,Cash Flow from Op Actvs bef Changes in Working Cap & Int,Depreciation & Depletion - PPE - CF - to Reconcile,"Depreciation, Depletion & Amort incl Impair -CF to Reconcile",Financial Income/(Expense) - Cash Flow - to Reconcile,Impairment - PPE including Intangibles - CF - to Reconcile,Income Taxes - Paid/(Reimbursed) - Cash Flow,Interest & Dividends - Received - Total - Cash Flow,Interest Paid - Cash,Other Non-Cash Items & adjustments - CF - to Reconcile,Profit/(Loss) - Starting Line - Cash Flow,Accounts Payable - Increase/(Decrease) - Cash Flow,Accounts Receivables - Decrease/(Increase) - Cash Flow,Inventories - Decrease/(Increase) - Cash Flow,Other Assets - Decrease/(Increase) - Cash Flow,Other Liabilities - Increase/(Decrease) -Total - Cash Flow,Fixed Assets - Purchased - Cash Flow,Intangible Assets - Purchased/(Sold) - Net - Total - CF,Intangible Assets - Purchased/Acquired - Cash Flow,Investment Securities Unclassifd - Sold/(Purch) Net Total CF,Other Investing Cash Flow - Decrease/(Increase),"Property, Plant & Equipment - Purchased/(Sold) - Net - CF",Property Plant & Equipment - Purchased - Cash Flow,Property Plant & Equipment Sold - Cash Flow,Debt - Issued - Long-Term - Cash Flow,Debt - Issued/(Reduced) - Long-Term - Cash Flow,Debt - Issued/(Reduced) - Short-Term - Total - Cash Flow,Debt - Reduced - Long-Term - Cash Flow,Net Cash from Continuing Operations,Depreciation Depletion & Amortization - Cash Flow,Free Cash Flow to Equity,Free Cash Flow Net of Dividends,Income Taxes - Paid/(Reimbursed) - Cash Flow - Supplemental,Interest & Dividends - Received - Cash Flow - Supplemental,Interest Paid - Cash Flow - Supplemental,Free Cash Flow,Target
LHK.BK,2005-03-31,55142000.0,-31783000.0,-37008000.0,25160000.0,11509000.0,-13651000.0,58916000.0,-48529000.0,31783000.0,9864272.235294119,-69530000.0,33909000.0,228000.0,103671000.0,116270000.0,18193000.0,18193000.0,14564845.833333334,0.0,28169000.0,1868210.9411764706,12599000.0,40495000.0,85523000.0,181253000.0,-32492000.0,-166879000.0,-4081000.0,401000.0,0.0,1062431.3333333333,1062431.3333333333,9864272.235294119,0.0,31783000.0,33909000.0,2126000.0,67666666.66666667,-5981000.0,-63549000.0,5981000.0,-13651000.0,18193000.0,-46171000.0,21233000.0,28169000.0,1868210.9411764706,12599000.0,21233000.0,0
SAM.BK,2024-12-31,25903648.76,-31159542.04,2157500.72,75424242.6,83229362.41,7805119.81,166674326.59,40234245.78,30349271.25,-5709916.46875,2157500.72,57950451.05,2410284.29,-14330597.02,51259916.24,62834924.06,63757599.06,63969718.76,922675.0,5524029.31,564787.25,65590513.26,23906182.62,-110455168.29,3225992.6952631567,-658150636.44,729315578.85,217.1,-829460.5472222223,57160735.79,526219.96875,526219.96875,-1450180.392857143,-810270.79,30349271.25,57950451.05,27601179.8,271872000.0,-67878852.25105263,2157500.72,139424115.40894738,7805119.81,62834924.06,-2288121.77,-32046802.29,5524029.31,564787.25,65590513.26,-32046802.29,0
SAM.BK,2023-12-31,-109754178.57,77242199.01,1743441.4,93842355.76,75424242.6,-18418113.16,151699465.78,-123280947.83,-71545094.93,4530846.16,1743441.4,60105832.54,-1619869.47,13526769.26,59445054.53,62887944.7,65277971.4,47176600.5,2390026.7,254612.35,315604.12,45918285.27,12520854.09,-92315403.02,-46663.77,-307255565.56,-284139329.14,652540.8,-1753946.0,60105832.54,526219.96875,526219.96875,4530846.16,1166257.92,-71545094.93,60105832.54,131650927.47,271872000.0,-566519.14,2309960.54,566519.14,-18418113.16,62887944.7,-36465642.24,-169860011.11,254612.35,315604.12,45918285.27,-169860011.11,0
SAM.BK,2022-12-31,208593123.28,-38369352.93,-148760007.23,63069348.99,93842355.76,30773006.77,343550759.43,62062200.75,3131256.45,-35528069.0,-148756569.23,8635219.44,-3711828.31,146530922.53,182877965.05,70460393.0,361424642.56,34635956.15,290964249.56,68842.53,109108.92,36347042.52,3296246.51,-160713060.77,106891.93,-81089748.34,3822082.6,12263973.43,-384066.0,65448644.18473684,526219.96875,526219.96875,-1450180.392857143,289972.52,3131256.45,8635219.44,5503962.99,271872000.0,-670310.38,-148086258.85,670310.38,30773006.77,70460393.0,56705297.6,199954465.84,68842.53,109108.92,36347042.52,199957903.84,0
SAM.BK,2021-12-31,-45962150.81,-1932474.42,24427881.48,77752103.52,63069348.99,-14682754.53,114452464.63,-285781962.72,743476.16,-5709916.46875,24452532.48,3257265.33,-818734.36,239819811.91,275630713.55,70870906.51,71240125.45,35482636.5,98092317.08666666,50986.5,93610.77,35810901.64,-13875869.53,161135624.65,-72660.49,156036928.75,-293351868.16,-232565.84,-2573747.0,2081805.33,0.0,0.0,-1450180.392857143,-1188998.26,743476.16,3257265.33,2513789.17,271872000.0,-817474.66,25270007.14,817474.66,-14682754.53,71240125.45,-22253094.49,-49244067.14,50986.5,93610.77,35810901.64,-49219416.14,0
SAM.BK,2020-12-31,26118318.73,-4892787.9,-32709853.27,87626052.19,77752103.52,-9873948.67,144290484.33,-16974836.06,5042996.57,-5709916.46875,-32709853.27,13101524.54,-1728963.97,43093154.79,80185982.67,74745117.26,75114604.94,37173878.33,98092317.08666666,87495.93,170239.8,37092827.88,10204230.55,-64187245.53,27065.65,34243526.21,45512351.61,6760932.57,-1882847.0,9608684.54,3492840.0,3492840.0,-1450180.392857143,150208.67,1550156.57,9608684.54,8058527.97,271872000.0,-2490450.39,-30219402.88,2490450.39,-9873948.67,75114604.94,-11634531.11,13016794.19,87495.93,170239.8,37092827.88,13016794.19,0
SAM.BK,2019-12-31,-31465032.36,-14959909.93,48289125.85,89887086.72,87626052.19,-2261034.53,156595296.39,44863468.57,18984585.86,-5709916.46875,48289620.85,25006356.64,-3543367.52,-76328500.93,-33387957.16,75157595.93,75318431.22,44288291.46,98092317.08666666,127515.27,215326.72,42940543.77,40531941.23,-190071065.0,-70668.15,-164515590.74,1703182.76,12163261.74,-2011184.35,25006356.64,526219.96875,526219.96875,-1450180.392857143,4024675.93,18984585.86,25006356.64,6021770.78,271872000.0,-10515368.34,58804989.19,10515368.34,-2261034.53,75318431.22,-2159997.37,-56471884.0,127515.27,215326.72,42940543.77,-56471389.0,0
SAM.BK,2018-12-31,205041567.84,-92418928.03,-108556044.56,86321333.81,89887086.72,3565752.91,121920066.87,246545168.74,87072943.56,-5709916.46875,-108556044.56,92575684.64,-46773.57,-41503600.9,1624622.85,73889698.61,74384498.98,43112048.56,98092317.08666666,283378.29,130582.47,43128223.75,4470292.9,-120142648.2,-40724.31,-134308726.24,228709393.81,-1589201.01,-4014145.0,92575684.64,0.0,0.0,-1450180.392857143,-5345984.47,87072943.56,92575684.64,5502741.08,271872000.0,-30871518.29,-77684526.27,30871518.29,3565752.91,74384498.98,9412579.72,112465883.2,283378.29,130582.47,43128223.75,112465883.2,0
SAM.BK,2017-12-31,-63010630.48,-63117776.07,137209413.84,75343637.68,86321333.81,10977696.13,126578077.13,-45422909.81,55229557.71,-5709916.46875,137209413.84,55349858.13,-6157.9,-17587720.67,28203648.38,73526183.06,74116008.6,48773235.31,98092317.08666666,103704.03,150106.85,45791369.05,3780869.94,-98420831.57,26915.96,-124333786.67,148109597.73,-1605328.23,-969780.0,49262510.24,85000.0,85000.0,-1450180.392857143,-2888418.36,55144557.71,55264858.13,120300.42,271872000.0,-21343856.42,158553270.26,21343856.42,10977696.13,74116008.6,18969225.65,-118360488.61,103704.03,150106.85,45791369.05,-118360488.61,0
SAM.BK,2016-12-31,227412485.98,-35821832.23,-173812897.04,57567613.81,75343637.68,17776023.87,126596963.97,92820905.07,35376797.34,-5709916.46875,-173812177.04,35376797.34,0.0,134591580.91,174146217.64,78167635.54,78764420.06,44898380.43,98092317.08666666,12721929.53,133569.62,39554636.73,2934163.48,60137613.58,105904.32,188408809.76,65073430.37,-122954.21,-1935970.0,30931435.82,0.0,0.0,-1450180.392857143,-445034.89,35376797.34,35376797.34,0.0,271872000.0,-2168189.61,-171643987.43,2168189.61,17776023.87,78764420.06,18223511.6,192034968.64,12721929.53,133569.62,39554636.73,192035688.64,0
SAM.BK,2015-12-31,29258539.86,-63431176.03,62608714.02,28782124.36,57567613.81,28785489.45,160263231.5,-17098447.64,43054479.41,-17411722.91,62613214.02,44578999.75,0.0,46356987.5,86079007.32,93050027.92,93602143.05,40539189.68,98092317.08666666,881100.75,65827.04,39722019.82,26121898.77,-73368950.47,-237145.17,-179798134.66,19452874.69,-58285.5,-349600.0,44578999.75,0.0,0.0,-17411722.91,-2964973.71,43054479.41,44578999.75,1524520.34,271872000.0,-5326713.79,67939927.81,5326713.79,28785489.45,93602143.05,48817274.47,-15324959.89,881100.75,65827.04,39722019.82,-15320459.89,0
SAM.BK,2014-12-31,146752260.46,-97121813.61,-98021873.12,77173550.63,28782124.36,-48391426.27,158784329.62,-68059286.04,86782315.5,-5709916.46875,6412240.18,87595395.46,14452.01,214811546.5,261514659.42,102049695.02,102175515.27,46142636.82,98092317.08666666,16462537.01,348145.68,46703112.92,10451725.52,118844721.13,-313088.42,80165929.29,-181090234.5,-270900.0,-829460.5472222223,86489456.62,1002500.0,1002500.0,-1450180.392857143,-10339498.11,85779815.5,86592895.46,813079.96,271872000.0,-197953662.12,204365902.3,197953662.12,-48391426.27,102175515.27,66382185.14,-45277248.3,16462537.01,348145.68,46703112.92,59156865.0,0
SAM.BK,2013-12-31,416259846.39,4099620.33,-385178247.93,41992331.84,77173550.63,35181218.79,169358902.65,205923252.02,180736917.59,-5709916.46875,-201985833.78,190362757.6,-9198607.12,210336594.37,292862781.19,94279029.66,94565386.83,79497523.68,98092317.08666666,41511451.01,3002009.98,82526186.82,4494599.26,162013319.57,-81903697.34,110888766.42,178337582.94,0.0,-1399400.0,190182757.6,180000.0,180000.0,-1450180.392857143,184836537.92,180556917.59,190182757.6,9625840.01,0.0,-513700887.17,311715053.39,513700887.17,35181218.79,94565386.83,33537095.02,29886374.64,41511451.01,3002009.98,82526186.82,225897088.79,0
SAM.BK,2012-12-31,337269989.0,-77171463.0,-251205971.0,33099777.0,41992332.0,8892555.0,229093224.5,46183637.5,51875758.0,-5709916.46875,-433455463.46,51875758.0,0.0,291086351.5,426278326.5,91384988.46,91807131.46,132712645.0,98092317.08666666,11818.0,1324852.0,135191975.0,4573448.04,195872068.0,-3262945.0,-117975826.0,165671168.0,2629827.0,-878586.5,51875758.0,0.0,0.0,-1450180.392857143,-25295705.0,51875758.0,51875758.0,0.0,770000000.0,-345647073.46,-87808390.0,1115647073.46,8892555.0,91807131.46,-148061232.46,285386131.0,11818.0,1324852.0,135191975.0,285394231.0,0
SAM.BK,2011-12-31,20607111.0,-108197509.0,91945423.0,28744751.0,33099777.0,4355025.0,291743034.0,-153047692.0,59586102.5,0.0,91897033.0,63791953.5,-186915.0,173654803.0,309446420.0,155755734.93,156221412.93,134654380.0,98092317.08666666,335025.0,1239888.0,135791617.0,1054156.07,16798523.0,96218380.0,79511048.0,-312824038.0,-11034146.0,-4918936.0,63668524.0,123429.5,123429.5,0.0,-48611406.5,59462673.0,63668524.0,4205851.0,271872000.0,-90496188.0,182393221.0,90496188.0,4355025.0,156221412.93,52918041.5,-43185652.5,335025.0,1239888.0,135791617.0,-43184842.5,0
SAM.BK,2010-12-31,74778181.0,-80973055.0,21189042.0,13750583.0,28744751.0,14994168.0,252160775.0,-92217992.0,37756039.0,285614.0,21190662.0,49526039.0,-60894.0,166996173.0,281776290.0,156139909.0,156766093.0,116600736.0,98092317.08666666,192.0,225002.0,114780117.0,-21145160.0,29390705.0,-20316055.0,-233443.0,-75994172.0,-2868596.0,8353398.0,49514139.0,11900.0,11900.0,285614.0,-43502630.0,37744139.0,49514139.0,11770000.0,271872000.0,-62006327.0,83196989.0,62006327.0,14994168.0,156766093.0,58212804.0,25250522.0,192.0,225002.0,114780117.0,25252142.0,0
SAM.BK,2009-12-31,-157029554.0,-78285872.0,243184942.0,5881068.0,13750583.0,7869516.0,133741273.0,-182243692.0,34742409.0,0.0,243214409.0,34742409.0,-10579801.0,25214138.0,139760010.0,158662757.0,159467375.0,113218291.0,98092317.08666666,105815.0,620833.0,114545872.0,-128364592.0,5503719.0,-6728649.0,-172850569.0,560412.0,-747222.0,-6925480.0,34693559.0,48850.0,48850.0,0.0,-43543463.0,34693559.0,34693559.0,0.0,271872000.0,-41614654.0,284829063.0,41614654.0,7869516.0,159467375.0,51442446.0,-191801431.0,105815.0,620833.0,114545872.0,-191771963.0,0
SAM.BK,2008-12-31,195191000.0,-32976000.0,-166870000.0,10534000.0,5881000.0,-4655000.0,440577000.0,-15751000.0,33090000.0,-5709916.46875,-75271000.0,33380000.0,-290000.0,210942000.0,358989000.0,151290000.0,151857000.0,133488000.0,98092317.08666666,52444000.0,639000.0,148047000.0,155522000.0,-29783000.0,-78941000.0,152610000.0,-108129000.0,37242000.0,-18610000.0,32158000.0,1222000.0,1222000.0,-1450180.392857143,114000.0,31868000.0,32158000.0,290000.0,271872000.0,-144089000.0,68818000.0,144089000.0,-4655000.0,151857000.0,86830000.0,85425000.0,52444000.0,639000.0,148047000.0,161811000.0,0
SAM.BK,2007-12-31,-172334000.0,7129000.0,170813000.0,4928000.0,10534000.0,5608000.0,279441000.0,-261731000.0,28382000.0,-5709916.46875,170813000.0,31573000.0,-406000.0,89397000.0,207280000.0,159968000.0,160383000.0,128237000.0,98092317.08666666,11000.0,1518000.0,117883000.0,-8773000.0,-73668000.0,39566000.0,-91747000.0,-202428000.0,4575000.0,20122000.0,31232000.0,341000.0,341000.0,-1450180.392857143,35511000.0,28041000.0,31232000.0,3191000.0,25000000.0,-37797000.0,208610000.0,62797000.0,5608000.0,160383000.0,-29903000.0,-203907000.0,11000.0,1518000.0,117883000.0,-203907000.0,0
SAM.BK,2006-12-31,-137567000.0,-234255000.0,324461000.0,52289000.0,4928000.0,-47361000.0,152519000.0,-310822000.0,72159000.0,0.0,324461000.0,72378000.0,6000.0,173255000.0,173255000.0,146144000.0,146503000.0,73588952.67666668,98092317.08666666,7276968.472777777,603694.1233333333,73742513.57944445,6010000.0,20736000.0,-193288000.0,-125256000.0,28158000.0,233000.0,-23840000.0,71545000.0,833000.0,833000.0,0.0,-162096000.0,71326000.0,71545000.0,219000.0,271487000.0,-14571000.0,339032000.0,286058000.0,-47361000.0,146503000.0,114735000.0,-209945000.0,22834000.0,603694.1233333333,106885000.0,-209945000.0,0
SAM.BK,2005-12-31,288070000.0,-720458000.0,479298000.0,5377000.0,52289000.0,46910000.0,161327000.0,119792000.0,261932000.0,2444000.0,479298000.0,261932000.0,-1444000.0,168278000.0,168278000.0,82550000.0,82735000.0,73588952.67666668,98092317.08666666,7276968.472777777,603694.1233333333,73742513.57944445,80036000.0,6951000.0,310464000.0,-111386000.0,-100432000.0,-5493000.0,29042000.0,260853000.0,1079000.0,1079000.0,2444000.0,-460970000.0,260853000.0,260853000.0,0.0,292873000.0,232948000.0,246350000.0,59925000.0,46910000.0,82735000.0,505436000.0,26138000.0,38270000.0,603694.1233333333,68173000.0,26138000.0,0
PRECHA.BK,2024-12-31,-135071690.35,20855060.11,64513875.09,77284128.8,27581373.65,-49702755.15,17196021.63,-99561334.82,545734.4,21400794.51,64513875.09,545734.4,0.0,-35510355.53,-29153601.46,4568515.09,4568515.09,2044986.23,-2035541.129,502155.31,163124.51,6356754.07,10582520.31,-46010592.29,0.0,541934.82,-98010297.78,-695123.48,-7570661.65,476854.4,68880.0,68880.0,21400794.51,-0.7,476854.4,476854.4,0.0,65760000.0,64513875.09,-5288471.625,1246124.91,-49702755.15,4568515.09,-71103549.66,-135617424.75,502155.31,163124.51,6356754.07,-135617424.75,0
PRECHA.BK,2023-12-31,-55723961.39,-12906709.96,39814526.17,106100273.98,77284128.8,-28816145.18,12536765.86,-65732155.19,357003.0,-12549706.96,39814526.17,367503.0,-10499.0,10008193.8,12295255.97,11145143.68,11145143.68,1871375.2,-2035541.129,1560589.97,396379.09,2287062.17,-469254.02,922700.99,0.0,626725.68,-20335994.06,-2229507.0,-204688.02,332743.0,34760.0,34760.0,-12549706.96,-0.7,322243.0,332743.0,10500.0,41000000.0,39814526.17,-5288471.625,1185473.83,-28816145.18,11145143.68,-16266438.22,-56091464.39,1560589.97,396379.09,2287062.17,-56091464.39,0
PRECHA.BK,2022-12-31,35612252.06,34826701.25,-5279930.84,40941251.51,106100273.98,65159022.47,14673830.86,48173462.63,135022.63,34961723.88,-5279930.84,145603.0,-10575.37,-12561210.57,-10041675.04,12388149.45,12388149.45,2318826.79,-2035541.129,1653521.0,54547.02,2519535.53,-22570.01,-23116531.92,0.0,-2741329.33,7173283.21,19200.0,-321292.86,1042786.3521052633,16120.0,16120.0,34961723.88,-0.7,118902.63,129483.0,10580.37,109235421.71428572,-5279930.84,-5288471.625,5279930.84,65159022.47,12388149.45,30197298.59,35466649.06,1653521.0,54547.02,2519535.53,35466649.06,0
PRECHA.BK,2021-12-31,-42087217.06,50223342.7,-14408162.16,47213288.03,40941251.51,-6272036.52,32951638.52,-27239492.62,-343736.84,49879605.86,-14408162.16,338506.15,-682240.99,-14847724.44,-11558417.32,12636142.59,12636142.59,2759745.19,-2035541.129,924190.69,189043.3,3289307.12,18237991.73,-43774908.45,0.0,-2140306.02,-22822490.26,-114769.0,-989517.4,324806.15,13700.0,13700.0,49879605.86,-0.7,-357436.84,324806.15,682242.99,109235421.71428572,-14408162.16,0.0,14408162.16,-6272036.52,12636142.59,-56151642.38,-42425723.21,924190.69,189043.3,3289307.12,-42425723.21,0
PRECHA.BK,2020-12-31,8860525.36,2705403.26,-6269957.26,41917316.67,47213288.03,5295971.36,16003354.27,11012481.15,45940.0,2751343.26,-6269957.26,66340.0,-20385.67,-2151955.79,610125.25,12715943.33,12715943.33,2720824.32,-2035541.129,-2106847.45,590805.34,2762081.04,586972.29,-18090881.81,0.0,3569079.9,17563832.09,-1411431.5,-1722344.79,66340.0,0.0,0.0,2751343.26,-0.7,45940.0,66340.0,20400.0,109235421.71428572,-6269957.26,-5288471.625,6269957.26,5295971.36,12715943.33,2544628.1,8794185.36,-2106847.45,590805.34,2762081.04,8794185.36,0
PRECHA.BK,2019-12-31,-734055.76,-2267235.65,-9961385.44,54879993.52,41917316.67,-12962676.85,11236038.64,12460506.06,151231.01,-2116004.64,-9961385.44,165253.01,-10178.32,-13194561.82,-11582328.94,11023918.24,11023918.24,86528.04,-2035541.129,-813964.22,1358549.11,1612232.88,135770.68,-24990880.91,0.0,6502.73,15226044.18,-72633.88,-1689288.39,123095.01,42158.0,42158.0,-1069441.92,-0.7,109073.01,123095.01,14022.0,109235421.71428572,-9961385.44,-5288471.625,9961385.44,-12962676.85,11023918.24,-10846672.21,-899308.77,-813964.22,1358549.11,1612232.88,-899308.77,0
PRECHA.BK,2018-12-31,28602073.67,-41909930.18,-10243423.69,78431273.72,54879993.52,-23551280.2,13790940.38,35575555.72,157217.81,-41752712.37,-10243423.69,157217.81,1029.89,-6973482.05,-4919344.68,11053573.71,11053573.71,1022393.96,-2035541.129,173260.95,937399.87,2054137.37,1713942.82,-19474423.98,0.0,-3620469.36,39357846.34,129936.76,-2257389.07,149927.81,7290.0,7290.0,-40485217.12,-0.7,149927.81,149927.81,0.0,109235421.71428572,-10243423.69,-5288471.625,10243423.69,-23551280.2,11053573.71,18201432.17,28444855.86,173260.95,937399.87,2054137.37,28444855.86,0
PRECHA.BK,2017-12-31,10676232.95,-1170010.74,-10360766.78,79285818.29,78431273.72,-854544.57,26290100.11,30264645.02,166704.57,-1003306.17,-10360766.78,256424.2,-89707.63,-19588412.07,-16975183.31,11051013.38,11051013.38,1609935.32,0.0,840274.95,957034.5,2613228.76,13718859.04,-43382042.97,0.0,-18633.74,26487054.25,-29378.4,3966758.78,208274.2,48150.0,48150.0,-737478.82,-0.7,118554.57,208274.2,89719.63,109235421.71428572,-10360766.78,-5288471.625,10360766.78,-854544.57,11051013.38,148761.6,10419808.75,840274.95,957034.5,2613228.76,10419808.75,0
PRECHA.BK,2016-12-31,9551664.13,3248647.34,-10324404.2,76809911.02,79285818.29,2475907.27,12750906.93,26015101.74,-6555198.9,-3306551.56,-10324404.2,1167391.1,-2966649.51,-16463437.61,-13252549.9,11028705.91,11036305.91,2274369.42,7600.0,1605331.68,1062228.71,3210887.71,2406881.11,-25460353.86,0.0,637799.36,29506869.94,2201040.17,2018888.93,1167391.1,63776.82352941176,63776.82352941176,-3306551.56,-0.7,-6555198.9,1167391.1,7722590.0,0.0,-10324404.2,-5288471.625,10324404.2,2475907.27,11028705.91,5782458.83,8384273.03,1605331.68,1062228.71,3210887.71,8384273.03,0
PRECHA.BK,2015-12-31,72164828.83,21210761.44,-55469929.4,38904250.15,76809911.02,37905660.87,8681898.06,77049792.36,166731.21,21377492.65,-55469929.4,176077.0,-9341.79,-4884963.53,28221.89,12109255.8,8449535.8,3904625.48,-3659720.0,3692801.25,13184.71,4913185.42,-3662921.43,-4974059.63,0.0,1566599.47,97640414.88,-360164.69,-29873550.77,176077.0,0.0,0.0,21693125.86,-0.7,166731.21,176077.0,9345.79,84650000.0,-55469929.4,-5288471.625,140119929.4,37905660.87,12109255.8,16528168.22,71988751.83,3692801.25,13184.71,4913185.42,71988751.83,0
PRECHA.BK,2014-12-31,-12221800.96,80557212.44,-86319804.19,56888642.86,38904250.15,-17984392.71,19670640.14,-7612006.12,805102.62,81362315.06,-69519804.19,805102.62,1514.05,-4609794.84,7042694.53,11850572.58,10470744.07,8690208.73,-1379828.51,5259351.29,3255370.37,11652489.37,508173.29,-10623964.69,0.0,-162579.08,-13349442.74,1636824.15,7188830.77,681502.62,123600.0,123600.0,82606207.73,-0.7,681502.62,681502.62,1953989.3973684208,25000000.0,-69519804.19,-5288471.625,94519804.19,-17984392.71,11850572.58,-82546707.77,-29826903.58,5259351.29,3255370.37,11652489.37,-13026903.58,0
PRECHA.BK,2013-12-31,23326607.08,-4837254.97,-39639500.0,78038790.75,56888642.86,-21150147.89,5026655.1,32188038.72,601057.33,-4236197.64,-22840000.0,643113.4,-41344.32,-8861431.64,5151323.72,11812832.77,8560644.99,2635785.84,-3252187.78,8868263.56,5061311.42,14012755.36,-6128431.41,3931620.76,0.0,757456.73,10080651.37,570670.1,18486265.97,643113.4,0.0,0.0,-4174775.09,-0.7,601057.33,643113.4,42056.07,0.0,-22840000.0,-5288471.625,22840000.0,-21150147.89,11812832.77,-114450.25,5883993.68,8868263.56,5061311.42,14012755.36,22683493.68,0
PRECHA.BK,2012-12-31,-13110692.0,-151568700.0,57469018.0,185249165.0,78038791.0,-107210374.0,22858032.0,-25747637.0,328758.0,-151239942.0,74268943.0,403524.0,-74765.0,12636945.0,22896252.0,11997266.0,14433736.0,7169092.0,2436470.0,24688939.0,1840482.0,10259307.0,1329969.0,22886677.0,0.0,1981875.0,2046808.0,4236366.0,-10132043.0,359226.0,44298.0,44298.0,-151231382.0,-0.7,284460.0,359226.0,74766.0,100000000.0,74268943.0,-5288471.625,25731057.0,-107210374.0,11997266.0,60829493.0,-30314141.0,24688939.0,1840482.0,10259307.0,-13514216.0,0
PRECHA.BK,2011-12-31,205857100.0,-3435435.0,-127491888.0,110319387.0,185249165.0,74929777.0,23383994.0,138733298.0,1594294.3,-1841140.0,-110691963.0,3226070.0,-1607858.74,67123802.0,83617854.0,12529520.0,12490895.0,11956202.0,-38625.0,15750515.0,303463.0,16494052.0,544755.74,75680912.0,0.0,3299268.0,140523166.0,3616804.0,5587533.0,3129770.0,96300.0,96300.0,0.0,-0.7,1497994.3,3129770.0,1631775.7,75000000.0,-110691963.0,0.0,185691963.0,74929777.0,12529520.0,93570842.7,185831105.0,15750515.0,303463.0,16494052.0,202631030.0,0
PRECHA.BK,2010-12-31,208302112.0,-534422.0,-171199590.0,73751287.0,110319387.0,36568100.0,30930193.0,172980328.0,823574.0,289152.0,-130879770.0,825374.0,7616.72,35321784.0,53352463.0,11511295.0,12975046.0,17533773.0,1463751.0,41911202.0,61800.0,18030679.0,413757.28,64271672.0,0.0,-5381455.0,197653488.0,-4277273.0,-3907908.0,531124.0,294250.0,294250.0,289152.0,-0.7,529324.0,531124.0,1800.0,62000000.0,-63229770.0,-67650000.0,125229770.0,36568100.0,11511295.0,76598768.0,167156918.0,37073233.0,61800.0,18030679.0,207476738.0,0
PRECHA.BK,2009-12-31,415288057.0,5137604.0,-366763350.0,20088976.0,73751287.0,53662311.0,53640992.0,201102351.0,-5137604.0,-2975451.895555556,-366763350.0,2262396.0,-367559.0453333333,214185706.0,265592433.0,7252572.0,2656701.0,45591040.0,-4595871.0,29822954.0,-175610.0,51406727.0,5393251.0,241950005.0,0.0,-63384.16705882352,440684974.0,12514444.0,-113857719.0,2251696.0,10700.0,10700.0,-2639311.1316666654,-0.7,-5148304.0,2251696.0,7400000.0,170423904.0,-328270577.0,-38492773.0,498694481.0,53662311.0,7252572.0,53662311.0,413025661.0,28695387.0,-175610.0,51406727.0,413025661.0,0
PRECHA.BK,2008-12-31,-10012000.0,-893000.0,12413000.0,18579000.0,20089000.0,1508000.0,42407000.0,29626000.0,1554000.0,661000.0,12413000.0,1554000.0,-367559.0453333333,-39638000.0,19360000.0,4479000.0,-6858000.0,49151000.0,-11337000.0,5440000.0,131000.0,58998000.0,114000.0,-17738000.0,0.0,225000.0,-143234000.0,11317000.0,61593000.0,1354000.0,200000.0,200000.0,661000.0,-0.7,1354000.0,1354000.0,0.0,275356000.0,44354000.0,-31941000.0,231002000.0,1508000.0,4479000.0,847000.0,-11566000.0,5440000.0,131000.0,58998000.0,-11566000.0,0
PRECHA.BK,2007-12-31,-164996000.0,-53811000.0,224280000.0,13106000.0,18579000.0,5473000.0,52154000.0,-88289000.0,5685000.0,-48126000.0,224280000.0,5705000.0,-367559.0453333333,-76707000.0,-38420000.0,6707000.0,6707000.0,26137000.0,-2035541.129,6858000.0,187000.0,38287000.0,38361000.0,-83903000.0,0.0,-225000.0,-225521000.0,-18530000.0,119421000.0,5621000.0,84000.0,84000.0,-48126000.0,-0.7,5601000.0,5621000.0,20000.0,245671000.0,148167000.0,76113000.0,97504000.0,5473000.0,6707000.0,53599000.0,-170701000.0,6858000.0,187000.0,38287000.0,-170701000.0,0
PRECHA.BK,2006-12-31,-16304000.0,-1095000.0,21017000.0,9487000.0,13106000.0,3618000.0,-3618000.0,-16688000.0,1095000.0,-2975451.895555556,21017000.0,1115000.0,-367559.0453333333,384000.0,384000.0,4675000.0,4675000.0,10526539.528888889,-2035541.129,8146141.054444445,910395.1638888889,13931078.98888889,-8293000.0,4002000.0,0.0,-63384.16705882352,50455000.0,-4625000.0,-4061000.0,1115000.0,63776.82352941176,63776.82352941176,-2639311.1316666654,-0.7,1095000.0,1115000.0,20000.0,265744000.0,1367000.0,19650000.0,264377000.0,3618000.0,4675000.0,3618000.0,-17419000.0,4280000.0,910395.1638888889,18980000.0,-17419000.0,0
