Instrument,Date,Net Cash Flow from Operating Activities,Net Cash Flow from Investing Activities,Net Cash Flow from Financing Activities,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash - Total,Non-cash Items & Reconciliation Adjustments - Cash Flow,Working Capital - Increase/(Decrease) - Cash Flow,Capital Expenditures - Net - Cash Flow,Investments excluding Loans - Decrease/(Increase) - CF,Debt - LT & ST - Issuance/(Retirement) - Total - CF,Capital Expenditures - Total,Assets Sale - Gain/(Loss) - Cash Flow - to Reconcile,Cash Flow from Operating Actvs bef Changes in Working Cap,Cash Flow from Op Actvs bef Changes in Working Cap & Int,Depreciation & Depletion - PPE - CF - to Reconcile,"Depreciation, Depletion & Amort incl Impair -CF to Reconcile",Financial Income/(Expense) - Cash Flow - to Reconcile,Impairment - PPE including Intangibles - CF - to Reconcile,Income Taxes - Paid/(Reimbursed) - Cash Flow,Interest & Dividends - Received - Total - Cash Flow,Interest Paid - Cash,Other Non-Cash Items & adjustments - CF - to Reconcile,Profit/(Loss) - Starting Line - Cash Flow,Accounts Payable - Increase/(Decrease) - Cash Flow,Accounts Receivables - Decrease/(Increase) - Cash Flow,Inventories - Decrease/(Increase) - Cash Flow,Other Assets - Decrease/(Increase) - Cash Flow,Other Liabilities - Increase/(Decrease) -Total - Cash Flow,Fixed Assets - Purchased - Cash Flow,Intangible Assets - Purchased/(Sold) - Net - Total - CF,Intangible Assets - Purchased/Acquired - Cash Flow,Investment Securities Unclassifd - Sold/(Purch) Net Total CF,Other Investing Cash Flow - Decrease/(Increase),"Property, Plant & Equipment - Purchased/(Sold) - Net - CF",Property Plant & Equipment - Purchased - Cash Flow,Property Plant & Equipment Sold - Cash Flow,Debt - Issued - Long-Term - Cash Flow,Debt - Issued/(Reduced) - Long-Term - Cash Flow,Debt - Issued/(Reduced) - Short-Term - Total - Cash Flow,Debt - Reduced - Long-Term - Cash Flow,Net Cash from Continuing Operations,Depreciation Depletion & Amortization - Cash Flow,Free Cash Flow to Equity,Free Cash Flow Net of Dividends,Income Taxes - Paid/(Reimbursed) - Cash Flow - Supplemental,Interest & Dividends - Received - Cash Flow - Supplemental,Interest Paid - Cash Flow - Supplemental,Free Cash Flow,Target
EARTH.BK^I19,2014-12-31,-2640531124.0,-440935714.0,3192738843.0,233615506.0,527798988.0,294183482.0,980991961.0,-4021475963.0,576469937.0,135534223.0,3419512983.0,576937228.0,-465976.0,1380944839.0,1773556862.0,24370605.0,324332628.0,363689503.0,194953.0,398687649.0,5433103.0,392612023.0,293435806.0,1185819447.0,128131356.0,1447868506.0,-446085857.0,3310357.0,14234078.0,575645728.0,1291500.0,1291500.0,135534223.0,-1914574925.0,575178437.0,575645728.0,467291.0,1280636000.0,1231529536.0,2187983447.0,49106464.0,294183482.0,324137675.0,202511922.0,-3466178394.0,398687649.0,5433103.0,392612023.0,-3217468352.0,1
EARTH.BK^I19,2013-12-31,857112370.0,-3711404424.0,3014192380.0,148552060.0,233615506.0,85063446.0,740409192.0,-704953333.0,5843055.0,158588481.0,2759964597.0,5843055.0,0.0,1562065703.0,1827714305.0,22988354.0,560047299.0,266004426.0,0.0,285001487.0,8935730.0,265648602.0,-85642533.0,1363370870.0,114026945.0,-1248235859.0,-387188717.0,-537926.0,-1688056.0,4156296.0,1686759.0,1686759.0,158588481.0,-3864149850.0,4156296.0,4156296.0,0.0,0.0,-18969598.0,2778934195.0,18969598.0,85063446.0,560047299.0,3611233912.0,590850904.0,285001487.0,8935730.0,265648602.0,851269315.0,1
EARTH.BK^I19,2012-12-31,-3219623693.0,-101095293.0,3295211103.0,174606840.0,148552060.0,-26054780.0,360458490.0,-4911213031.0,1870820.0,-99224473.0,3219968304.0,1870820.0,-384103.53846153844,1691589338.0,1815640001.0,25447138.0,292314642.0,125183573.0,-1773990.0,246512070.0,6135986.0,124050663.0,-57039725.0,1701693581.0,52122086.0,-3015385859.0,-372538186.0,-2092309.0,634197.0,1870820.0,0.0,0.0,-99224473.0,-1914574925.0,1870820.0,1870820.0,1043947.4285714285,1700937250.0,-19422793.0,3239391097.0,19422793.0,-26054780.0,294088632.0,-1526209.0,-3221494513.0,246512070.0,6135986.0,124050663.0,-3221494513.0,1
EARTH.BK^I19,2011-12-31,-935593249.0,-295247740.0,1358968766.0,46014574.0,174142351.0,128127777.0,71318896.0,-1417441140.0,59658755.0,-235588985.0,1357865012.0,61067766.0,-185572.0,481847891.0,542161796.0,23829825.0,35607360.0,59560712.0,11777535.0,87888016.0,6135986.0,60313905.0,-23663604.0,558730916.0,-172094510.0,-1001067696.0,-5880439.0,-5924100.0,-4278604.0,61067766.0,677951.8,677951.8,-235588985.0,-1914574925.0,59658755.0,61067766.0,1409011.0,0.0,-20339143.0,1378204155.0,20339143.0,128127777.0,23829825.0,362613008.0,-996661015.0,87888016.0,6135986.0,60313905.0,-996661015.0,1
EARTH.BK^I19,2010-12-31,163046121.0,-402821757.0,263979139.0,20691439.0,44894942.0,24203503.0,47051109.0,38073095.0,288024704.0,-114797053.0,262979139.0,290074704.0,494962.0,124973026.0,152888675.0,9496981.0,9496981.0,28984522.0,0.0,5232067.0,6135986.0,27915649.0,8074644.0,111069633.0,223734640.0,21823805.0,-77050385.0,-7033678.0,7446685.0,290074704.0,677951.8,677951.8,-114797053.0,-1914574925.0,288024704.0,290074704.0,2050000.0,80000000.0,60998716.0,201980423.0,19001284.0,24203503.0,9496981.0,138000556.0,-166028583.0,5232067.0,6135986.0,27915649.0,-127028583.0,1
EARTH.BK^I19,2009-12-31,-2951957.0,211821.0,2723786.0,28325.0,11975.0,-16350.0,6582364.0,3758389.0,-219626.0,-7805.0,2723786.0,115904316.10526316,-219625.0,-6710346.0,-5248119.0,2007633.0,2007633.0,4217513.0,15609138.133333333,187983147.57142857,6135986.0,1462227.0,576843.0,-11830483.0,-258189.0,924688.0,889241.0,51764.0,156282.0,115574381.42105263,677951.8,677951.8,-7805.0,-1914574925.0,-219626.0,115725907.73684211,219626.0,1700937250.0,0.0,2723786.0,0.0,-16350.0,2007633.0,-8545.0,-2951957.0,82443252.0625,6135986.0,1462227.0,-2951957.0,1
EARTH.BK^I19,2008-12-31,-3995000.0,-63000.0,4010000.0,77000.0,28000.0,-48000.0,25902000.0,5232000.0,0.0,-63000.0,190000.0,0.0,0.0,-9227000.0,-6163000.0,716000.0,21900000.0,4312000.0,21184000.0,187983147.57142857,6135986.0,3064000.0,-310000.0,-32065000.0,-484000.0,2209000.0,2223000.0,127000.0,-78000.0,0.0,677951.8,677951.8,-63000.0,-1914574925.0,0.0,0.0,0.0,1700937250.0,-2500000.0,2690000.0,2500000.0,-48000.0,716000.0,-3805000.0,-3995000.0,82443252.0625,6135986.0,3064000.0,-3995000.0,1
EARTH.BK^I19,2007-12-31,-3774000.0,-317000.0,4084000.0,87000.0,77000.0,-7000.0,8943000.0,6163000.0,326000.0,9000.0,-5857000.0,1076000.0,-83000.0,-9937000.0,-6048000.0,4730000.0,4730000.0,4105000.0,0.0,187983147.57142857,6135986.0,3889000.0,191000.0,-14991000.0,-1637000.0,3459000.0,2525000.0,394000.0,-136000.0,1076000.0,677951.8,677951.8,9000.0,-1914574925.0,326000.0,1076000.0,750000.0,1700937250.0,-4527000.0,-1330000.0,4527000.0,-7000.0,4730000.0,-9957000.0,-4850000.0,82443252.0625,6135986.0,3889000.0,-4850000.0,1
EARTH.BK^I19,2006-12-31,-3966000.0,-529000.0,4403000.0,177000.0,87000.0,-92000.0,4351000.0,17300000.0,525000.0,-4000.0,4403000.0,525000.0,-384103.53846153844,-21266000.0,-21266000.0,4563000.0,4563000.0,223880789.5,15609138.133333333,187983147.57142857,6135986.0,222935455.9,-279000.0,-25617000.0,-3429000.0,4621000.0,13488000.0,2037000.0,-189000.0,525000.0,677951.8,677951.8,-4000.0,-1914574925.0,525000.0,525000.0,1043947.4285714285,1700937250.0,794159654.25,4403000.0,56308970.75,-92000.0,4563000.0,-88000.0,-4491000.0,0.0,6135986.0,4028000.0,-4491000.0,1
EARTH.BK^I19,2005-12-31,-6502000.0,-17391000.0,23911000.0,159000.0,177000.0,18000.0,13484000.0,23837000.0,17387000.0,-4000.0,23911000.0,17387000.0,-384103.53846153844,-30339000.0,-30339000.0,4657000.0,4657000.0,223880789.5,15609138.133333333,187983147.57142857,6135986.0,222935455.9,-2707000.0,-43823000.0,5849000.0,2343000.0,16204000.0,-523000.0,-65000.0,17387000.0,677951.8,677951.8,-4000.0,-1914574925.0,17387000.0,17387000.0,1043947.4285714285,1700937250.0,794159654.25,23911000.0,56308970.75,18000.0,4657000.0,22000.0,-23889000.0,8000.0,6135986.0,2328000.0,-23889000.0,1
EARTH.BK^I19,2004-12-31,-35192000.0,-13528000.0,-10816000.0,59695000.0,159000.0,-59536000.0,10005000.0,-12222000.0,13528000.0,1284031.375,-11546000.0,13528000.0,0.0,-22970000.0,-22970000.0,4086000.0,4086000.0,223880789.5,15609138.133333333,187983147.57142857,6135986.0,222935455.9,5919000.0,-32975000.0,-5431000.0,5274000.0,-11922000.0,-935000.0,792000.0,13528000.0,677951.8,677951.8,1284031.375,-1914574925.0,13528000.0,13528000.0,0.0,1700937250.0,794159654.25,-11546000.0,56308970.75,-59536000.0,4086000.0,-60266000.0,-48720000.0,0.0,6135986.0,701000.0,-48720000.0,1
EARTH.BK^I19,2003-12-31,-11402000.0,-2948000.0,69571000.0,4475000.0,59695000.0,55221000.0,3312000.0,-18336000.0,2948000.0,1284031.375,15327000.0,3126000.0,-178000.0,6934000.0,6934000.0,4135000.0,4135000.0,223880789.5,0.0,187983147.57142857,6135986.0,222935455.9,-645000.0,3622000.0,-70000.0,2746000.0,-15437000.0,90000.0,-5665000.0,3126000.0,677951.8,677951.8,1284031.375,-1914574925.0,2948000.0,3126000.0,178000.0,1700937250.0,794159654.25,15327000.0,56308970.75,55221000.0,4135000.0,977000.0,-14528000.0,75000.0,6135986.0,1398000.0,-14528000.0,1
EARTH.BK^I19,2002-12-31,-53007000.0,1659000.0,55769000.0,53000.0,4475000.0,4421000.0,-774207000.0,112382000.0,-1659000.0,1284031.375,-108231000.0,341000.0,-1518000.0,-165389000.0,-165389000.0,4144000.0,-8933000.0,223880789.5,-13077000.0,187983147.57142857,6135986.0,222935455.9,-763756000.0,608818000.0,-2176000.0,-724000.0,-10659000.0,-76000.0,126017000.0,341000.0,677951.8,677951.8,1284031.375,-1914574925.0,-1659000.0,341000.0,2000000.0,1700937250.0,794159654.25,-108231000.0,56308970.75,4421000.0,4144000.0,-159579000.0,-53348000.0,29000.0,6135986.0,107000.0,-53348000.0,1
EARTH.BK^I19,2001-12-31,37847000.0,24423000.0,-62539000.0,324000.0,53000.0,-269000.0,53263000.0,156221000.0,10577000.0,1284031.375,-62539000.0,12087000.0,422000.0,-118374000.0,-118374000.0,5212000.0,34042000.0,223880789.5,28830000.0,187983147.57142857,6135986.0,222935455.9,18799000.0,-171637000.0,-4495000.0,934000.0,2743000.0,4177000.0,152862000.0,12087000.0,677951.8,677951.8,1284031.375,35000000.0,10577000.0,12087000.0,1510000.0,1700937250.0,794159654.25,-62539000.0,56308970.75,-269000.0,5212000.0,-35269000.0,25760000.0,0.0,6135986.0,0.0,25760000.0,1
EARTH.BK^I19,2000-12-31,-17321000.0,4618000.0,12294000.0,732000.0,324000.0,-409000.0,-159000.0,65633000.0,-2778000.0,1840000.0,11597000.0,101000.0,-384103.53846153844,-82954000.0,-82954000.0,5602000.0,7469000.0,223880789.5,710000.0,187983147.57142857,6135986.0,222935455.9,-7628000.0,-82795000.0,-5365000.0,11470000.0,11378000.0,811000.0,47339000.0,-2778000.0,677951.8,677951.8,1840000.0,-1914574925.0,-2778000.0,101000.0,2879000.0,1700937250.0,-183000.0,11780000.0,183000.0,-409000.0,6759000.0,-2946000.0,-17422000.0,82443252.0625,6135986.0,121454082.05263157,-17422000.0,1
EARTH.BK^I19,1999-12-31,12852000.0,-2404000.0,-10408000.0,691000.0,732000.0,40000.0,354097000.0,116595000.0,564000.0,-1840000.0,-10408000.0,564000.0,-384103.53846153844,-103743000.0,-103743000.0,8625000.0,132033000.0,223880789.5,123408000.0,187983147.57142857,6135986.0,222935455.9,222064000.0,-457840000.0,4461000.0,7910000.0,-1178000.0,13972000.0,91430000.0,564000.0,677951.8,677951.8,-1840000.0,-1914574925.0,564000.0,564000.0,1043947.4285714285,1700937250.0,-900000.0,-9508000.0,900000.0,40000.0,8625000.0,1880000.0,12288000.0,0.0,6135986.0,14228000.0,12288000.0,1
EARTH.BK^I19,1998-12-31,-10814000.0,-20473000.0,8643000.0,23336000.0,691000.0,-22644000.0,19028000.0,85118000.0,25463000.0,4990000.0,8643000.0,25463000.0,-384103.53846153844,-95932000.0,-95932000.0,7466000.0,7466000.0,223880789.5,0.0,187983147.57142857,6135986.0,222935455.9,11562000.0,-114960000.0,-20157000.0,33469000.0,23128000.0,8981000.0,39697000.0,25463000.0,677951.8,677951.8,4990000.0,-1914574925.0,25463000.0,25463000.0,1043947.4285714285,1700937250.0,794159654.25,8643000.0,56308970.75,-22644000.0,7466000.0,-27634000.0,-36277000.0,0.0,6135986.0,16030000.0,-36277000.0,1
EARTH.BK^I19,1997-12-31,89045000.0,-119998000.0,54012000.0,278000.0,23336000.0,23059000.0,4495000.0,172190000.0,114508000.0,-5490000.0,-9589000.0,114508000.0,-384103.53846153844,-83145000.0,-83145000.0,8555000.0,8555000.0,223880789.5,15609138.133333333,187983147.57142857,6135986.0,222935455.9,-4060000.0,-87640000.0,-17685000.0,135167000.0,25711000.0,-9659000.0,38656000.0,114508000.0,677951.8,677951.8,-5490000.0,-1914574925.0,114508000.0,114508000.0,1043947.4285714285,1700937250.0,794159654.25,-9589000.0,56308970.75,23059000.0,8555000.0,-35052000.0,-31063000.0,3098000.0,6135986.0,39453000.0,-25463000.0,1
IFEC.BK^G24,2023-12-31,104002315.0,-9541101.0,-59890989.0,169861259.0,206970072.0,37108813.0,910261904.0,-19101316.0,9527730.0,-1932.0,-59890989.0,9527730.0,0.0,123103631.0,124310951.0,263092370.0,419258486.0,435742834.0,143902333.0,8895083.0,3911586.0,1207320.0,24303931.0,-780967456.0,0.0,-3867999.0,-17445.0,-21183966.0,2786356.0,252633556.07692307,7527730.0,0.0,-1932.0,-123244526.66666667,2000000.0,2000000.0,0.0,1191370840.3333333,-59890989.0,0.0,59890989.0,37108813.0,275356153.0,34583596.0,94474585.0,8895083.0,3911586.0,1207320.0,94474585.0,1
IFEC.BK^G24,2022-12-31,128103069.0,-11916401.0,-57852297.0,113178012.0,169861259.0,56683247.0,1005262542.0,-8186377.0,12614527.0,698126.0,-57852297.0,23504906.0,13683526.0,136289446.0,161843075.0,349246910.0,408797771.0,478237049.0,2796094.0,13197568.0,186842.0,25553629.0,131719543.0,-830408741.0,0.0,34471205.0,966609.0,1400684.0,1268828.0,252633556.07692307,811780.0,0.0,698126.0,-123244526.66666667,11802747.0,22693126.0,10890379.0,1191370840.3333333,-60227297.0,8000000.0,60227297.0,56683247.0,406001677.0,57636245.0,104598163.0,13197568.0,186842.0,25553629.0,104598163.0,1
IFEC.BK^G24,2021-12-31,84501835.0,28706790.0,-125853557.0,129074839.0,113178012.0,-15896827.0,1062338527.0,-36146811.0,9423263.0,38130053.0,-125853557.0,9423263.0,-4028445.0555555555,120648646.0,205953042.0,400413996.0,567801687.0,467024301.0,90596982.0,10323514.0,1395593.0,85304396.0,59014894.0,-847457564.0,0.0,29432343.0,549995.0,6441177.0,-2158233.0,252633556.07692307,33000.0,0.0,38130053.0,-123244526.66666667,9390263.0,193158841.5,56578060.94444445,1191370840.3333333,-123853557.0,15000000.0,123853557.0,-15896827.0,477204705.0,-50774985.0,75078572.0,10323514.0,1395593.0,85304396.0,75078572.0,1
IFEC.BK^G24,2020-12-31,139245473.0,62303491.0,-231154296.0,157570906.0,129074839.0,-28496067.0,1172550900.0,-45319282.0,115746.0,62419237.0,-231154296.0,115746.0,-4028445.0555555555,184564755.0,191943560.0,417322262.0,665554941.0,481658204.0,161352440.0,7865061.0,1521389.0,7378805.0,55034285.0,-974263668.0,0.0,-2871819.0,661852.0,-25275825.0,-42228199.0,252633556.07692307,3934.0,0.0,62419237.0,-123244526.66666667,111812.0,193158841.5,56578060.94444445,1191370840.3333333,-177233569.0,79273.0,177233569.0,-28496067.0,504202501.0,-92024569.0,139129727.0,7865061.0,1521389.0,7378805.0,139129727.0,1
IFEC.BK^G24,2019-12-31,86247.0,-45131041.0,18780667.0,159742361.0,157351762.0,-2390599.0,1058588923.0,243502519.0,13622308.0,-31508733.0,18777867.0,13622308.0,5888510.0,-243416272.0,177727092.0,453513452.0,614582553.0,421143364.0,72090363.0,4941542.0,2004037.142857143,421143364.0,56299661.0,-875920289.0,0.0,-27029342.0,1039733.0,36233988.0,-10586647.0,252633556.07692307,221899.0,0.0,-31508733.0,0.0,13400409.0,13400409.0,0.0,1191370840.3333333,-164787871.0,-10300881.0,164787871.0,-2390599.0,542492190.0,5241806.0,-13536061.0,4941542.0,2004037.142857143,421143364.0,-13536061.0,1
IFEC.BK^G24,2018-12-31,185575383.0,47945056.0,-124625821.0,49059754.0,159742361.0,110682607.0,1133625411.0,435794045.0,-27475603.0,20682355.0,-124680321.0,41790176.0,0.0,-250218662.0,310307321.0,470223046.0,563569964.0,560525983.0,375000.0,-4929482.0,2004037.142857143,560525983.0,51841845.0,-828247572.0,0.0,-14756732.0,2017767.0,39639300.0,4201875.0,252633556.07692307,224766.0,0.0,20682355.0,-212902.0,-27700369.0,41565410.0,69265779.0,1191370840.3333333,-354600507.0,-26901765.0,354600507.0,110682607.0,563194964.0,88370665.0,143785207.0,-4929482.0,2004037.142857143,560525983.0,143785207.0,1
IFEC.BK^G24,2017-12-31,-2216014925.0,-115242207.0,2081356112.0,300165340.0,49059754.0,-251105586.0,2261574188.0,492462432.0,109477597.0,-2019610.0,92051496.0,113772253.0,18856559.0,-2708477357.0,-2118645169.0,488798248.0,1847623802.0,589832188.0,1263120340.0,1698662.0,2004037.142857143,589832188.0,46976634.0,-4378520695.0,0.0,66299553.0,4966559.0,380887587.0,-12215805.0,252633556.07692307,808280.0,0.0,-2019610.0,-3745000.0,108669317.0,112963973.0,4294656.0,1191370840.3333333,-336971928.0,-2205287322.0,336971928.0,-251105586.0,584503462.0,-2233441026.0,-2329787178.0,1698662.0,2004037.142857143,589832188.0,-2329787178.0,1
IFEC.BK^G24,2016-12-31,234505830.0,-1901422529.0,73275554.0,1905261171.0,300165340.0,-1605095831.0,2084928884.0,414304371.0,1056001840.0,-235516862.0,666288833.0,1056001840.0,0.0,-179798541.0,138111443.0,463753564.0,2312743025.0,423864834.0,1755655991.0,2954826.0,2004037.142857143,317909984.0,-648031827.0,-1943862615.0,0.0,334748870.0,-41659754.0,76276335.0,-16320539.0,1055548540.0,453300.0,0.0,-235516862.0,-609903827.0,1055548540.0,1055548540.0,0.0,391249783.0,382599151.0,283689682.0,8650632.0,-1605095831.0,557087034.0,-155207177.0,-1059509289.0,2954826.0,2004037.142857143,317909984.0,-821496010.0,1
IFEC.BK^G24,2015-12-31,-142569102.0,-6037781356.0,4923483220.0,3156933083.0,1905261171.0,-1251671912.0,-33594894.0,-288999513.0,981516518.0,228267799.0,4436370397.0,1266762052.0,-2566637.0,146430411.0,285655737.0,160537738.0,223687064.0,139225326.0,246906229.84615386,11943074.0,2004037.142857143,139225326.0,-393940647.0,331193705.0,0.0,-46146575.0,-39919396.0,-240040714.0,-12715588.0,1140251335.0,126510717.0,0.0,228267799.0,-958301897.0,855005801.0,1140251335.0,285245534.0,3000000000.0,2831716356.0,1604654041.0,168283644.0,-1251671912.0,223687064.0,3312284777.0,-1426710231.0,11943074.0,2004037.142857143,139225326.0,-1409331154.0,1
IFEC.BK^G24,2014-12-31,-483640944.0,-640978206.0,3641298820.0,640716903.0,3156933083.0,2516216180.0,-111218301.0,-399743411.0,-193738958.0,20426161.0,998368597.0,364714389.0,-92042338.0,-83897533.0,-46947658.0,84024638.0,-67796452.0,36949875.0,-163608671.0,45965901.0,2004037.142857143,36949875.0,11670614.0,110236544.0,0.0,-57432226.0,-45425051.0,-164330551.0,-26535492.0,235437458.0,129276931.0,0.0,20426161.0,0.0,-323015889.0,235437458.0,558453347.0,182862738.0,177745757.0,820622840.0,5116981.0,2516216180.0,95812219.0,708466611.0,-857529796.0,45965901.0,2004037.142857143,36949875.0,-848355333.0,1
IFEC.BK^G24,2013-12-31,9440462.0,-217877685.0,798268897.0,50885229.0,640716903.0,589831674.0,88721567.0,-75889608.0,43969986.0,16065796.0,-16741938.0,54022595.0,-15316619.0,85330070.0,104621436.0,80058807.0,79124170.0,18986802.0,-1509502.0,28804238.0,2004037.142857143,19291366.0,5927214.0,44704107.0,0.0,-23051715.0,-54770975.0,-1728273.0,-33752.0,52948315.0,1074280.0,0.0,16065796.0,43700000.0,42895706.0,52948315.0,10052609.0,1191370840.3333333,-83527250.0,66785312.0,83527250.0,589831674.0,80633672.0,-51271462.0,-73119308.0,28804238.0,2004037.142857143,19291366.0,-44582133.0,1
IFEC.BK^G24,2012-12-31,20189704.0,181139298.0,-326350127.0,175906354.0,50885229.0,-125021125.0,-2101278.0,-138915984.0,6935197.0,10374257.0,-179586463.0,20649745.0,-5434973.0,159105688.0,165253227.0,84140242.0,-8948167.0,6147539.0,-93687737.0,52237018.0,2004037.142857143,6147539.0,6134323.0,219591523.0,0.0,-35158054.0,-118218213.0,-544374.0,8471212.0,20649745.0,24267874.272727273,0.0,10374257.0,47700238.0,6935197.0,20649745.0,13714548.0,1191370840.3333333,-191745402.0,12158939.0,155794555.76923078,-125021125.0,84739570.0,-166331956.0,-147223705.0,52237018.0,2004037.142857143,6147539.0,-460041.0,1
IFEC.BK^G24,2011-12-31,124918933.0,-41488531.0,54000583.0,38475369.0,175906354.0,137430985.0,106655281.0,-33387301.0,49363963.0,22102236.0,105328322.0,60487623.0,-2040660.0,158306234.0,172660358.0,85490121.0,85064681.0,14354124.0,-425440.0,28453929.0,2004037.142857143,14354124.0,9277136.0,94459006.0,0.0,-15695855.0,3964175.0,-8162509.0,-12601622.0,60487623.0,24267874.272727273,0.0,22102236.0,0.0,49363963.0,60487623.0,11123660.0,1191370840.3333333,-167925398.0,273253720.0,155794555.76923078,137430985.0,85490121.0,180883292.0,13103571.0,28453929.0,2004037.142857143,14354124.0,64431310.0,1
IFEC.BK^G24,2010-12-31,162918979.0,-99219952.0,-96203210.0,68791552.0,36287369.0,-32504183.0,118190707.0,-26108729.0,101029539.0,1809587.0,-48848723.0,106625482.0,-683752.0,189027708.0,199653011.0,93950600.0,73073395.0,10010205.0,-20877205.0,17521185.0,2004037.142857143,10625303.0,10458281.0,98983489.0,0.0,-27033983.0,-6893741.0,2550240.0,5511274.0,106625482.0,24267874.272727273,0.0,1809587.0,-123244526.66666667,101029539.0,106625482.0,5595943.0,1191370840.3333333,-99673184.0,50824461.0,155794555.76923078,-32504183.0,93950600.0,13040717.0,8939010.0,6195414.0,2004037.142857143,10625303.0,56293497.0,1
IFEC.BK^G24,2009-12-31,205795023.0,-84953659.0,-98107043.0,46057231.0,68791552.0,22734321.0,128718202.0,16370117.0,85275089.0,-507638.0,-54605180.0,91647731.0,-190627.0,189424906.0,201572569.0,100135433.0,100135433.0,8161614.0,246906229.84615386,11695621.0,4525850.0,12147663.0,20611782.0,80024138.0,0.0,-6960845.0,39807752.0,893394.0,-4137694.0,91647731.0,24267874.272727273,0.0,-507638.0,829068.0,85275089.0,91647731.0,6372642.0,1191370840.3333333,-66850000.0,12244820.0,155794555.76923078,22734321.0,100135433.0,65914754.0,74605787.0,626184.0,4525850.0,12147663.0,114147292.0,1
IFEC.BK^G24,2008-12-31,120448000.0,-135936000.0,2322000.0,60194000.0,47028000.0,-13166000.0,121603000.0,-43546000.0,140532000.0,3305000.0,27362000.0,145351000.0,1767000.0,163994000.0,179259000.0,83873000.0,83873000.0,13278000.0,246906229.84615386,16104516.0,1987000.0,15265000.0,22685000.0,55669000.0,0.0,-17686000.0,-22819000.0,-14356000.0,-2692000.0,145351000.0,24267874.272727273,0.0,3305000.0,0.0,140532000.0,145351000.0,4819000.0,1191370840.3333333,-28850000.0,56212000.0,155794555.76923078,-13166000.0,83873000.0,7278000.0,-47314000.0,14214751.777777778,1987000.0,15265000.0,-24903000.0,1
IFEC.BK^G24,2007-12-31,172293000.0,-215311000.0,-35966000.0,139176000.0,60194000.0,-78984000.0,104502000.0,11565000.0,145775000.0,-10000000.0,-36671000.0,149952000.0,204000.0,160728000.0,175924000.0,81726000.0,81726000.0,14696000.0,246906229.84615386,16104516.0,500000.0,15196000.0,7876000.0,70922000.0,0.0,-32961000.0,44753000.0,-1845000.0,6894000.0,149952000.0,24267874.272727273,0.0,-10000000.0,1000000.0,145775000.0,149952000.0,4177000.0,1191370840.3333333,-97510000.0,60839000.0,155794555.76923078,-78984000.0,81726000.0,-10153000.0,22341000.0,14214751.777777778,500000.0,15196000.0,22341000.0,1
IFEC.BK^G24,2006-12-31,81342000.0,5598000.0,-65760000.0,117996000.0,139176000.0,21180000.0,50287000.0,-55826000.0,815000.0,5472000.0,-65760000.0,18359000.0,4967000.0,137168000.0,137168000.0,89983000.0,89983000.0,242343426.0,246906229.84615386,16104516.0,2004037.142857143,134003403.8235294,-44663000.0,86881000.0,0.0,-5580000.0,-43319000.0,-2577000.0,-2719000.0,18359000.0,24267874.272727273,0.0,5472000.0,-123244526.66666667,815000.0,18359000.0,17544000.0,1191370840.3333333,-50040000.0,-15720000.0,155794555.76923078,21180000.0,89983000.0,14767000.0,62983000.0,11677000.0,2004037.142857143,23680000.0,62983000.0,1
IFEC.BK^G24,2005-12-31,162657000.0,-114650000.0,-56170000.0,126159000.0,117996000.0,-8163000.0,100364000.0,25703000.0,116851000.0,8344324.0,-56170000.0,125253000.0,1976000.0,136954000.0,136954000.0,92961000.0,92961000.0,242343426.0,246906229.84615386,16104516.0,2004037.142857143,134003403.8235294,5427000.0,36590000.0,0.0,-7069000.0,-8481000.0,29025000.0,-1479000.0,125253000.0,24267874.272727273,0.0,8344324.0,-123244526.66666667,116851000.0,125253000.0,8402000.0,1191370840.3333333,-51092000.0,-5078000.0,51092000.0,-8163000.0,92961000.0,-10364000.0,37404000.0,12119000.0,2004037.142857143,22317000.0,37404000.0,1
IFEC.BK^G24,2004-12-31,91577000.0,-68626000.0,-422334000.0,525544000.0,126159000.0,-399383000.0,-603545000.0,-52775000.0,73271000.0,8344324.0,-422334000.0,81725000.0,-1579000.0,144352000.0,144352000.0,86967000.0,86967000.0,242343426.0,246906229.84615386,16104516.0,2004037.142857143,134003403.8235294,-6543000.0,747897000.0,0.0,-34536000.0,17368000.0,-10958000.0,3570000.0,81725000.0,24267874.272727273,0.0,8344324.0,-123244526.66666667,73271000.0,81725000.0,8454000.0,1191370840.3333333,-431093000.0,8759000.0,431093000.0,-399383000.0,86967000.0,-404028000.0,9852000.0,12897000.0,2004037.142857143,25624000.0,9852000.0,1
NATION.BK,2024-12-31,-167325572.0,-4859153.0,167379733.0,22916142.0,18111150.0,-4804992.0,721234874.0,-6815561.0,4859153.0,0.0,167379733.0,10577334.0,-1841241.0,-160510011.0,-127308675.0,106644971.0,650700712.0,31699191.0,544055741.0,12925.0,127620.0,33201336.0,37826212.0,-848658244.0,39290943.0,1574520.0,-19072607.0,-1133283.0,-38052757.0,8401584.0,2175750.0,2175750.0,0.0,44379632.0,2683403.0,8401584.0,5718181.0,297541986.85714287,-23206408.0,190586141.0,23206408.0,-4804992.0,106644971.0,-4804992.0,-177902906.0,12925.0,127620.0,33201336.0,-177902906.0,1
