Instrument,Date,Cash Flow from Operations Pct of Capital Expenditures,CAPEX to Depreciation & Amortization,CAPEX to Cash Flow from Operations,Depreciation & Depletion Pct of Cash Flow from Ops,"Depreciation & Depletion Pct of Cash Flow from Ops, TTM","Price to Cash Flow from Operations per Share, TTM","Price to Cash Flow from Operations per Share - Issue, TTM",Free Cash Flow Yield - %,"Free Cash Flow Yield - %, TTM","Free Cash Flow Yield - %, 3 Yr Avg","Free Cash Flow Yield - %, 5 Yr Avg",Cash Flow from Operations per Share,Capital Expenditures - Total per Share,"Cash Flow from Operations per Share, TTM",Free Cash Flow Net of Dividends per Share,"Free Cash Flow Net of Dividends per Share, TTM",Free Cash Flow per Share,"Free Cash Flow per Share, TTM","Capital Expenditures - Total per Share, TTM","Free Cash Flow Net of Dividends per Share, 3 Yr Avg","Free Cash Flow Net of Dividends per Share, 5 Yr Avg","Free Cash Flow Net of Dividends per Share, Annualized","Free Cash Flow per Share, 3 Yr Avg","Free Cash Flow per Share, 5 Yr Avg","Free Cash Flow per Share, Annualized","Cash Flow from Operations per Share, PoP % Chg","Cash Flow from Operations per Share, YoY % Chg",Target
SAM.BK,2022-12-31,2415.60883,0.12255,0.0414,33.77887,8980.0578527632,874.9125462762439,874.9125462762439,25.5099164912437,-55.3831316922809,-1.11428556642935,6.50965007550276,0.199586752511357,0.008262378827029,-0.17658760848449,0.191321084125955,-0.210455900430667,0.191324373684328,-0.210455900430667,0.033868291946178,-0.008338243345255,0.042046869520527,-0.379986706295624,-0.008329284609059,0.042052339487748,-0.379986706295624,553.836732189252,-158.289685459371,0
SAM.BK,2021-12-31,-1411.06561,0.04572,0.842853076923077,164.6963623076923,8980.0578527632,874.9125462762439,874.9125462762439,-3.99104087056586,-33.4973671617822,0.787829853724774,-2.71794654098129,-0.043977655036554,0.003116627236124,-0.123110560546076,-0.047117868922893,-0.157287108175863,-0.047094282272677,-0.157437625660376,0.0343270651143,0.006497202805814,-0.018867361049956,-0.057101007933769,0.00650616154201,-0.01886254899441,-0.057101007933769,-275.976682439391,-83.1689811041249,0
SAM.BK,2020-12-31,199.35328,0.17442,0.50162,286.1789,8980.0578527632,874.9125462762439,874.9125462762439,2.6499513764171,-43.9259485953332,2.26469836160062,3.50965941388679,0.024990614908143,0.012535843438982,-0.105015351085824,0.01245477146916,-0.162526009802733,0.01245477146916,-0.162526009802733,0.057510658716908,0.019096326809273,0.027304917731987,-0.817739758165693,0.019117828669179,0.027305150240039,-0.817739758165693,183.007442773849,-271.204052144442,0
SAM.BK,2019-12-31,-125.82814,0.33201,0.842853076923077,164.6963623076923,28.9707332054724,2.23764530131755,2.23764530131755,-14.6035509718333,32.9933415165196,3.95302761781072,2.49799103501708,-0.030106474881089,0.023926663714695,0.214511209492125,-0.054033612223298,0.158368039279294,-0.054033138595783,0.158368039279294,0.056143170212831,0.033678058581931,0.021881307817762,0.419866563077765,0.033699560441836,0.02188240146675,0.419866563077765,-115.345684629447,464.117389397683,0
SAM.BK,2018-12-31,221.48534,1.24456,0.4515,36.03645,84.2502479289013,6.58484090044052,6.58484090044052,23.3934724247198,4.48722644725554,2.99202019699941,3.62516985881226,0.196188541652401,0.08857856849869,0.075931978852602,0.107609973153711,0.022436132236278,0.107609973153711,0.022436132236278,0.053495846616325,0.025186228830855,0.024023565385775,-0.172481682896749,0.02520777015972,0.044009562085981,-0.172481682896749,425.407897489744,71.5808337191628,0
SAM.BK,2017-12-31,-113.84064,0.7468,0.842853076923077,164.6963623076923,8980.0578527632,874.9125462762439,874.9125462762439,-11.4394008814608,-7.9201092689025,2.74260791930848,4.74995066999059,-0.060290036955414,0.052960031771048,-0.009162273792999,-0.113250068726462,-0.054802560998313,-0.113250068726462,-0.054648753955427,0.045486480162428,0.022902050394396,0.008248950493495,-0.077885780692545,0.02292363119222,0.065929315299469,-0.077288618933335,-127.707638922492,-90.5611378054667,0
SAM.BK,2016-12-31,642.82949,0.44915,0.15556,34.37262,33.7788666721382,3.75776443357544,3.75776443357544,11.4840133687231,25.5099164912437,3.25317387198366,10.2293265749295,0.217593556506446,0.033849342606876,0.199586752511357,0.183743524986822,0.191321084125955,0.18374421389957,0.191324373684328,0.008262378827029,0.025908148833593,0.09453020860891,0.455372501779305,0.025916951846803,0.152212379434951,0.455372501779305,677.251657355946,193.554914022513,0
SAM.BK,2015-12-31,65.63301,0.47626,1.52362,318.0269,8980.0578527632,874.9125462762439,874.9125462762439,-1.52697629138416,-6.1759113316764,0.715097057532969,8.19439992275373,0.027995251531101,0.042654223928389,-0.04416535999294,-0.014663278101964,-0.050645762478119,-0.014658972397288,-0.050642472919746,0.006477112926806,0.005461924137822,0.049828344771766,-0.119428502908116,0.005470492490127,0.107510526986529,-0.119428502908116,-80.0626308799005,-156.766026870218,0
SAM.BK,2014-12-31,167.53422,0.8573,0.59689,69.53876,175.657191860217,24.5476811938963,24.5476811938963,2.74770216021228,3.3486094651862,1.68403439713012,8.97759812965335,0.140415976463403,0.08381331196303,0.038292822551147,-0.043322324383231,0.031450052764162,0.056602664500373,0.03147692897275,0.006815893578397,0.012327257736537,0.057411188605787,-0.475481422139342,0.012335551958978,0.115092808022156,-0.47546837117406,-64.9179192304032,-5837.65987430344,0
SAM.BK,2013-12-31,218.66664,2.01303,0.45732,22.64908,42.4017951235517,7.15885846368125,7.15885846368125,16.3314841519665,13.3806829044457,2.25254293133578,6.53198042597848,0.400249852298077,0.183041113076923,0.159243265638442,0.028736898692308,0.152516198460465,0.217208739221154,0.152539785110681,0.006703480527761,0.015667890025486,0.030753106336945,0.898583028767868,0.015673944563878,0.068455154864255,0.898583028767868,6.450063516139,744.800922770469,0
