Instrument,Date,Cash & Short Term Investments,Cash & Cash Equivalents,Loans & Receivables - Net - Short-Term,Loans & Receivables - Total,Accounts & Notes Receivable - Trade - Gross - Total,Receivables - Other - Total,Accounts & Notes Receivable - Trade - Net,Provision - Trade Accounts & Trade Notes Receivable,Trade Accounts & Trade Notes Receivable - Gross,Trade Accounts & Trade Notes Receivable - Net,Inventories - Total,Inventories - Other - Total,Inventories - Raw Materials,Investments - Long-Term,Investments - Total,Property Plant & Equipment - Net - Total,PPE - Accumulated Depreciation & Impairment - Total,PPE - excl Assets Leased Out - Accum Depr & Impair - Total,PPE - excluding Assets Leased Out - Net - Total,Property Plant & Equipment - Gross - Total,Buildings - Gross,Construction in Progress - Gross,Land & Buildings - Gross,Land/Improvements - Gross,Plant Machinery & Equipment - Gross,PPE - excluding Assets Leased Out - Gross,Property Plant & Equipment - Other - Gross,Property Plant & Equipment - Other - Net,Transportation Equipment - Gross,Intangible Assets - excluding Goodwill - Net - Total,Intangible Assets - Total - Net,Total Assets,Total Current Assets,Other Assets - Total,Other Current Assets - Total,Other Non-Current Assets - Total,Deferred Tax - Asset - Long-Term,Other Current Assets,Other Non-Current Assets,Restricted Accounts - Long-Term,Total Non-Current Assets,Payables & Accrued Expenses,Trade Accounts Payable & Accruals - Short-Term,Trade Account Payables - Total,Accounts Payable,Accrued Expenses,Accrued Expenses - Short-Term,Trade Accounts & Trade Notes Payable - Short-Term,Debt - Long-Term - Total,Debt - Total,Short-Term Debt & Current Portion of Long-Term Debt,Capitalized Lease Obligations - Long-Term,Capitalized Leases - Current Portion,Current Portion of Long-Term Debt excl Capitalized Leases,Current Portion of Long-Term Debt incl Capitalized Leases,Debt - Non-Convertible - Long-Term,Long-Term Debt excluding Capitalized Leases,Short-Term Banking Borrowings excl Collateralized Financing,Short-Term Debt & Notes Payable,Total Current Liabilities,Total Liabilities,Total Liabilities & Equity,Other Current Liabilities - Total,Other Non-Current Liabilities - Total,Total Non-Current Liabilities,Income Taxes - Payable - Long-Term & Short-Term,Income Taxes - Payable - Short-Term,Other Current Liabilities,Other Non-Current Liabilities,Other Payables,Post Employment Benefits - Pension & Other - Long-Term,Provisions - Long-Term,Total Shareholders' Equity incl Minority Intr & Hybrid Debt,Shareholders' Equity - Attributable to Parent ShHold - Total,Common Equity - Total,Retained Earnings - Total,Common Equity - Contributed,Common Equity Attributable to Parent Shareholders,Common Stock - Additional Paid in Capital,Common Stock - Addnl Paid in Capital incl Option Reserve,Common Stock - Issued & Paid,Equity - Non-Contributed - Reserves & Retained Earnings,Legal Statutory & Appropriated Reserves,Minority Interest - Equity,Common Shares - Issued - Total,Common Shares - Outstanding - Total,Common Shares - Treasury - Total,Asset Allocation Factor - Issue Specific,Common Shares - Authorized - Issue Specific,Common Shares - Issued - Issue Specific,Common Shares - Outstanding - Issue Specific,Common Shares - Treasury - Issue Specific,Cash & Cash Equivalents - Total,Cash & Short Term Investments - Total,Cash Short Term Investments & Accounts Receivable - Total,Current Assets excl CFh & Short Term Investments - Total,Current Liabilities excluding Current Debt - Total,Debt including Preferred Equity & Minority Interest - Total,Interest Bearing Liabilities - Total,Minority Interest - Total,Other Short-Term & Long-Term Assets - Total,Other Short-Term & Long-Term Liabilities - Total,Provision for Doubtful Accounts & Notes Receivable - Total,Provisions - Total,Trade Accounts & Trade Notes Receivable - Net - Total,Unearned Revenue - Total,Total Available Funds,Total Book Capital,Total Capital,Total Current Assets excluding Total Inventories,Total Debt Excluding Islamic,Total Fixed Assets - Net,Total Long Term Capital,Accruals - Short-Term,Asset Accruals,Book Value excluding Other Equity,Cash – Intermediate,Cash & Securities,Cash & Short Term Investments - Net of Debt,Current Portion of LT Debt incl Cap Leases & Hybrid Fin,Debt including Finance and Operating Lease Liabilities,Finance and Operating Lease Liabilities - Total,Investments - Permanent,Net Book Capital,Net Debt,Net Debt Including Preferred Equity & Minority Interest,Net Operating Assets,Shareholders Equity - Common,Tangible Book Value,Tangible Book Value excluding Other Equity,Tangible Total Equity,Working Capital,Working Capital - Non-Cash,Working Capital excluding Other Current Assets & Liabilities,Target
GJS.BK,2021-12-31,800466397.0,800466397.0,6000000.0,6000000.0,0.0,4800000.0,-88854.09090909091,0.0,0.0,0.0,2803087135.0,12087135.0,1958000000.0,66256956.75,224078778.375,12562726221.0,19915000000.0,19915000000.0,12562726221.0,32477726221.0,6259000000.0,6956000000.0,7365000000.0,1106000000.0,17956000000.0,32477726221.0,200726221.0,29726221.0,5000000.0,3604516.0,3604516.0,16622229723.0,3647217754.0,408345454.0,-335778.0,408681232.0,0.0,-335778.0,681232.0,158000000.0,12975011969.0,273874622.0,273874622.0,273874622.0,273874622.0,322264812.8888889,322264812.8888889,273874622.0,555308.0,23401234.0,22845926.0,555308.0,1756296.0,21089630.0,22845926.0,0.0,0.0,404967141.3333333,404967141.3333333,649472857.0,783534689.0,16622229723.0,352752309.0,133506524.0,134061832.0,0.0,0.0,347469779.0,5894761561.0,315320803.0,133506524.0,133506524.0,15838695034.0,15838695034.0,15838695034.0,728851956.0,15109843078.0,15838695034.0,-9667487640.0,-9357806422.0,24467649500.0,728851956.0,37000000.0,0.0,25487134896.0,25487134896.0,0.0,1.0,28750859116.0,25487134896.0,25487134896.0,0.0,800466397.0,800466397.0,800466397.0,2846751357.0,626626931.0,23401234.0,23401234.0,0.0,250345454.0,352752309.0,0.0,133506524.0,0.0,5282530.0,15972756866.0,15862096268.0,15862096268.0,844130619.0,23401234.0,12975011969.0,15972756866.0,2197278500.0,15821763326.0,15838695034.0,800000000.0,224078778.375,777065163.0,22845926.0,23401234.0,2311604.0,66256956.75,15061629871.0,-777065163.0,-777065163.0,15061629871.0,15838695034.0,15835090518.0,15835090518.0,15835090518.0,2997744897.0,2197278500.0,3350832984.0,1
GJS.BK,2020-12-31,106593691.0,106593691.0,36922175.0,36922175.0,27922175.0,4800000.0,-77825.0,0.0,27922175.0,27922175.0,1470359108.0,74359108.0,945000000.0,66256956.75,224078778.375,12894015945.0,19474000000.0,19474000000.0,12894015945.0,32368015945.0,6259000000.0,7101000000.0,7136000000.0,877000000.0,17937000000.0,32368015945.0,194015945.0,33015945.0,11000000.0,5215597.0,5215597.0,14857406988.0,1647453544.0,310300472.0,-421430.0,310721902.0,0.0,-421430.0,3721902.0,46000000.0,13209953444.0,328134141.0,328134141.0,328134141.0,328134141.0,322264812.8888889,322264812.8888889,328134141.0,741370688.0,1227030138.0,485659450.0,2311604.0,5740013.0,479919437.0,485659450.0,739059084.0,739059084.0,404967141.3333333,404967141.3333333,1327342330.0,2196888798.0,14857406988.0,513548739.0,128175780.0,869546468.0,0.0,0.0,503042131.0,5894761561.0,300209148.0,128175780.0,128175780.0,12660518190.0,12660518190.0,12660518190.0,-2449324888.0,15109843078.0,12660518190.0,-9667487640.0,-9357806422.0,24467649500.0,-2449324888.0,18506388.75,0.0,25487000000.0,25487000000.0,0.0,1.0,28751000000.0,25487000000.0,25487000000.0,0.0,106593691.0,106593691.0,134515866.0,1540859853.0,841682880.0,1227030138.0,1227030138.0,0.0,264300472.0,513548739.0,0.0,128175780.0,27922175.0,10506608.0,13530064658.0,13887548328.0,13887548328.0,177094436.0,1227030138.0,13209953444.0,13530064658.0,213517523.0,14750813297.0,12660518190.0,107000000.0,224078778.375,-1120436447.0,485659450.0,1227030138.0,8051617.0,66256956.75,13780954637.0,1120436447.0,1120436447.0,13780954637.0,12660518190.0,12655302593.0,12655302593.0,12655302593.0,320111214.0,213517523.0,834081383.0,1
GJS.BK,2019-12-31,424062101.0,424062101.0,15196512.0,15196512.0,358196512.0,0.0,196512.0,352000000.0,358196512.0,6196512.0,1424609957.0,-61390043.0,881000000.0,66256956.75,224078778.375,13292272540.0,19087000000.0,19087000000.0,13292272540.0,32379272540.0,6247000000.0,7123000000.0,7113000000.0,866000000.0,17958000000.0,32379272540.0,185272540.0,30272540.0,5000000.0,6494070.0,6494070.0,15487904618.0,1881952663.0,307269438.0,84093.0,307185345.0,0.0,84093.0,75185345.0,1000000.0,13605951955.0,333324560.0,333324560.0,333324560.0,333324560.0,322264812.8888889,322264812.8888889,333324560.0,1049973608.0,1220536059.0,170562451.0,950062.0,438781.0,170123670.0,170562451.0,1049023546.0,1049023546.0,0.0,0.0,1037999487.0,2193658982.0,15487904618.0,534112476.0,105685887.0,1155659495.0,0.0,0.0,495137395.0,5894761561.0,351170757.0,105685887.0,105685887.0,13294245636.0,13294245636.0,13294245636.0,-1815597192.0,15109842828.0,13294245636.0,-9667486450.0,-9357805232.0,24467648060.0,-1815597192.0,0.0,0.0,25487000000.0,25487000000.0,0.0,1.0,28751000000.0,25487000000.0,25487000000.0,0.0,424062101.0,424062101.0,430258613.0,1457890562.0,867437036.0,1220536059.0,1220536059.0,0.0,306269438.0,534112476.0,352000000.0,124861201.0,6196512.0,19799767.0,14449905131.0,14514781695.0,14514781695.0,457342706.0,1220536059.0,13605951955.0,14449905131.0,419891075.0,15063842517.0,13294245636.0,424000000.0,224078778.375,-796473958.0,170562451.0,1220536059.0,1388843.0,66256956.75,14090719594.0,796473958.0,796473958.0,14090719594.0,13294245636.0,13287751566.0,13287751566.0,13287751566.0,843953176.0,419891075.0,1377981559.0,1
GJS.BK,2018-12-31,201031915.0,201031915.0,128892449.0,128892449.0,430892449.0,5000000.0,-107551.0,417000000.0,430892449.0,13892449.0,3911388858.0,-141611142.0,2228000000.0,66256956.75,224078778.375,14081823623.0,18261000000.0,18261000000.0,14081823623.0,32342823623.0,6247000000.0,7113000000.0,7113000000.0,866000000.0,17938000000.0,32342823623.0,178823623.0,28823623.0,5000000.0,7134735.0,7134735.0,18824362754.0,4438339159.0,297091174.0,25937.0,297065237.0,0.0,25937.0,78065237.0,1000000.0,14386023595.0,2091105657.0,2033028589.0,2091105657.0,2033028589.0,322264812.8888889,322264812.8888889,2033028589.0,1118906973.0,2538698805.0,1419791832.0,1388843.0,416261.0,180013171.0,180429432.0,1117518130.0,1117518130.0,1239362400.0,1239362400.0,4349580587.0,5606705252.0,18824362754.0,896760166.0,80140624.0,1257124665.0,0.0,0.0,823512511.0,5894761561.0,672628473.0,80140624.0,80140624.0,13217657502.0,13217657502.0,13217657502.0,-21438758363.0,34656415865.0,13217657502.0,-61757357060.0,-61447675842.0,96104091707.0,-21438758363.0,18507422.0,0.0,13928000000.0,13928000000.0,0.0,1.0,18738000000.0,13928000000.0,13928000000.0,0.0,201031915.0,201031915.0,214924364.0,4237307244.0,2929788755.0,2538698805.0,2538698805.0,0.0,296091174.0,896760166.0,417000000.0,120705777.0,13892449.0,32682502.0,14474782167.0,15756356307.0,15756356307.0,526950301.0,2538698805.0,14386023595.0,14474782167.0,-112273343.0,18623330839.0,13217657502.0,201000000.0,224078778.375,-2337666890.0,180429432.0,2538698805.0,1805104.0,66256956.75,15555324392.0,2337666890.0,2337666890.0,15555324392.0,13217657502.0,13210522767.0,13210522767.0,13210522767.0,88758572.0,-112273343.0,985492801.0,1
GJS.BK,2017-12-31,578123897.0,578123897.0,152960295.0,152960295.0,449960295.0,5000000.0,-39705.0,417000000.0,449960295.0,32960295.0,3514913905.0,203913905.0,897000000.0,66256956.75,224078778.375,14880995867.0,17389000000.0,17389000000.0,14880995867.0,32269995867.0,6245000000.0,7073000000.0,7103000000.0,858000000.0,17935000000.0,32269995867.0,158995867.0,13995867.0,5000000.0,6224647.0,6224647.0,19545754398.0,4378306277.0,280535787.0,308180.0,280227607.0,0.0,308180.0,26227607.0,1000000.0,15167448121.0,1102700697.0,870384829.0,1102700697.0,870384829.0,322264812.8888889,322264812.8888889,870384829.0,1481163177.0,3162118798.0,1680955621.0,1805104.0,394896.0,204359878.0,204754774.0,1479358073.0,1479358073.0,1476200847.0,1476200847.0,3706516046.0,5492149567.0,19545754398.0,1155175596.0,72154476.0,1785633521.0,0.0,0.0,962826390.0,5894761561.0,751523901.0,72154476.0,72154476.0,14053604831.0,14053604831.0,14053604831.0,-20602811034.0,34656415865.0,14053604831.0,-61757357060.0,-61447675842.0,96104091707.0,-20602811034.0,18507422.0,0.0,13928000000.0,13928000000.0,0.0,1.0,18738000000.0,13928000000.0,13928000000.0,0.0,578123897.0,578123897.0,611084192.0,3800182380.0,2025560425.0,3162118798.0,3162118798.0,0.0,279535787.0,1155175596.0,417000000.0,72154476.0,32960295.0,192349206.0,15839238352.0,17215723629.0,17215723629.0,863392372.0,3162118798.0,15167448121.0,15839238352.0,93666334.0,18967630501.0,14053604831.0,578000000.0,224078778.375,-2583994901.0,204754774.0,3162118798.0,2200000.0,66256956.75,16637599732.0,2583994901.0,2583994901.0,16637599732.0,14053604831.0,14047380184.0,14047380184.0,14047380184.0,671790231.0,93666334.0,1826657647.0,1
GJS.BK,2016-12-31,610143344.0,610143344.0,206959729.0,206959729.0,612959729.0,4800000.0,-40271.0,417000000.0,612959729.0,195959729.0,916625845.0,33625845.0,563000000.0,66256956.75,224078778.375,15801144841.0,16565000000.0,16565000000.0,15801144841.0,32366144841.0,6245000000.0,7072000000.0,7103000000.0,858000000.0,17953000000.0,32366144841.0,238144841.0,10144841.0,2000000.0,7806914.0,7806914.0,17812868433.0,1752489710.0,251187760.0,-239208.0,251426968.0,0.0,-239208.0,26426968.0,1000000.0,16060378723.0,2495630785.0,2039408917.0,2495630785.0,2039408917.0,322264812.8888889,322264812.8888889,2039408917.0,62606649.0,306840609.0,244233960.0,2390215.0,2620952.375,225733960.0,225733960.0,62606649.0,62606649.0,18500000.0,18500000.0,5297777893.0,5870588613.0,17812868433.0,3014135016.0,53982203.0,572810720.0,0.0,0.0,2751798909.0,5894761561.0,1269899457.0,53982203.0,53982203.0,11942279820.0,11942279820.0,11942279820.0,-21577600700.0,33358191051.0,11942279820.0,-39828910395.0,-39680918646.0,73039109697.0,-21415911231.0,18507422.0,0.0,10585000000.0,10585000000.0,0.0,1.0,14947000000.0,10585000000.0,10585000000.0,0.0,610143344.0,610143344.0,806103073.0,1142346366.0,5053543933.0,306840609.0,306840609.0,0.0,250187760.0,3014135016.0,417000000.0,126222267.0,195959729.0,190096043.0,12515090540.0,12249120429.0,12249120429.0,835863865.0,306840609.0,16060378723.0,12515090540.0,-4155431527.0,17202725089.0,11780590351.0,610000000.0,224078778.375,303302735.0,225733960.0,306840609.0,5011167.375,66256956.75,11638977085.0,-303302735.0,-303302735.0,11638977085.0,11942279820.0,11934472906.0,11772783437.0,11934472906.0,-3545288183.0,-4155431527.0,-530913959.0,1
GJS.BK,2015-12-31,157108146.0,157108146.0,226083159.0,226083159.0,632083159.0,4800000.0,83159.0,417000000.0,632083159.0,215083159.0,719880225.0,22880225.0,502000000.0,66256956.75,224078778.375,16657192000.0,15653000000.0,15653000000.0,16657192000.0,32310192000.0,6245000000.0,7039000000.0,7103000000.0,858000000.0,17931000000.0,32310192000.0,237192000.0,3192000.0,3000000.0,9166095.0,9166095.0,18000017724.0,1121231409.0,212588099.0,159879.0,212428220.0,0.0,159879.0,60428220.0,1000000.0,16878786315.0,2699625412.0,2045164744.0,2699625412.0,2045164744.0,322264812.8888889,322264812.8888889,2045164744.0,343347959.0,615164602.0,271816643.0,2390215.0,2620952.375,241816643.0,241816643.0,343347959.0,343347959.0,30000000.0,30000000.0,5005602360.0,6050869158.0,18000017724.0,2688620973.0,47458171.0,1045266798.0,0.0,0.0,2510889642.0,5894761561.0,1216592523.0,47458171.0,47458171.0,11949148566.0,11949148566.0,11949148566.0,-21570731954.0,33358191051.0,11949148566.0,-39828910395.0,-39680918646.0,73039109697.0,-21409042485.0,18507422.0,0.0,10585000000.0,10585000000.0,0.0,1.0,14947000000.0,10585000000.0,10585000000.0,0.0,157108146.0,157108146.0,372191305.0,964123263.0,4733785717.0,615164602.0,615164602.0,0.0,211588099.0,2688620973.0,417000000.0,47458171.0,215083159.0,177731331.0,12994415364.0,12564313168.0,12564313168.0,401351184.0,615164602.0,16878786315.0,12994415364.0,-4041479097.0,17842909578.0,11787459097.0,157000000.0,224078778.375,-458056456.0,241816643.0,615164602.0,5011167.375,66256956.75,12407205022.0,458056456.0,458056456.0,12407205022.0,11949148566.0,11939982471.0,11778293002.0,11939982471.0,-3884370951.0,-4041479097.0,-1195909857.0,1
GJS.BK,2014-12-31,208446530.0,208446530.0,213720686.0,213759580.0,616720686.0,1000000.0,-279314.0,417000000.0,616720686.0,199720686.0,1231247223.0,95247223.0,590000000.0,66256956.75,224078778.375,17578271543.0,14678000000.0,14678000000.0,17578271543.0,32256271543.0,6245000000.0,6985000000.0,7103000000.0,858000000.0,17931000000.0,32256271543.0,237271543.0,3271543.0,3000000.0,24272988.0,24272988.0,19832860811.0,1761902682.0,468862947.0,488243.0,468374704.0,0.0,488243.0,329374704.0,1000000.0,18070958129.0,2787863472.0,2240066014.0,2787863472.0,2240066014.0,322264812.8888889,322264812.8888889,2240066014.0,0.0,885011119.0,885011119.0,2390215.0,2620952.375,885011119.0,885011119.0,0.0,0.0,0.0,0.0,5784186421.0,6369181189.0,19832860811.0,2659109288.0,37197310.0,584994768.0,0.0,0.0,2352274224.0,5894761561.0,1372739369.0,37197310.0,37197310.0,13463679622.0,13463679622.0,13463679622.0,-20056200895.0,33358191048.0,13463679622.0,-39828910395.0,-39680918646.0,73039109694.0,-19894511426.0,18507422.0,0.0,10585300000.0,10585300000.0,0.0,1.0,18837700000.0,10585300000.0,10585300000.0,0.0,208446530.0,208446530.0,408167216.0,1553456152.0,4899175302.0,885011119.0,885011119.0,0.0,467862947.0,2659109288.0,417000000.0,37197310.0,199720686.0,306835064.0,14048674390.0,14348690741.0,14348690741.0,530655459.0,885011119.0,18070919235.0,14048674390.0,-4230730269.0,19624375387.0,13301990153.0,209000000.0,224078778.375,-676564589.0,885011119.0,885011119.0,5011167.375,66256956.75,14140244211.0,676564589.0,676564589.0,14140244211.0,13463679622.0,13439406634.0,13277717165.0,13439406634.0,-4022283739.0,-4230730269.0,-1363662694.0,1
GJS.BK,2013-12-31,201693296.0,201693296.0,244400196.0,244439090.0,626400196.0,13000000.0,-599804.0,417000000.0,626400196.0,209400196.0,1138848435.0,151848435.0,479000000.0,66256956.75,224078778.375,18503542324.0,13753000000.0,13753000000.0,18503542324.0,32256542324.0,6245000000.0,6985000000.0,7103000000.0,858000000.0,17931000000.0,32256542324.0,237542324.0,7542324.0,3000000.0,28314024.0,28314024.0,20686677260.0,1688361715.0,466840091.0,419788.0,466420303.0,0.0,419788.0,331420303.0,1000000.0,18998315545.0,2905013768.0,1247339759.0,2905013768.0,1247339759.0,322264812.8888889,322264812.8888889,1247339759.0,916322558.0,1247447512.0,331124954.0,2390215.0,2620952.375,268869198.0,268869198.0,916322558.0,916322558.0,62255756.0,62255756.0,3791104373.0,6804648762.0,20686677260.0,2212639660.0,439547822.0,3013544389.0,0.0,0.0,1848334607.0,5894761561.0,1326229074.0,28022584.0,439547822.0,13882028498.0,13882028498.0,13882028498.0,-19637852019.0,33358191048.0,13882028498.0,-39828910395.0,-39680918646.0,73039109694.0,-19476162550.0,18507422.0,0.0,10585300000.0,10585300000.0,0.0,1.0,18837700000.0,10585300000.0,10585300000.0,0.0,201693296.0,201693296.0,411093492.0,1486668419.0,3459979419.0,1247447512.0,1247447512.0,0.0,465840091.0,2212639660.0,417000000.0,478761182.0,209400196.0,325091693.0,16895572887.0,15129476010.0,15129476010.0,549513280.0,1247447512.0,18998276651.0,16895572887.0,-2304435954.0,20484945070.0,13720339029.0,202000000.0,224078778.375,-1045754216.0,268869198.0,1247447512.0,5011167.375,66256956.75,14927782714.0,1045754216.0,1045754216.0,14927782714.0,13882028498.0,13853714474.0,13692025005.0,13853714474.0,-2102742658.0,-2304435954.0,109477214.0,1
GJS.BK,2012-12-31,33777000.0,33777000.0,215549000.0,286055000.0,604215000.0,4800000.0,215000.0,417000000.0,604215000.0,187215000.0,472349000.0,-77651000.0,491000000.0,66256956.75,224078778.375,19419657000.0,14151894611.11111,14151894611.11111,19419657000.0,31026379843.444443,5867832722.222222,5958677462.555555,6751299222.222222,883466500.0,17105728611.11111,31026379843.444443,1210318372.2222223,19209657000.0,5726500.0,32500000.0,32500000.0,20726894000.0,1007474000.0,482556000.0,285799000.0,196757000.0,0.0,19020.666666666668,96757000.0,52737500.0,19719420000.0,2223826000.0,2223826000.0,2223826000.0,2223826000.0,322264812.8888889,322264812.8888889,2223826000.0,1357120000.0,2581252000.0,1224132000.0,2390215.0,2620952.375,1050780000.0,1050780000.0,1357120000.0,1357120000.0,173352000.0,173352000.0,9116973000.0,10528435000.0,20726894000.0,5669015000.0,54342000.0,1411462000.0,0.0,0.0,3887389000.0,5894761561.0,2436427000.0,18880000.0,54342000.0,10198459000.0,10198459000.0,10198459000.0,-18038909000.0,28075679000.0,10198459000.0,394381000.0,542373000.0,27533306000.0,-17877220000.0,18507000.0,0.0,4534456171.5,4534456171.5,0.0,1.0,23129236372.0,4534456171.5,4534456171.5,0.0,33777000.0,33777000.0,220992000.0,973697000.0,7892841000.0,2581252000.0,2581252000.0,0.0,482556000.0,5669015000.0,417000000.0,1234975000.0,187215000.0,600993000.0,11609921000.0,12779711000.0,12779711000.0,535125000.0,2581252000.0,19648914000.0,11609921000.0,-8143276000.0,20622611000.0,10036770000.0,33777000.0,224078778.375,-2547475000.0,1050780000.0,2581252000.0,5011167.375,66256956.75,12745934000.0,2547475000.0,2547475000.0,12745934000.0,10198459000.0,10165959000.0,10004270000.0,10165959000.0,-8109499000.0,-8143276000.0,-2726283000.0,1
GJS.BK,2011-12-31,39548747.0,32264246.0,233581984.0,304088473.0,657581984.0,4800000.0,-418016.0,424000000.0,657581984.0,233581984.0,2136850754.0,-50149246.0,1820000000.0,66256956.75,7284501.0,20143645499.0,11912000000.0,11912000000.0,20143645499.0,32052645499.0,6245000000.0,6775000000.0,7102000000.0,857000000.0,17920000000.0,32052645499.0,255645499.0,24645499.0,5726500.0,36686902.0,36686902.0,23436293405.0,2609857018.0,778473030.0,199875533.0,578597497.0,0.0,19020.666666666668,288897497.0,176700000.0,20829436387.0,5162063565.0,5162063565.0,4622063565.0,4622063565.0,540000000.0,540000000.0,4622063565.0,607228447.9333333,517165243.0,517165243.0,2390215.0,2620952.375,376171937.0,376171937.0,757442083.25,757442083.25,140993306.0,140993306.0,11191844378.0,11201088812.0,23436293405.0,5512615570.0,9244434.0,9244434.0,0.0,0.0,3946281722.0,5894761561.0,3218560164.0,9244434.0,9244434.0,12235204593.0,12235204593.0,12235204593.0,-16002163412.0,28075678536.0,12235204593.0,394381033.0,542372782.0,27533305754.0,-15840473943.0,18507422.0,0.0,4534456171.512,4534456171.512,0.0,1.0,23129236372.0,4534456171.512,4534456171.512,0.0,32264246.0,39548747.0,273130731.0,2570308271.0,10674679135.0,517165243.0,517165243.0,0.0,601773030.0,5512615570.0,424000000.0,1015455202.0,233581984.0,560123080.0,12244449027.0,12752369836.0,12752369836.0,473006264.0,517165243.0,20758929898.0,12244449027.0,-8614251606.0,23336522670.0,12073515124.0,32264246.0,7284501.0,-477616496.0,376171937.0,517165243.0,5011167.375,66256956.75,12712821089.0,477616496.0,477616496.0,12712821089.0,12235204593.0,12198517691.0,12036828222.0,12198517691.0,-8581987360.0,-8621536107.0,-3269247323.0,1
GJS.BK,2010-12-31,62078885.0,56835921.0,418090420.0,488596909.0,863090420.0,4800000.0,90420.0,445000000.0,863090420.0,418090420.0,1197903503.0,47903503.0,681000000.0,66256956.75,5242964.0,21070000000.0,10979000000.0,10979000000.0,21070000000.0,32049000000.0,6245000000.0,6775000000.0,7102000000.0,857000000.0,17918000000.0,32049000000.0,254000000.0,1768351543.75,5726500.0,40874230.0,40874230.0,23691659763.0,1966332435.0,832206236.0,288259627.0,543946609.0,0.0,19020.666666666668,367246609.0,176700000.0,21725327328.0,4623911821.0,3666030485.0,4086911821.0,3129030485.0,537000000.0,537000000.0,3129030485.0,607228447.9333333,505800791.0,505800791.0,2390215.0,2620952.375,402601874.875,367136244.0,757442083.25,757442083.25,138664547.0,138664547.0,9256749917.0,10214631253.0,23691659763.0,5084918641.0,1637887258.5263157,957881336.0,0.0,0.0,2159370368.0,5894761561.0,1796057741.0,85647347.78571428,117575007.64285715,13477028510.0,13477028510.0,13477028510.0,-14710133211.0,28187161721.0,13477028510.0,480735839.0,792425308.0,27394736413.0,-14710133211.0,18507422.0,0.0,4511635221.812,4511635221.812,0.0,1.0,23129236372.0,4511635221.812,4511635221.812,0.0,56835921.0,62078885.0,480169305.0,1904253550.0,8750949126.0,505800791.0,505800791.0,0.0,655506236.0,5084918641.0,445000000.0,1517353594.0,418090420.0,1408194679.0,14434909846.0,13982829301.0,13982829301.0,768428932.0,505800791.0,21654820839.0,14434909846.0,-7347253403.0,23564317353.0,13477028510.0,57000000.0,5242964.0,-443721906.0,367136244.0,505800791.0,5011167.375,66256956.75,13920750416.0,443721906.0,443721906.0,13920750416.0,13477028510.0,13436154280.0,13436154280.0,13436154280.0,-7290417482.0,-7352496367.0,-2493758468.0,1
GJS.BK,2009-12-31,46243783.0,42839157.0,93000000.0,162740943.0,814000000.0,4800000.0,-88854.09090909091,721000000.0,814000000.0,93000000.0,1191611226.0,31611226.0,783000000.0,66256956.75,3404626.0,24530090371.0,14151894611.11111,14151894611.11111,17008764904.31579,31026379843.444443,5867832722.222222,5958677462.555555,6751299222.222222,883466500.0,17105728611.11111,31026379843.444443,1210318372.2222223,1768351543.75,5726500.0,22020451.333333332,22020451.333333332,26663821410.0,1455097867.0,422202056.0,124242858.0,297959198.0,0.0,19020.666666666668,129259198.0,168700000.0,24897790512.0,3699159582.0,3699159582.0,3699159582.0,3699159582.0,322264812.8888889,322264812.8888889,3699159582.0,977000000.0,1122340176.0,145340176.0,2390215.0,2620952.375,71000000.0,71000000.0,977000000.0,977000000.0,74340176.0,74340176.0,8284047208.0,9665539841.0,26663821410.0,4439547450.0,404492633.0,1381492633.0,0.0,0.0,2856659590.0,404492633.0,1252279867.5,85647347.78571428,117575007.64285715,16998281569.0,16998281569.0,16998281569.0,-11038595572.0,28036877141.0,16998281569.0,480508859.0,642202828.0,27394674313.0,-11038595572.0,18507422.0,0.0,4511624994.572,4511624994.572,0.0,1.0,23129236372.0,4511624994.572,4511624994.572,0.0,42839157.0,46243783.0,139243783.0,1408854084.0,8138707032.0,1122340176.0,1122340176.0,0.0,253502056.0,4844040083.0,721000000.0,368096090.6666667,93000000.0,1582887860.0,18379774202.0,18120621745.0,18120621745.0,263486641.0,1122340176.0,24828049569.0,18379774202.0,-6871788498.0,26240308279.0,16998281569.0,42839157.0,3404626.0,-1076096393.0,71000000.0,1122340176.0,5011167.375,66256956.75,18074377962.0,1076096393.0,1076096393.0,18074377962.0,16998281569.0,16998281569.0,16998281569.0,16998281569.0,-6828949341.0,-6875193124.0,-2513644749.0,1
