Instrument,Date,Cash & Short Term Investments,Cash & Cash Equivalents,Loans & Receivables - Net - Short-Term,Loans & Receivables - Total,Accounts & Notes Receivable - Trade - Gross - Total,Receivables - Other - Total,Accounts & Notes Receivable - Trade - Net,Provision - Trade Accounts & Trade Notes Receivable,Trade Accounts & Trade Notes Receivable - Gross,Trade Accounts & Trade Notes Receivable - Net,Inventories - Total,Inventories - Other - Total,Inventories - Raw Materials,Investments - Long-Term,Investments - Total,Property Plant & Equipment - Net - Total,PPE - Accumulated Depreciation & Impairment - Total,PPE - excl Assets Leased Out - Accum Depr & Impair - Total,PPE - excluding Assets Leased Out - Net - Total,Property Plant & Equipment - Gross - Total,Buildings - Gross,Construction in Progress - Gross,Land & Buildings - Gross,Land/Improvements - Gross,Plant Machinery & Equipment - Gross,PPE - excluding Assets Leased Out - Gross,Property Plant & Equipment - Other - Gross,Property Plant & Equipment - Other - Net,Transportation Equipment - Gross,Intangible Assets - excluding Goodwill - Net - Total,Intangible Assets - Total - Net,Total Assets,Total Current Assets,Other Assets - Total,Other Current Assets - Total,Other Non-Current Assets - Total,Deferred Tax - Asset - Long-Term,Other Current Assets,Other Non-Current Assets,Restricted Accounts - Long-Term,Total Non-Current Assets,Payables & Accrued Expenses,Trade Accounts Payable & Accruals - Short-Term,Trade Account Payables - Total,Accounts Payable,Accrued Expenses,Accrued Expenses - Short-Term,Trade Accounts & Trade Notes Payable - Short-Term,Debt - Long-Term - Total,Debt - Total,Short-Term Debt & Current Portion of Long-Term Debt,Capitalized Lease Obligations - Long-Term,Capitalized Leases - Current Portion,Current Portion of Long-Term Debt excl Capitalized Leases,Current Portion of Long-Term Debt incl Capitalized Leases,Debt - Non-Convertible - Long-Term,Long-Term Debt excluding Capitalized Leases,Short-Term Banking Borrowings excl Collateralized Financing,Short-Term Debt & Notes Payable,Total Current Liabilities,Total Liabilities,Total Liabilities & Equity,Other Current Liabilities - Total,Other Non-Current Liabilities - Total,Total Non-Current Liabilities,Income Taxes - Payable - Long-Term & Short-Term,Income Taxes - Payable - Short-Term,Other Current Liabilities,Other Non-Current Liabilities,Other Payables,Post Employment Benefits - Pension & Other - Long-Term,Provisions - Long-Term,Total Shareholders' Equity incl Minority Intr & Hybrid Debt,Shareholders' Equity - Attributable to Parent ShHold - Total,Common Equity - Total,Retained Earnings - Total,Common Equity - Contributed,Common Equity Attributable to Parent Shareholders,Common Stock - Additional Paid in Capital,Common Stock - Addnl Paid in Capital incl Option Reserve,Common Stock - Issued & Paid,Equity - Non-Contributed - Reserves & Retained Earnings,Legal Statutory & Appropriated Reserves,Minority Interest - Equity,Common Shares - Issued - Total,Common Shares - Outstanding - Total,Common Shares - Treasury - Total,Asset Allocation Factor - Issue Specific,Common Shares - Authorized - Issue Specific,Common Shares - Issued - Issue Specific,Common Shares - Outstanding - Issue Specific,Common Shares - Treasury - Issue Specific,Cash & Cash Equivalents - Total,Cash & Short Term Investments - Total,Cash Short Term Investments & Accounts Receivable - Total,Current Assets excl CFh & Short Term Investments - Total,Current Liabilities excluding Current Debt - Total,Debt including Preferred Equity & Minority Interest - Total,Interest Bearing Liabilities - Total,Minority Interest - Total,Other Short-Term & Long-Term Assets - Total,Other Short-Term & Long-Term Liabilities - Total,Provision for Doubtful Accounts & Notes Receivable - Total,Provisions - Total,Trade Accounts & Trade Notes Receivable - Net - Total,Unearned Revenue - Total,Total Available Funds,Total Book Capital,Total Capital,Total Current Assets excluding Total Inventories,Total Debt Excluding Islamic,Total Fixed Assets - Net,Total Long Term Capital,Accruals - Short-Term,Asset Accruals,Book Value excluding Other Equity,Cash – Intermediate,Cash & Securities,Cash & Short Term Investments - Net of Debt,Current Portion of LT Debt incl Cap Leases & Hybrid Fin,Debt including Finance and Operating Lease Liabilities,Finance and Operating Lease Liabilities - Total,Investments - Permanent,Net Book Capital,Net Debt,Net Debt Including Preferred Equity & Minority Interest,Net Operating Assets,Shareholders Equity - Common,Tangible Book Value,Tangible Book Value excluding Other Equity,Tangible Total Equity,Working Capital,Working Capital - Non-Cash,Working Capital excluding Other Current Assets & Liabilities,Target
STOWERm.BK,2019-12-31,312510464.0,312510464.0,163695794.0,163695794.0,181132515.27272728,19801224.523846153,155635675.0,21770664.272727273,181132515.27272728,155635675.0,238242890.0,-16520760.4,215251946.0909091,82585052.77,0.0,331843808.0,295110570.75,295110570.75,552428936.4666667,632441007.5454545,214094404.0909091,28024722.714285713,412377580.3636364,198283176.27272728,192076149.8181818,632441007.5454545,10153362.909090908,221962963.35555556,9738569.909090908,1789909.0,1789909.0,2300354778.0,1879092851.0,82777561.0,27834818.0,54942743.0,0.0,27834818.0,32193743.0,22749000.0,421261927.0,346648087.0,346648087.0,346648087.0,90955140.2,15855528.75,15855528.75,346648087.0,301221564.0,906099387.0,604877823.0,1221564.0,1377823.0,300000000.0,301377823.0,300000000.0,300000000.0,303500000.0,303500000.0,1448947278.0,1825663829.0,2300354778.0,72105863.0,40485945.0,376716551.0,0.0,0.0,7419133.0,135587.0,14842334.064545454,40485945.0,40485945.0,474690949.0,483338733.0,483338733.0,-1631709028.0,1890583157.0,483338733.0,264331893.0,574330569.0,1316252588.0,-1407244424.0,17907840.0,-8647784.0,1981465096.55154,1981465096.55154,0.0,1.0,2870946792.96835,1981465096.55154,1981465096.55154,0.0,312510464.0,312510464.0,468146139.0,1566582387.0,844069455.0,897451603.0,906099387.0,-8647784.0,60028561.0,72105863.0,21770664.272727273,140181717.0,155635675.0,31487062.265333336,851407500.0,1389438120.0,1380790336.0,1640849961.0,906099387.0,421261927.0,851407500.0,117635109.0,1987844314.0,483338733.0,312510464.0,0.0,-593588923.0,301377823.0,906099387.0,2599387.0,32685467.0,1068279872.0,593588923.0,584941139.0,1068279872.0,483338733.0,481548824.0,481548824.0,472901040.0,430145573.0,117635109.0,474416618.0,1
STOWERm.BK,2018-12-31,69957228.0,69073217.0,587190819.0,587190819.0,181132515.27272728,19801224.523846153,578508529.0,21770664.272727273,181132515.27272728,578508529.0,544135885.0,-16520760.4,215251946.0909091,82585052.77,884011.0,1298847599.0,295110570.75,295110570.75,552428936.4666667,632441007.5454545,214094404.0909091,28024722.714285713,412377580.3636364,198283176.27272728,192076149.8181818,632441007.5454545,10153362.909090908,221962963.35555556,9738569.909090908,172465501.0,172465501.0,3116682133.0,1371588303.0,158725427.0,18131896.0,140593531.0,54360094.0,18131896.0,33193743.0,53039694.0,1745093830.0,543455262.0,543455262.0,543455262.0,90955140.2,15855528.75,15855528.75,543455262.0,602168392.0,949732529.0,347564137.0,2168392.0,6828840.0,0.0,6828840.0,600000000.0,600000000.0,340735297.0,340735297.0,926467090.0,1640869215.0,3116682133.0,35447691.0,37282682.0,714402125.0,0.0,0.0,35447691.0,135587.0,14842334.064545454,37282682.0,37282682.0,1475812918.0,1463546554.0,1463546554.0,-651123027.0,1890582355.0,1463546554.0,264331893.0,574330569.0,1316251786.0,-427035801.0,17907840.0,12266364.0,1981463889.83603,1981463889.83603,0.0,1.0,2870946792.96835,1981463889.83603,1981463889.83603,0.0,69073217.0,69957228.0,648465757.0,1301631075.0,578902953.0,961998893.0,949732529.0,12266364.0,105685733.0,35447691.0,21770664.272727273,112233733.0,578508529.0,31487062.265333336,2190215043.0,2413279083.0,2425545447.0,827452418.0,949732529.0,1745093830.0,2190215043.0,376047996.0,3047608916.0,1463546554.0,69073217.0,884011.0,-879775301.0,6828840.0,949732529.0,8997232.0,133187199.0,2355588219.0,879775301.0,892041665.0,2355588219.0,1463546554.0,1291081053.0,1291081053.0,1303347417.0,445121213.0,375163985.0,462437008.0,1
STOWERm.BK,2017-12-31,103989443.0,103117401.0,657524189.0,657524189.0,181132515.27272728,19801224.523846153,648665299.0,21770664.272727273,181132515.27272728,648665299.0,596317486.0,-16520760.4,215251946.0909091,82585052.77,872042.0,1542668166.0,295110570.75,295110570.75,552428936.4666667,632441007.5454545,214094404.0909091,28024722.714285713,412377580.3636364,198283176.27272728,192076149.8181818,632441007.5454545,10153362.909090908,221962963.35555556,9738569.909090908,375412363.0,421700880.0,3561215549.0,1391702492.0,116939340.0,33871374.0,83067966.0,10044953.0,33871374.0,30298013.0,42725000.0,2169513057.0,500782212.0,500782212.0,500782212.0,90955140.2,15855528.75,15855528.75,500782212.0,9022516.0,1048841579.0,1039819063.0,9022516.0,7986021.0,800000000.0,807986021.0,425000000.0,425000000.0,231833042.0,231833042.0,1571747844.0,1662637529.0,3561215549.0,31146569.0,38952031.0,90889685.0,0.0,0.0,31146569.0,135587.0,14842334.064545454,38952031.0,38952031.0,1898578020.0,1853347797.0,1853347797.0,-260999296.0,1890582355.0,1853347797.0,264331893.0,574330569.0,1316251786.0,-37234558.0,17856197.0,45230223.0,1981463889.83603,1981463889.83603,0.0,1.0,2870946792.96835,1981463889.83603,1981463889.83603,0.0,103117401.0,103989443.0,752654742.0,1287713049.0,531928781.0,1094071802.0,1048841579.0,45230223.0,74214340.0,31146569.0,21770664.272727273,81867169.0,648665299.0,31487062.265333336,1989467705.0,2902189376.0,2947419599.0,795385006.0,1048841579.0,2123224540.0,1989467705.0,-283162753.0,3411809631.0,1853347797.0,103117401.0,872042.0,-944852136.0,807986021.0,1048841579.0,17008537.0,122076045.0,2843430156.0,944852136.0,990082359.0,2843430156.0,1853347797.0,1431646917.0,1431646917.0,1476877140.0,-180045352.0,-284034795.0,-182770157.0,1
STOWERm.BK,2016-12-31,455578448.0,454718117.0,464720042.0,464720042.0,424447252.0,58733297.0,172232808.0,30960507.0,424447252.0,393486745.0,419393528.0,-16520760.4,257740329.0,82585052.77,860331.0,1407812640.0,447649989.0,447649989.0,1407812640.0,1855462629.0,747341109.0,134502007.0,1088510501.0,341169392.0,615718280.0,1855462629.0,16731841.0,5584055.0,23478813.0,424004557.0,522608727.0,3601562855.0,1382979461.0,78775185.0,17825321.0,60949864.0,13756949.0,17825321.0,44067915.0,3125000.0,2218583394.0,178076602.0,178076602.0,138604583.0,138604583.0,39472019.0,39472019.0,138604583.0,813531810.0,1066202865.0,252671055.0,13531810.0,9364602.0,275000000.0,9364602.0,800000000.0,800000000.0,243306453.0,243306453.0,537365655.0,1453917164.0,3601562855.0,106617998.0,34760142.0,916551509.0,0.0,0.0,101762909.0,135587.0,83160884.0,34760142.0,34760142.0,2147645691.0,2073902075.0,2073902075.0,2701424.0,1890578095.0,2073902075.0,264331893.0,574330569.0,1316247526.0,183323980.0,16170354.0,73743616.0,1981457475.69746,1981457475.69746,0.0,1.0,2870946792.96835,1981457475.69746,1981457475.69746,0.0,454718117.0,455578448.0,849065193.0,927401013.0,284694600.0,1139946481.0,1066202865.0,73743616.0,75650185.0,106617998.0,30960507.0,103019699.0,393486745.0,4855089.0,3064197200.0,3140104940.0,3213848556.0,963585933.0,1066202865.0,2119979224.0,3064197200.0,390895689.0,3048240568.0,2073902075.0,454718117.0,860331.0,-610624417.0,9364602.0,1066202865.0,22896412.0,227212163.0,2758270108.0,610624417.0,684368033.0,2758270108.0,2073902075.0,1551293348.0,1551293348.0,1625036964.0,845613806.0,390035358.0,934406483.0,1
STOWERm.BK,2015-12-31,568719858.0,567872150.0,339594624.0,339594624.0,312183651.0,36265114.0,1160211.0,28394141.0,312183651.0,283789510.0,441550532.0,-16520760.4,264300797.0,82585052.77,847708.0,916046077.0,262308975.0,262308975.0,916046077.0,1178355052.0,456982918.0,35076180.0,718650110.0,261667192.0,411641230.0,1178355052.0,12987532.0,4248902.0,13280972.0,157145031.0,209460684.0,2981506389.0,1722821259.0,436029744.0,358523025.0,77506719.0,29869885.0,358523025.0,46111834.0,1525000.0,1258685130.0,201388947.0,201388947.0,179203266.0,179203266.0,22185681.0,22185681.0,179203266.0,2664918.0,363918586.0,361253668.0,2664918.0,761262.0,275000000.0,761262.0,0.0,0.0,360492406.0,360492406.0,637630527.0,748194391.0,2981506389.0,74987912.0,31716140.0,110563864.0,0.0,0.0,26572352.0,135587.0,8657119.0,31716140.0,31716140.0,2233311998.0,2138935999.0,2138935999.0,67769917.0,1890543526.0,2138935999.0,264331893.0,574330569.0,1316212957.0,248392473.0,15417135.0,94375999.0,1981405436.99405,1981405436.99405,0.0,1.0,2870946792.96835,1981405436.99405,1981405436.99405,0.0,567872150.0,568719858.0,852509368.0,1154101401.0,276376859.0,458294585.0,363918586.0,94375999.0,434504744.0,74987912.0,28394141.0,107898946.0,283789510.0,48415560.0,2343875862.0,2502854585.0,2597230584.0,1281270727.0,363918586.0,1206369477.0,2343875862.0,517318582.0,2361318586.0,2138935999.0,567872150.0,847708.0,204801272.0,761262.0,363918586.0,3426180.0,55671650.0,2028510726.0,-204801272.0,-110425273.0,2028510726.0,2138935999.0,1929475315.0,1929475315.0,2023851314.0,1085190732.0,516470874.0,801655619.0,1
STOWERm.BK,2014-12-31,171143770.0,170310498.0,222602603.0,222602603.0,227132724.0,40910093.0,1010417.0,45440214.0,227132724.0,181692510.0,386047986.0,-16520760.4,278770989.0,82585052.77,833272.0,287589439.0,239185337.0,239185337.0,287589439.0,526774776.0,147092424.0,28024722.714285713,377572424.0,230480000.0,139894287.0,526774776.0,9308065.0,1366845.0,7375258.0,3255269.0,3255269.0,1390072276.0,1063602391.0,318788317.0,283163140.0,35625177.0,15307420.22625,283163140.0,35625177.0,15219100.268571427,326469885.0,148842207.0,148842207.0,135831682.0,135831682.0,13010525.0,13010525.0,135831682.0,0.0,324507463.0,324507463.0,0.0,0.0,275000000.0,0.0,425000000.0,425000000.0,324507463.0,324507463.0,505621630.0,571054996.0,1390072276.0,32271960.0,32257161.0,65433366.0,0.0,0.0,26791075.0,135587.0,13041090.0,32257161.0,32257161.0,819017280.0,819017280.0,819017280.0,52356413.0,586038311.0,819017280.0,73918598.0,200660274.0,385378037.0,232978969.0,13064843.0,14556007.407999998,1129603542.76983,1129603542.76983,0.0,1.0,1641493130.10654,1129603542.76983,1129603542.76983,0.0,170310498.0,171143770.0,352836280.0,892458621.0,181114167.0,324507463.0,324507463.0,14556007.407999998,318788317.0,32271960.0,45440214.0,65433366.0,181692510.0,5480885.0,884450646.0,1143524743.0,1143524743.0,677554405.0,324507463.0,326469885.0,884450646.0,387670263.0,1219761778.0,819017280.0,170310498.0,833272.0,-153363693.0,0.0,324507463.0,0.0,50892849.34071428,972380973.0,153363693.0,153363693.0,972380973.0,819017280.0,815762011.0,815762011.0,815762011.0,557980761.0,386836991.0,307089581.0,1
STOWERm.BK,2013-12-31,160441807.0,59488347.0,99723588.0,99723588.0,169802946.0,4415891.0,1000958.0,74495249.0,169802946.0,95307697.0,357471365.0,-16520760.4,215978380.0,82585052.77,100953460.0,266906495.0,231297982.0,231297982.0,266906495.0,498204477.0,147092425.0,28024722.714285713,354524425.0,207432000.0,134834701.0,498204477.0,8845351.0,1546081.0,7375257.0,3534062.0,3534062.0,1092918575.0,794706074.0,204607744.0,176835800.0,27771944.0,15307420.22625,176835800.0,27771944.0,15219100.268571427,298212501.0,102060575.0,102060575.0,102060575.0,90955140.2,15855528.75,15855528.75,102060575.0,152638666.05583334,289925876.0,289925876.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,289925876.0,289925876.0,402155691.0,464798813.0,1092918575.0,10169240.0,32069585.0,62643122.0,0.0,0.0,10169240.0,135587.0,14842334.064545454,32069585.0,32069585.0,628119762.0,628119762.0,628119762.0,8203976.0,457592197.0,628119762.0,73918598.0,73918598.0,383673599.0,170527565.0,10648982.0,14556007.407999998,1124607567.31699,1124607567.31699,0.0,1.0,1641493129.93774,1124607567.31699,1124607567.31699,0.0,59488347.0,160441807.0,255749504.0,634264267.0,112229815.0,289925876.0,289925876.0,14556007.407999998,204607744.0,10169240.0,74495249.0,62643122.0,95307697.0,31487062.265333336,690762884.0,918045638.0,918045638.0,437234709.0,289925876.0,298212501.0,690762884.0,333062036.0,1033430228.0,628119762.0,59488347.0,100953460.0,-129484069.0,94794926.545,289925876.0,14100259.267499998,50892849.34071428,757603831.0,129484069.0,129484069.0,757603831.0,628119762.0,624585700.0,624585700.0,624585700.0,392550383.0,232108576.0,225883823.0,1
STOWERm.BK,2012-12-31,58506704.0,57714251.0,242214029.0,260636473.0,229883225.0,12330804.0,185683017.21555555,0.0,229883225.0,229883225.0,389758466.0,-14079566.0,180276371.0,82585052.77,792453.0,678768333.4333333,295110570.75,295110570.75,552428936.4666667,474809744.0,126882425.0,14814874.0,334314425.0,207432000.0,116330968.0,474809744.0,9349477.0,221962963.35555556,7377965.0,-225509891.0,-225509891.0,1058867663.0,790924546.0,100482563.0,100262743.0,219820.0,15307420.22625,100262743.0,219820.0,0.0,-206866627.0,110088741.0,110088741.0,101168750.0,666893.0,8919991.0,8919991.0,101168750.0,152638666.05583334,143572454.0,143572454.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,143572454.0,143572454.0,343198848.0,372516020.0,1058867663.0,89537653.0,29317172.0,29317172.0,0.0,0.0,20749684.0,135587.0,5283455.0,29317172.0,29317172.0,686351643.0,686351643.0,686351643.0,59702850.0,423918598.0,686351643.0,73918598.0,73918598.0,350000000.0,262433045.0,9657277.0,14556007.407999998,1025904960.84915,1025904960.84915,0.0,1.0,3708171067.039009,1025904960.84915,1025904960.84915,0.0,57714251.0,58506704.0,288389929.0,732417842.0,199626394.0,143572454.0,143572454.0,14556007.407999998,100482563.0,89537653.0,0.0,29317172.0,229883225.0,68787969.0,715668815.0,829924097.0,829924097.0,401166080.0,143572454.0,-225289071.0,715668815.0,390011447.0,507921224.0,686351643.0,57714251.0,792453.0,-85065750.0,94794926.545,143572454.0,14100259.267499998,1000.0,771417393.0,85065750.0,85065750.0,771417393.0,686351643.0,911861534.0,911861534.0,911861534.0,447725698.0,389218994.0,437000608.0,1
STOWERm.BK,2011-12-31,3475267.0,2705732.0,254666308.0,286747364.0,238886646.0,15779662.0,185683017.21555555,0.0,238886646.0,238886646.0,267778802.0,-14257236.0,163942702.0,82585052.77,769535.0,678768333.4333333,295110570.75,295110570.75,552428936.4666667,414676660.0,126882425.0,0.0,293980425.0,167098000.0,111842153.0,414676660.0,8854082.0,221962963.35555556,7377964.0,-221255453.0,-221255453.0,757393951.0,528287630.0,5857959.0,2254901.0,3603058.0,15307420.22625,2254901.0,34680.0,3568378.0,-185570339.0,101119779.0,101119779.0,91909569.0,469277.0,9210210.0,9210210.0,91909569.0,152638666.05583334,142854516.0,142854516.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,142854516.0,142854516.0,272720869.0,301766977.0,757393951.0,28746574.0,29046108.0,29046108.0,0.0,0.0,20665743.0,135587.0,5288832.0,29046108.0,29046108.0,455626974.0,455626974.0,455626974.0,42726779.0,250504000.0,455626974.0,0.0,0.0,250504000.0,205122974.0,8557969.0,14556007.407999998,734266560.89301,734266560.89301,0.0,1.0,3708171067.039009,734266560.89301,734266560.89301,0.0,2705732.0,3475267.0,242361913.0,524812363.0,129866353.0,142854516.0,142854516.0,14556007.407999998,2289581.0,28746574.0,0.0,29046108.0,238886646.0,8080831.0,484673082.0,598481490.0,598481490.0,260508828.0,142854516.0,-217651395.0,484673082.0,252861029.0,307930503.0,455626974.0,2705732.0,769535.0,-139379249.0,94794926.545,142854516.0,14100259.267499998,1000.0,595006223.0,139379249.0,139379249.0,595006223.0,455626974.0,676882427.0,676882427.0,676882427.0,255566761.0,252091494.0,282058434.0,1
STOWERm.BK,2010-12-31,4496050.0,3735922.0,209606260.3226316,215010881.5331579,181132515.27272728,19801224.523846153,185683017.21555555,21770664.272727273,181132515.27272728,188830809.13368422,299751591.4547369,-16520760.4,215251946.0909091,82585052.77,760128.0,678768333.4333333,295110570.75,295110570.75,552428936.4666667,632441007.5454545,214094404.0909091,28024722.714285713,412377580.3636364,198283176.27272728,192076149.8181818,632441007.5454545,10153362.909090908,221962963.35555556,9738569.909090908,-23618889.657894738,-2715387.091578948,633465625.0,412505639.0,628969575.0,408009589.0,220959986.0,15307420.22625,408009589.0,217391608.0,3568378.0,220959986.0,152150218.68526316,152150218.68526316,145474206.58,90955140.2,15855528.75,15855528.75,145474206.58,152638666.05583334,59621749.0,59621749.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,59621749.0,59621749.0,164833542.0,164833542.0,633465625.0,105211793.0,32757440.060714286,191471399.11,0.0,0.0,105211793.0,135587.0,14842334.064545454,32121599.84571429,32738070.489285715,468632083.0,468632083.0,468632083.0,55731888.0,250504000.0,468632083.0,181569217.49142858,385981950.63529414,250504000.0,218128083.0,7011168.0,14556007.407999998,734266560.89301,734266560.89301,0.0,1.0,3708171067.039009,734266560.89301,734266560.89301,0.0,3735922.0,4496050.0,364644375.0842106,408009589.0,105211793.0,59621749.0,59621749.0,14556007.407999998,625401197.0,105211793.0,21770664.272727273,79116306.11928572,188830809.13368422,31487062.265333336,468632083.0,528253832.0,528253832.0,514473151.8894737,59621749.0,220959986.0,468632083.0,243936175.0,629729703.0,468632083.0,3735922.0,760128.0,-55125699.0,94794926.545,59621749.0,14100259.267499998,50892849.34071428,523757782.0,55125699.0,55125699.0,523757782.0,468632083.0,468632083.0,468632083.0,468632083.0,247672097.0,243176047.0,-55125699.0,1
STOWERm.BK,2009-12-31,38506625.0,36540550.0,100168468.0,133915308.0,110543715.0,1134851.0,185683017.21555555,11510098.0,110543715.0,99033617.0,218933769.0,-16520760.4,149868442.0,82585052.77,1966075.0,678768333.4333333,295110570.75,295110570.75,552428936.4666667,400538284.0,122901593.0,28024722.714285713,289999593.0,167098000.0,103257832.0,400538284.0,7280859.0,221962963.35555556,7709520.0,-216220998.0,-216220998.0,577066331.0,358899135.0,261548.0,159478.0,102070.0,15307420.22625,159478.0,102070.0,15219100.268571427,-182371088.0,68889660.0,68889660.0,57063545.0,90955140.2,11826115.0,11826115.0,57063545.0,152638666.05583334,22398349.0,22398349.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,22398349.0,22398349.0,132220070.0,132220070.0,577066331.0,40932061.0,32757440.060714286,191471399.11,0.0,0.0,16203156.0,135587.0,2665655.0,32121599.84571429,32738070.489285715,444846261.0,444846261.0,444846261.0,31946066.0,250504000.0,444846261.0,181569217.49142858,385981950.63529414,250504000.0,194342261.0,4945113.0,14556007.407999998,291638399.95613,291638399.95613,0.0,1.0,3708171067.039009,291638399.95613,291638399.95613,0.0,36540550.0,38506625.0,137540242.0,320392510.0,109821721.0,22398349.0,22398349.0,14556007.407999998,261548.0,40932061.0,11510098.0,79116306.11928572,99033617.0,24728905.0,444846261.0,467244610.0,467244610.0,139965366.0,22398349.0,-216117928.0,444846261.0,190138515.0,106240657.0,444846261.0,36540550.0,1966075.0,16108276.0,94794926.545,22398349.0,14100259.267499998,1000.0,428737985.0,-16108276.0,-16108276.0,428737985.0,444846261.0,661067259.0,661067259.0,661067259.0,226679065.0,188172440.0,267451648.0,1
STOWERm.BK,2008-12-31,102286595.0,76789517.0,47672566.0,66110029.0,57545509.0,1637155.0,185683017.21555555,11510098.0,57545509.0,46035411.0,409378755.0,-16520760.4,210033397.0,82585052.77,25497078.0,678768333.4333333,295110570.75,295110570.75,552428936.4666667,349473461.0,122451126.0,3279998.0,237193481.0,114742355.0,101725197.0,349473461.0,7274785.0,221962963.35555556,7709520.0,-216521338.0,-216521338.0,721152863.0,565681258.0,4668670.0,587651.0,4081019.0,15307420.22625,587651.0,4081019.0,15219100.268571427,-194001856.0,49037988.0,49037988.0,32082299.0,90955140.2,16955689.0,16955689.0,32082299.0,152638666.05583334,24552703.0,24552703.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,24552703.0,24552703.0,261549596.0,261549596.0,721152863.0,187958905.0,32757440.060714286,191471399.11,0.0,0.0,46739159.0,135587.0,6734225.0,32121599.84571429,32738070.489285715,459603267.0,459603267.0,459603267.0,18554717.0,250504000.0,459603267.0,181569217.49142858,385981950.63529414,250504000.0,209099267.0,3862455.0,14556007.407999998,291638399.95613,291638399.95613,0.0,1.0,3708171067.039009,291638399.95613,291638399.95613,0.0,76789517.0,102286595.0,148322006.0,463394663.0,236996893.0,24552703.0,24552703.0,14556007.407999998,4668670.0,187958905.0,11510098.0,79116306.11928572,46035411.0,141219746.0,459603267.0,484155970.0,484155970.0,156302503.0,24552703.0,-212439319.0,459603267.0,227342145.0,276452422.0,459603267.0,76789517.0,25497078.0,77733892.0,94794926.545,24552703.0,14100259.267499998,1000.0,381869375.0,-77733892.0,-77733892.0,381869375.0,459603267.0,676124605.0,676124605.0,676124605.0,304131662.0,201845067.0,491502916.0,1
STOWERm.BK,2007-12-31,78573000.0,77861000.0,21513000.0,21513000.0,37658000.0,19801224.523846153,185683017.21555555,16145000.0,37658000.0,21513000.0,386799000.0,-19035000.0,270155000.0,82585052.77,712000.0,678768333.4333333,295110570.75,295110570.75,552428936.4666667,385719000.0,122451000.0,28024722.714285713,272251000.0,149800000.0,106067000.0,385719000.0,7401000.0,221962963.35555556,7710000.0,-220676000.0,-220676000.0,668485000.0,490487000.0,16557000.0,3602000.0,12955000.0,12005000.0,3602000.0,950000.0,15219100.268571427,-207721000.0,63668000.0,63668000.0,63668000.0,90955140.2,15855528.75,15855528.75,63668000.0,152638666.05583334,0.0,0.0,10971999.389166666,3412647.14,275000000.0,94794926.545,425000000.0,425000000.0,0.0,0.0,115130000.0,115130000.0,668485000.0,51462000.0,32757440.060714286,191471399.11,0.0,0.0,29468000.0,135587.0,12760000.0,32121599.84571429,32738070.489285715,553355000.0,553355000.0,553355000.0,77249000.0,395602000.0,553355000.0,145098000.0,145098000.0,250504000.0,157753000.0,73387000.0,14556007.407999998,734266560.89301,734266560.89301,0.0,1.0,3708171067.039009,734266560.89301,734266560.89301,0.0,77861000.0,78573000.0,100086000.0,411914000.0,115130000.0,0.0,0.0,14556007.407999998,16557000.0,51462000.0,16145000.0,79116306.11928572,21513000.0,21994000.0,553355000.0,553355000.0,553355000.0,103688000.0,0.0,-207721000.0,553355000.0,297496000.0,204905000.0,553355000.0,77861000.0,712000.0,78573000.0,94794926.545,0.0,14100259.267499998,50892849.34071428,474782000.0,-78573000.0,-78573000.0,474782000.0,553355000.0,774031000.0,774031000.0,774031000.0,375357000.0,296784000.0,423217000.0,1
