Instrument,Date,ln_total_assets,ROA,net_income_to_current_assets,Inventories Percentage of Total Assets,Inventories Percentage of Total Current Assets,Cash & Cash Equivalents to Total Assets,operating_expense_to_sales,gross_profit_margin,operating_income_margin,Total Liabilities Percentage of Total Assets,Current Ratio,Quick Ratio,inventory_turnover,operating_cashflow_ratio,pretax_profit_margin,Net Margin - %,ROE,fixed_assests_to_total_assets,working_capital_noncash_to_total_assets,growth_revenue,growth_ncwc,sg&a_to_revenue,invest_bear_lia_to_equity,APTR,GP,accural,Target
KC.BK,2024-12-31,20.688712682002734,-0.14032307431129162,-0.32264728718355157,12.20707,28.06794,0.03457,2.196268209243091,0.18133971179037986,-2.0149284974527113,76.60692,0.67572,0.48606,0.36316949328770076,-0.12881205847138774,-1.7544794345196502,-259.12651,-0.5998487490857203,0.5458296246611583,-0.2432870048290168,0.31634568230862253,0.5130566044800483,1.4984292057459208,2.8744721128186956,7.686881855144345,0.000781523335904157,-55466424.02000001,1
KC.BK,2023-12-31,20.771774985377476,-0.06269148397090182,-0.1172673150060706,12.99908,24.31537,0.14195,1.2011468223712811,0.22525622409816357,-0.9758905982731175,65.55765,0.93128,0.70483,1.1438752253367181,0.07853077957950738,-0.344465282849445,-32.66446,-0.1820186087821558,0.46539678197922024,-0.18140305062638978,2.851140176192174,-0.18978706098774134,0.47957329070208377,1.7207232355279787,2.109145339453522,0.0008946389056245301,-113129120.58,1
KC.BK,2022-12-31,20.692271622793836,-0.09160154333946782,-0.13958747515487827,22.04297,33.59029,0.15089,1.267552086292435,0.25536073829843964,-1.0121913479939952,67.48836,1.12312,0.74586,0.6932695558705481,-0.04064311392087345,-0.42016924133506656,-44.6351,-0.28174997981987276,0.34376960943070267,-0.0789526724345905,-0.012435805560206958,-0.5980293196232759,0.5978198056366603,1.8818973201617166,2.222047492280123,0.0011599544586283833,-65783260.68000001,1
KC.BK,2021-12-31,20.73272785440588,-0.07496467739902832,-0.10021554560067884,27.61643,36.91866,0.19482,1.5738175227037534,0.25997393252825673,-1.3138435901754966,60.11199,1.28192,0.80865,0.28675387609227776,-0.152748766457445,-0.8606489243794381,-70.05302,-0.187937878788909,0.251965581290808,-0.030312350352874454,-0.4570329524582849,-0.6002184980931917,0.9245659127142992,1.277860632322988,4.117928263426446,0.0002563754481324675,14303059.210000008,1
KC.BK,2020-12-31,20.546625380105183,-0.12302552757805435,-0.18260233462248304,31.49817,46.75159,0.02308,1.5061290447388205,0.25760030744489965,-1.2485287372939209,76.37378,0.91845,0.48906,0.41862657703750367,-0.16333780371141657,-0.6868183026626655,-69.26613,-0.5207161197968756,0.32626530853288044,-0.08290435965236051,0.3779110772249503,1.270567826118878,0.8101702569865187,2.691778352820782,2.978974734686901,0.0004210319958812058,-2688464.100000009,1
KC.BK,2019-12-31,20.636022135153283,-0.1699024439670373,-0.2871691474657958,25.53849,43.16516,0.02989,1.3185927181038382,0.2593976540017132,-1.0591950641021248,67.11099,0.91018,0.5173,0.6913914017115431,-0.03196871813255071,-0.34065583241923436,-71.26323,-0.5165933715004009,0.4083541164975807,-0.08827862729614934,0.4678589096655763,0.16440140187248486,0.6296316245756873,1.8110097570421377,2.0343946568871525,0.0008262326593167971,-136663149.57999998,1
KC.BK,2018-12-31,20.885528657351053,-0.07518140657642489,-0.2580941465915083,26.27927,90.21546,0.0235,1.3609065390323163,0.27457148025841155,-1.0863350587739047,61.05324,0.48841,0.04779,0.4122767780520716,0.01128248615081134,-0.5794751439473449,-50.33881,-0.19303635550034656,0.7087054953810469,-0.32862612021094695,-0.19604323873647467,3.7775563034362625,0.6837823854271972,1.2877559101344964,2.583407835234759,0.0006307841788786258,-96340597.0,1
KC.BK,2017-12-31,20.91769825365533,-0.21390251951037595,-0.5994973560046989,30.4887,85.44965,0.04855,1.367576429112725,0.018331660503614847,-1.34924476860911,55.06943,0.66605,0.09691,0.7843565598800085,0.11855160129352615,-0.5781246345228153,-87.80681,-0.47607345526119016,0.6431968925836274,-0.22745075034871443,0.6844234183593312,-0.2852463653229025,0.42034308402959675,1.0554325740030779,1.1333695563212274,0.000768839579271958,-336948816.0,1
KC.BK,2016-12-31,21.094794931405776,0.0163330973438215,0.03139149576199978,48.81287,93.8162,0.02294,0.9068071761598222,0.15197095927555967,-0.7548362168842626,44.44313,1.24486,0.07698,0.8490515729028975,0.6277602631202446,0.14155643493149128,3.34203,0.029398878064327023,0.47969674756329583,0.07940312323770005,1.394871076809372,-1.4167372497691515,0.0801837307980675,0.7136157387494723,0.5478270383928967,0.0007128997399221408,-356754315.0,1
KC.BK,2015-12-31,21.434456363861212,-0.2021854451574342,-0.30392918827164506,61.57184,92.55601,0.01367,1.3989818850926896,0.1843805808188758,-1.2146013042738137,61.65859,1.16298,0.08657,0.5979212097297076,0.4322220558408647,-0.4485466814718404,-44.79313,-0.5273292304282743,0.3347613425771881,0.0795568201448163,0.29716098736604835,0.4071905721018765,0.6025047108287411,1.3662470526960993,0.43910941832359307,0.0,-915208933.0,1
