Instrument,Date,ln_total_assets,ROA,net_income_to_current_assets,Inventories Percentage of Total Assets,Inventories Percentage of Total Current Assets,Cash & Cash Equivalents to Total Assets,operating_expense_to_sales,gross_profit_margin,operating_income_margin,Total Liabilities Percentage of Total Assets,Current Ratio,Quick Ratio,inventory_turnover,operating_cashflow_ratio,pretax_profit_margin,Operating Margin - %,Net Margin - %,ROE,fixed_assests_to_total_assets,working_capital_noncash_to_total_assets,growth_revenue,growth_ncwc,sg&a_to_revenue,Target
GSTEEL.BK,2011-12-31,24.510248569825006,-0.07366605468863638,-0.5724603995934809,10.37056,80.58984,0.00207,1.0741857211271606,-0.01944350043521727,-1.093629221562378,66.66837,0.19663,0.03817,6.800684048604093,0.002397420652402144,-0.11946947934167887,-7.41857,-10.64819,-0.43289290086816035,0.8697188167851513,-0.5279913279249135,1.3289799872185557,0.11450494577996895,0.09052588989654829,0
GSTEEL.BK,2010-12-31,24.53978487735309,-0.26773469989019766,-2.4084529633052436,7.94385,71.46023,0.00165,1.1407808787108316,-0.01707119454656476,-1.1578520732573965,61.02993,0.19039,0.05434,6.452739408697474,-0.0026048299866040375,-0.21233965023505846,-14.07809,-53.1228,-1.2368810047134968,0.887283960940155,-0.4744851181791315,-0.24965772713022172,-0.07440017971530943,0.10027898156520935,0
GSTEEL.BK,2009-12-31,24.754529120980933,-0.24035346461536436,-10.773239903116833,3.10481,139.16511,0.00108,1.6277809441378142,-0.4113354090981339,-2.039116353235948,52.09995,0.04426,-0.01733,17.713652540880503,0.041141381284464186,-0.6658498947742691,-62.77809,-61.67911,-0.7496573446654425,0.9290896932278067,-0.4829211412470663,-0.04159104137535885,0.26158310003403407,0.17762439351607076,1
GSTEEL.BK,2008-12-31,24.896978921214597,-0.0977140477278444,-0.8868425675462921,7.15752,64.96093,0.00242,1.1179843701424361,-0.005572220485478281,-1.1235565906279146,37.60502,0.4515,0.1582,7.929647308148791,0.28544780228666333,-0.15350572852591277,-11.79844,-17.31226,-0.2236558271612081,0.8024052873190147,-0.13628571607447587,0.6701527162066312,-0.6745837138867861,0.10364073578721303,1
GSTEEL.BK,2007-12-31,24.518248940573297,0.039045675362624,0.134254559952383,18.10728,62.26003,0.00502,0.92998396508981,0.09485387296984514,-0.8351300921199648,33.01759,2.24672,0.84791,2.5278455541646894,0.3885943386015158,0.077212547013167,7.0016,7.72125,0.058319015247261435,0.7318816571075253,0.15626389979183322,-0.386518594894497,-1.7851054234473145,0.03585555698583527,0
GSTEEL.BK,2006-12-31,24.451772103234642,0.03976978374996416,0.12892500372425042,17.10484,55.45017,0.03932,0.9281273108789627,0.11775905273983936,-0.8103682581391234,36.13137,1.55193,0.69138,2.2454910821124865,-0.10593221319666092,0.09135033209321107,7.18727,9.13503,0.06226781037763837,0.6952663743457386,0.07035290133349117,-0.19445925000631903,-0.5787374715128693,0.0458863636188021,0
GSTEEL.BK,2005-12-31,24.06484038233739,0.08955821400491389,0.25110000969189017,13.48098,37.79747,0.05738,0.8700570155318172,0.1466851516169039,-0.7233718639149134,23.76177,5.01123,3.11711,4.972211235656626,0.5213737926892984,0.11401020951186715,12.9943,11.40102,0.1174715218563125,0.7188430950076625,0.22810828658237872,0.22539546904074848,1.2019970802256998,0.02103163047935881,0
RICH.BK^H20,2019-12-31,19.97248032946077,-0.13964731834825617,-0.6688894480075566,7.14539,34.22532,0.01544,1.5188550374586511,-0.15265359325736189,-1.671508630716013,520.18633,0.04094,0.02693,7.990172042459376,-0.01609176698483524,-0.9949217984049409,-51.8855,-28.19354,0.033732141523583066,0.7912251138596544,-4.906771780312872,-0.9894699127468911,-1.3592240522354029,0.36620144420128925,0
RICH.BK^H20,2018-12-31,20.69774518371349,-0.6486993584018906,-4.2959051509372586,3.1271,20.70871,0.0194,2.6627047414824436,-0.1522310719277307,-2.8149358134101745,296.19582,0.05228,0.04145,9.988110103194693,-0.039619885953278575,-2.4340448347557397,-166.27047,-239.30834,0.3361843416820172,0.8489958843108162,-2.7570383059164825,0.1302671937214912,0.1604474148766597,1.385726375510763,0
RICH.BK^H20,2017-12-31,21.0831908935424,-0.9923814443680045,-2.5727346730772362,6.17748,16.01503,0.0897,2.875829974175851,-0.05326666292858545,-2.9290966371044362,189.32105,0.21004,0.1764,7.933480274461524,-0.014679556677440152,-2.1478666567506792,-187.583,-213.27595,1.047263277206479,0.6142698060733089,-1.5404480254977946,1.5237599928072045,-0.1785120553469084,1.8225633112472654,0
RICH.BK^H20,2016-12-31,21.746516670786203,-0.4316666442153822,-0.6534824726464149,4.19629,6.35259,0.06537,1.327185498310902,0.03812421426145962,-1.2890612840494422,95.4738,0.71649,0.67098,26.489916654546153,-0.024909816708010797,-0.3752509082759147,-32.71855,-37.35265,22.27392399677996,0.33943653841662014,-0.32674398785982806,3.8213546764874664,-0.5882446221222537,0.3653097125723614,1
RICH.BK^H20,2015-12-31,22.178623496925855,-0.046262760986226455,-0.060843206331286176,6.2954,8.27949,0.12283,1.0204211312976335,0.003962714192842766,-1.0164584171047908,74.02845,7.10274,6.51467,13.876671365281178,-1.3701001427601434,-0.05647526628001778,-2.04211,-5.27471,-0.2259331886646842,0.23963966109330945,0.5234770445482114,0.16914187074962506,-3.468036889402214,0.024383845490476223,0
RICH.BK^H20,2014-12-31,21.99819986192283,0.08597645361658966,0.12459511413306527,0.23207,0.33631,0.08301,1.039670456641703,-0.003630958075190159,-1.043301414716893,63.35502,3.0837,3.07333,366.8317613341854,-0.7494537579541144,-0.05783126937242123,-3.96705,10.136,0.2950453918025788,0.30995324965336585,0.3832605967830057,-0.1925356619196571,-0.3887209093342179,0.04328030781301551,0
RICH.BK^H20,2013-12-31,22.09984605619832,-0.10735778750589166,-0.17791017034647813,15.07425,24.9806,0.00124,1.033942406889899,-0.00699326703179522,-1.0409356739216944,85.34694,1.25847,0.9441,6.020460143641559,0.024244647699578393,-0.12798681722230204,-3.39424,-11.91228,-1.359202526006011,0.38770746826899277,0.12269808184942355,0.17617009118162708,-0.6456046758837395,0.03517577738125419,0
RICH.BK^H20,2012-12-31,22.178851168250755,-0.09933118322312948,-0.16950166282112755,10.29784,17.57253,0.00185,1.04500242291017,-0.02933985196150728,-1.074342274871677,76.80647,0.95835,0.78994,7.03648409478858,-0.058559884422238535,-0.1487352738420827,-4.50024,-14.11051,-0.6458113363738479,0.4106828642907007,-0.027368375040244593,-0.1546907609252689,-1.2413919168107799,0.021017699982673575,0
RICH.BK^H20,2011-12-31,22.18741981476061,-0.09422861564729854,-0.1762327641080864,9.43531,17.64656,0.00334,1.055412666204014,0.0007887036629397053,-1.0546239625410743,68.24341,1.24473,1.02508,10.263213875243961,0.25204853340224836,-0.09539291390937418,-5.54127,-9.72301,-0.40337888475661343,0.42530230041986344,0.1017293298356977,0.3885473335426315,-4.74902629812016,0.0576211331095491,0
RICH.BK^H20,2010-12-31,22.045488495152146,0.0343086187727006,0.04567970391278572,8.42544,11.21793,0.00503,0.9807563524922729,0.024955820540074208,-0.9558005319521987,58.71406,1.28045,1.13681,14.269845728473701,-0.15289419393591272,0.029924934621584517,1.92436,2.78237,0.08310000730561468,0.23957308107872322,0.1592661255139589,0.1039907102846227,0.3584299328763425,0.010868921107895592,0
RICH.BK^H20,2009-12-31,21.667058930269437,0.009097139379814542,0.013334794491929881,4.8134,7.05559,0.00162,0.9926385235931475,-0.03644733013811177,-1.0293325138381693,44.73193,1.89201,1.75852,33.179959682881744,0.6150588451748228,0.005865412167205425,0.73615,0.59051,0.01646002648223173,0.23995951705223204,0.3194490561730312,-0.1442645689659945,0.3738152168233473,0.014877363061491667,0
RICH.BK^H20,2008-12-31,21.900749899705133,-0.0630169383885821,-0.0855204907525068,29.5836,40.148,0.00482,1.0146379664951148,0.05396053455549347,-0.9606774319396214,56.96957,1.30775,0.78272,4.482879102138405,-0.6441737920349655,-0.04495298089478078,-1.4638,-4.4953,-0.14644739928414832,0.2631363801343137,0.16811092352375828,0.14950909026564174,-0.3352091655556103,0.02487056216630115,0
RICH.BK^H20,2007-12-31,21.453292530649954,-0.044403354768073035,-0.06124733372727811,21.25702,29.32066,0.0156,1.0100003909663062,0.041759374735054436,-0.9682410162312517,70.99385,1.04188,0.73639,9.890229692232358,-0.19809497295302045,-0.016178317535805266,-1.00004,-2.02387,-0.15308231353772442,0.27501570981371826,-0.0047163173883543056,0.0004768323201518321,-1.0179340684638771,0.06197584706803824,0
RICH.BK^H20,2006-12-31,21.247739303770018,0.0511893861688987,0.06844825662239731,28.1148,37.59391,0.01688,0.9682264868293377,0.051531814828731995,-0.9166946720006056,55.96173,1.33837,0.83522,8.650698182599012,-0.46740754942013496,0.026626148180222634,3.17735,1.99626,0.116237937800715,0.25113505278565124,0.1721965779438425,-0.04839064650451963,-30.726984775722897,0.019758301658069646,0
RICH.BK^H20,2005-12-31,21.136332645445695,0.009110480956646815,0.011943597078372375,22.70078,29.76011,0.02336,0.9787574167286618,0.028940710819397267,-0.9498167059092645,67.46824,1.13526,0.79741,13.881862959400776,0.21158760121352843,0.01088632952895223,2.12426,0.28074,0.028004767115041223,0.23720794523919478,0.06752672606232707,0.13212924246187208,-0.6491932989159201,0.015838868377900814,0
RICH.BK^H20,2004-12-31,20.929215211996127,0.02510151046927177,0.03892791104211237,41.92006,65.01044,0.00594,0.9844175219951111,0.039544595489097355,-0.9448729265060137,61.27301,1.16434,0.4074,6.301808693221089,-0.34927402051553363,0.014453021318827839,1.55825,0.91262,0.06481672179793793,0.3551796179836916,0.08486348479804931,-0.31100321123989005,0.02163369683430827,0.023962117484208467,0
RICH.BK^H20,2003-12-31,20.298642373954017,0.046087557490948235,0.05170659910145589,41.00725,46.0069,0.02251,0.9799095885928393,0.037496053265954614,-0.9424135353268847,54.89499,2.03082,1.0965,9.059076638552689,-0.5539317466068393,0.017227370308437514,2.00904,1.1941,0.10217869576566224,0.1086716532928858,0.4299176166943928,-0.2530734567026316,1.6965599255785406,0.01740564185879388,0
RICH.BK^H20,2002-12-31,19.581228167887932,0.07314643071987166,0.08538199904911678,47.66299,55.63581,0.00022,0.9808869228769829,0.025579023964354894,-0.9553078989126279,71.84774,1.97848,0.87774,10.572062448644207,-1.2662031904662996,0.01719062122650626,1.91131,1.41449,0.25983016327030306,0.1433038399839583,0.4234666382594746,-0.34614234230593854,-0.5193101755858494,0.00646594684133771,0
RICH.BK^H20,2001-12-31,21.597451736248654,-0.1026953957193168,-0.15761241008903548,17.081470555555555,25.992582777777777,0.0276755555555555,1.0561227776630129,0.016762361916873296,-1.0393524579024669,111.76735611111113,1.5465055555555556,1.205088333333333,9.927910465748765,-0.11444140050885115,-0.08917824762945435,-24.82919722222222,-30.353503888888888,-0.7745976597039314,0.3377910169862695,-0.01920901156898134,0.8995382261404452,-1.3406595645146837,0.07617316502186915,0
RICH.BK^H20,2000-12-31,21.597451736248654,-0.1026953957193168,-0.15761241008903548,17.081470555555555,25.992582777777777,0.0276755555555555,1.0561227776630129,0.016762361916873296,-1.0393524579024669,111.76735611111113,1.5465055555555556,1.205088333333333,9.927910465748765,-0.11444140050885115,-0.08917824762945435,-24.82919722222222,-30.353503888888888,-0.7745976597039314,0.3377910169862695,-0.01920901156898134,0.0,0.0,0.07617316502186915,0
POLAR.BK^A25,2023-12-31,21.95928816588416,-0.012844556250951714,-0.17636466785430535,3.99604,54.86837,0.02616,1.5780092102006802,-19.152648069909116,-20.730657280109796,15.93554,1.17493,0.53026,2.143225209766239,-0.38381059003936546,-0.4980430374519903,-57.80092,-302.24129,-0.015279350989109822,0.9239278199672183,-0.015319632286613497,-0.9953344670965445,0.14521463090000086,1.8695544483382398,0
POLAR.BK^A25,2022-12-31,21.96387969091454,-0.012654587025800948,-0.15950543974476222,2.88377,36.34868,0.0466,2.921957624064257,-12.951832912312431,-15.873790536376688,15.6318,1.08946,0.69346,2.9562576536433287,-0.6137839325169856,-1.9072256997912511,-192.19576,-207.09799,-0.014999177734997406,0.9171228459294947,-0.04008301956346539,0.44444448242528,1.628488997796318,1.2662549906487826,0
POLAR.BK^A25,2021-12-31,21.88582355465774,-0.00308635870222788,-0.4011086464229191,0.65396,84.98994,2e-05,inf,-inf,-inf,17.52258,0.09512,0.01428,14.094536301184005,-0.027592834813783714,-inf,-89.99309294117647,-213.3769776470588,-0.0037420485942820515,0.9923054296391963,-0.0732179833821395,-1.0,0.6894991715301502,inf,0
POLAR.BK^A25,2020-12-31,21.887133889472025,9.253516851658935e-05,0.011621499725468665,0.65309,82.02212,0.00031,inf,0.0,-inf,17.32235,0.10288,0.0185,0.0,-0.006203669184338788,inf,-89.99309294117647,-213.3769776470588,0.00011192232951036695,0.9920375880305881,-0.0697455825445243,0.0,-0.04617650902874271,inf,0
POLAR.BK^A25,2019-12-31,22.08731856431558,-0.004806712998672331,-0.032453792521611444,0.53462,3.60962,0.00049,3.0235582468281432,0.44034077802243893,-2.583217468805704,12.43944,1.93674,1.86684,0.051041230213881406,0.0003474168367374618,-7.191075285729265,-202.35582,-985.84125,-0.005489569304045659,0.8122247037560408,0.07114856993062091,inf,-2.2462023586721944,2.463899024850582,0
POLAR.BK^A25,2018-12-31,22.08944449002546,-0.00610555935886978,-0.04126955895450992,0.56071,3.79005,0.0013,1.132102166970487,0.030165831536181974,-1.101936335434305,12.01026,2.01944,1.94291,1.0731760365294245,-0.02174313549027805,-0.9076247002823491,-13.21022,-98.40378,-0.006938922237502574,0.810332417731701,0.07338633735787536,11.752512844710077,0.03364715953525699,0.17675035868684047,0
POLAR.BK^A25,2017-12-31,22.086537088323926,-0.2800699437466864,-1.9961861372199954,1.16584,8.30948,0.0017,5.237013637536559,-0.08799675719907835,-5.325010394735637,11.05873,2.27159,2.08284,5.262258304822365,-0.43480116980803457,-4.354346462632911,-423.70136,-496.68709,-0.3148921415223672,0.8137769850099696,0.0768371420561208,8.061649612896948,0.04398274684349346,0.24530725442097645,1
POLAR.BK^A25,2016-12-31,22.341655430065384,-0.14524312060589545,-2.598498187833277,1.07618,19.25355,0.01051,1.5592831253112291,0.039574690047616594,-1.5197084352636125,9.2162,1.15088,0.9293,2.9925404543670195,0.5116328261999354,-1.3997664864591348,-55.92831,-433.14692,-0.1599878780715163,0.9057347606758727,-0.0033717623619600023,-0.23250916816204914,-1.0566346529442308,0.5685062215105559,0
